MEblack	MEblue	MEbrown	MEcyan	MEdarkgreen	MEdarkgrey	MEdarkmagenta	MEdarkolivegreen	MEdarkorange	MEdarkred	MEdarkturquoise	MEgreen	MEgreenyellow	MEgrey60	MElightcyan	MElightcyan1	MElightgreen	MElightsteelblue1	MElightyellow	MEmagenta	MEmediumpurple3	MEmidnightblue	MEorange	MEorangered4	MEpaleturquoise	MEpink	MEplum1	MEpurple	MEred	MEroyalblue	MEsaddlebrown	MEsalmon	MEsienna3	MEskyblue	MEskyblue3	MEsteelblue	MEtan	MEturquoise	MEviolet	MEwhite	MEyellow	MEyellowgreen
HR1554	0.0257410529886939	0.0312854990592179	0.0191497743459748	0.0149439279293662	-0.00468069026293839	-0.0107920754464309	0.0137027395478452	0.0202333920312099	0.0119408388937847	0.035184943448064	-0.0241419070515168	-0.0159265867936944	0.0143578854301341	-0.0130283333325648	0.0179065732399438	0.0111834805681729	0.031403017691701	0.0347108892143483	0.013590916582129	0.0334815571329058	0.00937587795070452	0.0289492870356474	0.0201345279506131	-0.0319092130133878	0.0164646968845953	0.021032818822154	0.00486327441655303	0.0210019053850656	-0.0365303877091932	-0.0175041726594394	0.00346560297161766	0.0258323530937683	0.00450715400767318	0.0150005173808072	0.00722477416707236	-0.0117243352801992	-0.00274388011998356	-0.0423572447186476	0.0090329566739009	-0.0385180260360697	0.0232430940685499	-0.00553300849660337
HR1771	-0.0344549181227138	0.167400517808286	-0.0245641746300373	0.192372798439832	0.011902930951444	0.143744653539205	-0.00469527017625158	0.0499461767671158	-0.0394924207290613	0.0825415441556368	-0.00243786356740214	-0.00909053337781534	0.0325848416728082	0.000475373124119055	-0.20139719277642	-0.0386223959228255	0.0098687408182861	0.00960632455024452	0.0190756818374164	-0.094259672232587	-0.0442520959664233	0.0523627359893957	-0.014437134495058	0.139154292592426	0.00758341919561192	0.0275639952605414	-0.0113836508026458	0.28673409786649	-0.0604831147856424	-0.0176369271236114	0.0987801391217958	-0.0195771050729304	-0.0235103687913271	-0.00102971263629342	0.0210928955470512	-0.00135450635457106	0.191107135131072	-0.00450727798305823	0.0244036009059901	-0.0311244137551725	-0.027068789089129	0.0189762039005064
HR1776	0.0232389029958428	0.0309565918400646	0.0543009883822935	0.0293858773096896	-0.0134372915235766	0.0692421370575048	-0.0179640978401883	0.0344244307618628	0.0470709287247949	-0.00373672839955251	-0.0365525306309634	-0.0112495276274147	0.00826778660531618	-0.0134420583003452	0.0590633102003282	0.0266195778291874	-0.000343378775242954	0.0283869719833156	-0.0133790035433771	0.0625027695683794	0.0127354346983607	0.0329032143626391	-0.0222514040855259	0.0603781628273066	0.00550380812950499	-0.0210679660668266	-0.0123401356407203	-8.32882742457562e-05	-0.00542971041122527	-0.0333123307241076	0.0749346867273751	0.0161360685798459	-0.0051936643390151	-0.0356950105413079	0.0155375554972696	-0.0169751268279942	-0.00251529301761003	-0.0365355742397215	-0.0297845812491743	-0.0206565324879004	0.0683139318766975	-0.0345961621230153
HR1779	-0.0633514928486098	-0.0378693579406375	-0.00111497408761843	0.00634276355924317	0.0111937730225861	-0.0424373780182812	-0.0387125847295028	-0.0647463329416494	0.0311702515604919	-0.0107967823248372	0.0441731815727078	0.0151038294879534	-0.0515535085426427	-0.0541536707374558	0.0185913075425032	-0.0444886918822453	-0.0379645187871582	-0.0454902980597512	-0.0392209492270972	-0.0461242421697575	-0.0297216350265934	-0.0565093711646168	0.00282429069101158	-0.013219862252983	-0.0538202894749846	-0.0140177208575757	-0.0162293771838704	-0.00352784279970164	0.0535366276502824	0.036477482420875	-0.0330935683660811	-0.0560564699309255	-0.0504808043426498	0.0235094925404106	-0.0647687455815478	0.0243697651930924	0.0152655575175376	0.048407437376952	-0.0124626195856906	0.039613545460191	-0.0230877838073756	0.0160983704827944
HR1117	0.0291035848647626	-0.0211788913904487	-0.000467804986214023	-0.10221671299751	0.0470068453464123	0.0677276973131024	0.0223220866288551	0.037605984867367	-0.000603623852496326	-0.0384903433873899	0.00316385562173691	0.0186321217444116	0.0457712945801868	0.0362691641488499	0.0441755315268767	0.0368279337168001	0.00217837232212814	-0.00459351609384725	0.0393951141505615	0.0313730433887347	0.0284293133998958	0.0436517072594639	-0.0149183642711626	0.057813306799242	0.0314961975524707	0.0376579468350724	0.0575609236429792	-0.0758954753076143	-0.050334469935951	0.0332041101290271	0.0278917270855953	0.0204984405799205	0.0224467473407948	-0.0253927256364343	0.0380075379480942	0.044314001139333	-0.083486504083094	-0.0634213068232606	0.0403974797328459	-0.00825882585061847	0.0512758176229208	0.0314716382501159
HR1124	-0.0476176351399074	-0.0568585230464085	-0.0258036379850393	-0.0364188766466285	0.0462633147686966	0.0915417401100563	-0.0442626184096594	0.00916636494272029	0.0154019312573079	-0.0576197794048018	0.0658984935728737	0.0238234692615272	-0.000424201807211981	-0.0318505394942856	-0.00775816680173469	-0.056813185132689	-0.0514909483590652	-0.0685512301107865	-0.0038969314803549	-0.0457422669849776	-0.0187641606203134	0.0273480800151003	-0.0364431884193415	0.117877184265003	-0.0357549796014585	0.0233580419515427	0.0417352179920576	-0.050179227680631	-0.0341264856985223	0.0626695860273044	0.0413384306842955	-0.0541868775662266	-0.0521290624940975	-0.0277128523167372	-0.00539997419783812	0.0420495881998567	-0.036292794927278	0.0221515572911635	0.0321645219222335	0.0308170740290884	0.0352721561292248	0.0589835998363314
HR1179	-0.0054630314342609	-0.00491188505323727	-0.0412410345600248	-0.0207430114874506	0.0607376119799161	0.0109834380989777	0.0613604021178446	-0.058950101075552	-0.0553839058635765	0.0391917998939859	0.0173444609835558	0.0184553310826344	-0.038606196760682	-0.0283303468092895	-0.00766064145682442	0.0239079275991104	0.0574350381604548	0.0268238933434623	0.0626445520664608	-0.0258997416395588	0.0416043178671257	-0.0657651287048375	0.0714103935227094	-0.0188288952452024	0.00284995887781858	0.0895578149499237	0.0332171921172158	-0.00588655191013142	-0.0510991695999377	0.0387966606985436	0.038877698376725	0.0301932031936706	0.0372243116584754	0.0588848747246569	-0.0487196650341294	0.0406749892475222	-0.0402316437190889	-0.0205260153094033	0.0690157113248102	-0.0014277886722995	-0.0582954270578958	0.0455936492563586
HR1182	0.0293559287514527	-0.00629870786940642	-0.0385367406725341	-0.0435709695619772	0.039517837137915	-0.0275754845307307	0.077253116133439	-0.0059558367602083	-0.053322764384296	0.0344212752488027	-0.00200607631271031	-0.0063453983628744	-0.00226124177581642	-0.0101875522669668	0.0472381415576488	0.0632796664476339	0.06585995183443	0.0488951504315693	0.0655946927981741	0.00521627832846608	0.0369401902690173	-0.0185316576283931	0.0748903909556988	-0.0537070391924467	0.0347628008416474	0.0773079549567663	0.0381080958931031	-0.0271343187188782	-0.0313389729503965	0.0212038237645748	0.0160183832584389	0.0608848385880447	0.0700804647479312	0.0695459383455664	-0.00687597787656908	0.0244845272625621	-0.0555148016232512	-0.0390114047931751	0.0593742152307683	-0.0275335120320772	-0.0416557585772883	0.0284772726126991
HR1195	-0.0588628079764825	-0.0462606866575102	-0.0263065569909655	-0.0820658571678941	0.0358585293811298	-0.0589381510245719	-0.0131382818076763	-0.0729610677366342	-0.00439517558438019	-0.0153530422732826	0.0546828800014539	0.0384353314023602	-0.0519323229453339	-0.0349834098746925	-0.00170257581475045	-0.0261440863756675	-0.0238396627453316	-0.0460849008960678	-0.0166496704077037	-0.0586547949896792	-0.00950309594280859	-0.0677021783871756	0.00894396743386798	-0.012529213284803	-0.0481653237191809	0.00478493742133685	-0.005103849854394	-0.0194190657591156	-0.0272278276772375	0.0444314990861642	-0.0811606589861227	-0.0476463535035722	-0.0357649599011598	0.02350434384685	-0.0639738315963967	0.039755335098638	0.00168104315889116	0.0582092914402705	0.00407371232781572	0.076932581611729	-0.0317084163980989	0.0252444906205515
HR1197	-0.062021066098178	-0.0566691355275384	-0.0293141536010625	-0.00854627461312235	0.0276232993895888	-0.00447291800507513	-0.0276288307595834	-0.0345408507613772	-0.000986454245773654	-0.0552766352793487	0.0566642552912493	-0.00198711623749379	-0.0243454264979308	-0.0244676987538352	0.0592043760443492	-0.00443166400625284	-0.0577530028338198	-0.0695760143277424	-0.0230728674643374	-0.0613846215705245	-0.0351251486297532	-0.025490771547913	-0.0366328256934781	0.0063074391980972	-0.0411298954396953	-0.0124470398876176	0.00473120654866466	-0.0264207492533063	-0.00905654190132075	0.0416558767599725	-0.0258194968160699	-0.0576605443666905	-0.0416280858410416	-0.0261187288493044	-0.03302609654881	0.0688552159604431	-0.013475606309197	0.048765028185281	-0.00722226443970498	0.0199468722622718	0.0043834786031608	0.0135830089726102
HR1204	-0.00032906065394994	0.0287957072392171	0.0409627873892934	0.0402133551451673	-0.0249376526904935	-0.0294551162539267	-0.00992495941123317	-0.0495934041212421	0.0286117737603839	0.0113897324742467	-0.021140514837962	0.00188342385149902	-0.0313657342590747	0.0143095318199962	-0.0361385967474359	0.0736935307689686	-0.0048765355433689	0.0152658322841902	-0.0272431991313866	0.0189866365490885	-0.0258109890923675	-0.0622698129489465	-0.0105948101899592	-0.0234992370819415	-0.0161260181574031	-0.0282239243597888	-0.028618672970088	0.0449926804874367	0.0282583608875225	-0.0236532935918335	-0.0143237924513932	-0.000654684074114737	-0.00756028517769775	0.00787674067192926	-0.0211300858668685	-0.0276989836554235	0.0460698570509343	0.0152236066546057	-0.0330810388373617	0.00857404840397563	-0.00470799726857724	-0.0279215084209785
HR1206	-0.0192496428516043	-0.0380884786279391	-0.0202384480932844	0.00576428543388138	0.0392417644560814	-0.0184153183204584	-0.0123513049335155	0.00383293283403367	0.00845090283456298	-0.0398412208454258	0.0230847069752908	0.0605875013938997	-0.00533900734113029	0.0257230308582352	0.00628670842279645	0.028261245429709	-0.0279207291013715	-0.0392287042412929	-0.00900162248018935	-0.0300048570468921	0.0323739903897596	0.002237939029624	-0.0296295870763691	-0.0111178501599272	-0.00671576556309887	-0.0070545585829526	0.00930380559270907	-0.0300631071236707	0.0121535532500924	0.0175651559511305	-0.0159519705146724	-0.0229150992381123	0.000998529234306268	-0.0383343583771824	0.0116260383139533	0.0202316106009225	-0.0287766565457072	0.00494570487692463	-0.000614899665007748	0.0455286015669841	0.0200261296396662	0.0156917442130748
