MEblack	MEblue	MEbrown	MEcyan	MEdarkgreen	MEdarkgrey	MEdarkmagenta	MEdarkolivegreen	MEdarkorange	MEdarkred	MEdarkturquoise	MEgreen	MEgreenyellow	MEgrey60	MElightcyan	MElightcyan1	MElightgreen	MElightsteelblue1	MElightyellow	MEmagenta	MEmediumpurple3	MEmidnightblue	MEorange	MEorangered4	MEpaleturquoise	MEpink	MEplum1	MEpurple	MEred	MEroyalblue	MEsaddlebrown	MEsalmon	MEsienna3	MEskyblue	MEskyblue3	MEsteelblue	MEtan	MEturquoise	MEviolet	MEwhite	MEyellow	MEyellowgreen
HR1487	-0.0175773088601443	-0.014028412670244	0.0208120813353387	-0.000999624678128732	-0.0193670343498994	-0.0166204314978027	-0.0408563418541217	-0.0119940777227916	0.0261800468703941	-0.030702338312491	0.0245620507799686	-0.0103563663295375	-0.0202911546635636	-0.0379279329297924	0.016478617697755	-0.0107865720838686	-0.0416405726013087	-0.0275601028560377	-0.0367835223339492	-0.00111214862854929	-0.0413424128395945	-0.00179096801199766	-0.0410423725214564	0.0098767814661421	-0.0353758381430552	-0.0363932798562539	-0.0229682389488781	-0.00634486333260867	0.0274426492485062	0.00986251738783515	-0.016410117926083	-0.0379353881114873	-0.0452827651125857	-0.0336071588215281	-0.0236568526989409	-0.019517714902089	0.0266281047356317	0.0525337454852966	-0.0289099073839737	0.0203648109370446	0.0115204761846003	-0.00736091544796437
HR5019	0.00607830912818742	0.00308090345484841	0.0673978736104972	0.00982595089232593	-0.0433650421190222	-0.0146638065710879	-0.0443980082593726	-0.028161952531613	0.0654384650301933	-0.018968394156708	-0.0129490695179999	-0.0278519786211346	-0.016650638264398	-0.0381019721369057	-0.00953620289632521	-0.0417871024399444	-0.0231907980440228	-0.00810814926324636	-0.0382767736111257	0.0527603870484027	-0.0367335210644707	-0.0144579257629584	-0.0307919074444639	0.000169788015877988	-0.0242318966118164	-0.0401277313743743	-0.0343388686013391	-0.0225352976079882	0.0591693790703193	-0.0139885298000529	-0.00734998964666291	-0.0150351795518182	-0.0355569075807174	-0.0293562867971038	-0.0311070849225625	-0.0312216552214182	0.00833749860509221	0.0199773897518697	-0.0387586144832276	-0.0140382880138275	0.0478367449288417	-0.023999814206363
HR5212	-0.053015302687818	-0.0263247142685891	-0.0374056314420387	0.0303072100674568	0.102647151603882	-0.0191536393330776	0.00618133172044174	-0.0242713209247925	0.00643120563457038	0.0275423421622837	0.0744623054570643	0.0816080804530084	-0.0376014352800461	-0.0379902714741476	-0.0223046855409033	-0.0370842954973424	0.00719267144881957	-0.0165205217930408	0.00182124761163526	-0.0681022895902084	0.0586492341882439	-0.0330870787360004	0.0382888999405375	-0.0321109611622444	-0.0239870745812804	0.0531578977350609	0.0520498138982859	0.0285913449472466	0.0934409673462678	0.0862867121252689	0.00578028285829417	-0.0250926669414291	0.00262921328484748	0.0526900216479458	-0.0295115040547614	0.0648319786540433	0.00287562680427116	-0.0101118412512608	0.0641071504351307	0.0621965310239452	-0.0551434121850121	0.0826285155397789
HR5218	-0.0288085483076137	-0.0109181494555514	0.026898783298498	0.0480224454631857	-0.0244135931191753	-0.033267733418964	-0.0448990349365014	0.011658091594597	0.0537665628794893	-0.0319616167941666	0.0110606465145861	0.0172299078641458	-0.029474434645072	0.085404075481921	-0.057187152095414	0.0110930582587643	-0.0559626470776939	-0.0314773716023026	-0.0583283947606903	-0.00657029334242308	-0.0123944444611404	-0.025423050448897	-0.0504346096063157	-0.0159050179164052	-0.0132038448522062	-0.0702462543762876	-0.0284317387482874	0.00753158627882075	0.0688264690439955	-0.0184245895758455	-0.0171598130294598	-0.0325074233474805	-0.0122307444219793	-0.0289418290876721	0.0612027125997307	0.0124648882916119	0.0370116038643213	0.0328686822795552	-0.0517516886675439	0.0319321898588662	0.0084834027911202	-0.0250400149841769
HR5250	-0.0158714703662479	-0.00835940244037223	0.00756766606817952	0.0181045041725097	-0.00735003619077434	-0.00137458000782759	-0.035515708122782	0.0226144069095184	0.0419633600057097	-0.0309410157224645	0.0155813178548076	0.0191813815877753	-0.0124964332864506	0.0800710839552897	-0.049366712756392	-0.0188196411583429	-0.0439386039015104	-0.0175751409197717	-0.0375395664288995	-0.0187304937555839	-0.00939105613503335	0.0033255508125241	-0.0516881073383382	-0.00479091314202302	-0.0072205994919187	-0.0469350131804849	-0.0109327779372564	0.00916662821485831	0.0890056974462501	0.00521805991208586	0.034116095356245	-0.0227497092187304	0.0029043454267348	-0.0302909745897321	0.0600706115503326	0.0138267587750902	0.0210168845108734	0.0150766843024638	-0.0255392081597942	0.0250614849960217	0.0129325486518228	0.00640123379840067
HR5349	-0.0153272328895568	-0.0292051416635722	-0.021939355735157	-0.0417627750094082	0.0312584531719657	-0.0150160931975838	-0.00361487899345377	-0.00121424741165711	-0.00501426718020501	-0.0105438195428348	0.0269658514685524	0.0501969308307893	0.00572711456719426	-0.0146527996394513	-0.000784894241421086	0.0161176508690102	-0.00584351633356224	-0.0237254687675347	-0.00460360559981637	-0.0158933253486955	0.0449221748969428	0.00926606928242975	0.00163663308579343	0.00491689664812464	-0.00631843731244636	0.0092119037330137	0.0164746340795631	-0.0219292924622661	-0.0391262875617624	0.0157512206542449	-0.0434646830048679	-0.012277685428901	-0.00944827895914139	0.00747640030770741	-0.00854559101874474	0.0330847398996614	-0.0166184875984903	0.0100398389127165	0.0137290819851356	0.0453917526639948	0.00464061908925273	0.0168704625361777
HR5476	0.00588531145131485	-0.0120007555289029	0.0217761852786558	-0.0150997271558161	-0.0247967483895867	-0.0122808386808378	-0.0300816807242537	0.00655345813536259	0.0128046353115689	-0.0369886021437662	0.0151608164010873	-0.0177840413522302	0.00431046564242173	-0.0172164202828489	0.0534463359307629	-0.0457859232833801	-0.0323972786210909	-0.0203100867712387	-0.0184153278261765	0.0174544604769599	-0.0445348000385415	0.0179394769299308	-0.0436163161145423	-0.00026825968281305	-0.0127087673318639	-0.0244597783198873	0.00401767578222321	-0.021692673546704	-0.0159945801490476	0.0160366367134012	-0.0265409033847374	-0.0196390423558687	-0.0314428315127858	-0.0432659776242441	-0.00273559428011515	-0.00327417260742627	0.00741593084455738	0.0248837016499365	-0.00777927099989767	0.00241816643697618	0.0365824291091012	0.00971513470168276
HR5478	-0.0174682958466722	-0.0121929310270105	0.0223455560024963	-0.017847275085479	-0.026412577486159	-0.0174722541444067	-0.03112404742559	-0.0197695030046169	0.0292822058221377	-0.00568567478391385	0.0181988162710824	-0.0430814671910525	-0.0155024801476604	-0.0388870284126492	-0.00102196425574129	-0.0223484386893436	-0.0229960592935361	-0.0169320792733707	-0.024937205683606	-0.0037895682058479	-0.0426523993563704	-0.00628386907440026	-0.0175113622859678	0.00544782710593346	-0.0276157258554084	-0.0202108553392072	-0.0189912108558502	-0.00329996898263048	0.0113540703551246	0.0115970093147079	-0.0233425697292964	-0.0187577818138175	-0.0448371628191236	-0.0375045656263318	-0.0259366525415752	0.0182815618871263	0.0210007704647288	0.0370311361237337	-0.0160448321289443	-0.00865299171778505	0.0184733432630085	0.00144893646106839
HR5489	0.0210665301533541	0.0289301315282885	0.0164878663497589	-0.00423325061949938	-0.00881748630698063	-0.0462826161886177	0.0467847488700834	-0.0479437741490528	-0.00603565015068433	0.0639230283709109	-0.0321895327933992	-0.0168904424229733	-0.0390900481039966	-0.0367045017663575	0.0190071959635519	-0.0302012591727164	0.0543517633352393	0.0444142198149333	0.014584317039028	0.0255089177739169	0.0177354930230405	-0.0590430301487158	0.0691845580473161	-0.0500693389768269	0.00268207773365717	0.0235376511331008	-0.0254636915642426	0.0227597499283418	0.0412745986239657	-0.0267982114532323	-0.0259194233169657	0.0403865646196586	0.0280320963889796	0.0676222002143812	-0.0468546600914154	-0.0102090816441838	0.010692964716239	-0.0200382837690225	0.0028144341634615	-0.0283391313502301	-0.0427306116531546	-0.0263879405397334
HR5499	-0.0577738174474581	-0.0521412630599197	0.0179943889298014	-0.0120530882678322	0.00949328485452283	-0.0133322964891598	-0.0673838484515739	-0.0467255691320732	0.0634786017198844	-0.0482674917888111	0.0757512226327618	-0.0100452175760226	-0.0430652100612922	-0.0426013470565112	-0.00783459995361653	-0.0510981146833902	-0.0616026602517025	-0.0526570123299795	-0.0409932025904994	-0.0216577759331682	-0.0470024625464121	-0.0321611891898294	-0.0476317620986917	-0.00172153291247545	-0.0659532826208887	-0.0104058387531325	0.00482641374162113	-0.035410081240543	0.0848889302564721	0.0685840103229039	0.00360785206873419	-0.0626711196116795	-0.0596250820113327	-0.0264414662412724	-0.0481761947007779	0.0521410355538241	-0.00196542654112631	0.0487221258535741	0.00819392289304544	0.0170051460149898	0.0195658144281805	0.0469840204987023
HR5500	-0.0479370769786641	-0.024120806652607	0.0104408299650082	0.000710378803379966	0.00532704152991048	-0.0123878417707304	-0.0655205189931945	-0.00469567204253239	0.0315965464720017	-0.0325250135907112	0.0497644596785474	0.00625873250655681	-0.0277698939347032	-0.02495992495812	-0.0137203874213993	-0.0101769239994248	-0.0522509539441263	-0.0563660981613433	-0.0451440023881551	-0.0300999389700285	-0.0413414658186486	0.00205779052401436	-0.0506252691959576	0.00553321906027789	-0.0501363873413923	-0.0266956631011474	-0.00642802896160995	-0.00502075175614168	0.0209985360176907	0.0368451705248982	-0.0118275173947642	-0.0568184604266603	-0.056306785609188	-0.0368629895709882	-0.011529862610429	0.0118295696496795	0.0181882427703821	0.0430284204924406	-0.00834038565568703	0.025381882001921	0.018513359969473	0.0284941025619702
HR5517	-0.0205539114014293	-0.0148048453121709	0.0235397132194134	0.0229432677571273	0.0130480065916342	0.0897126745733542	-0.0429150573592938	0.00385098472263791	0.0471991665400577	-0.0324007828892331	0.0275937465712108	0.0133359527556558	-0.00868349456998732	-0.0273313624558514	0.0287244922620331	-0.0295054353459712	-0.0324512258981976	-0.0244867749796086	-0.0247852021821586	0.00612982156892366	-0.00877788351003815	0.0138878509034235	-0.0374083111389665	0.0933418197591424	-0.0286322040263988	-0.00184023209431024	0.0127472790984936	-0.0176020676054488	0.0711960727492144	0.0344923544954968	0.0573163130169337	-0.0308322819227312	-0.0333647504254982	-0.0151498448634372	-0.00618908214788425	-0.0180123058264856	-0.00831932829337594	0.00386278394281893	0.00563751013863763	0.0142387678769659	0.0387796266582463	0.0306267152785647
HR5523	-0.0306292079051445	-0.0290803569347116	0.0317855777219671	0.0409647489989099	-0.0198616180139165	-0.0213617982514215	-0.0553810515602332	-0.0120830308722063	0.0736165090267469	-0.0264452916093591	0.0208459464745464	-0.0494631985641617	-0.00670586577465767	-0.0333074620820252	0.0129362878537129	-0.0425381956883096	-0.0416843973456402	-0.0339013411162064	-0.0419745414448855	0.000741684372120026	-0.048986971556013	0.00494620595979105	-0.0417209402795008	-0.00943608304536679	-0.0431945688693111	-0.0310804078773282	-0.0141862915667342	-0.0218818160406919	0.0920989323577296	0.0109376619889289	0.000494197474749628	-0.0420950698597429	-0.0525707572443701	-0.0304088559714545	-0.0198003009931771	0.0388198453598793	-1.2342664195242e-05	0.022964032998861	-0.0264693701719106	-0.0256057010792892	0.0382505803100861	-0.00808454462351015
HR1016	-0.0278379353927806	-0.0261090776882793	0.0123727335932504	0.00623747010334985	0.0608969863850049	-0.0321439749310325	-0.0283244939667646	-0.039276863640103	0.0288760685682655	-0.00762335345883128	0.0303616255812434	0.131345044847496	-0.0312489443629114	-0.0391388976613954	-0.0263803430560813	-0.0223288646928572	-0.0169956186071533	-0.0203725029009503	-0.0401466440592119	-0.00412441727759285	0.116286396786277	-0.0312279356109115	0.00452145018646866	-0.0218452996050462	-0.0349435607204668	-0.0219669182989026	-0.00454084278580125	-0.0235468697888337	0.0671839169838727	0.0068598693575166	-0.0109898322015268	-0.0284837722499346	-0.00899458796877943	0.0230812555612689	-0.0427120044894887	0.0330494055511442	-0.00640111645063038	0.0195926553271101	-0.0177442595968068	0.117735182355489	-0.0108601461813588	0.00016908087292114
HR1365	-0.047728944221481	-0.0360626258809782	0.00907863993341039	-0.00281591452465016	0.00690170407366396	0.00126737798731627	-0.04379141558055	-0.0252082057452887	0.0393020053452258	-0.0205041683067929	0.0560846541843299	-0.0151624064624234	-0.0258580369147528	0.000824902476675441	0.0149032881193916	-0.0557830189374273	-0.0346311137014707	-0.0443890830455283	-0.033412422774735	-0.0264259642934441	-0.0353823155225021	-0.0282141703269273	-0.0175194947280991	0.0119574578431763	-0.0432804826573552	-0.00361565379316268	0.00869753623307323	-0.0145613000983947	0.0442855732385909	0.0458372356337318	0.0138622485535155	-0.0493488182259745	-0.0476718614660667	0.00484634246233152	-0.0141411880286013	0.0243754509284116	0.00431659470868681	0.034865612027693	0.00418495165800419	0.00173339982525396	0.0110373358031752	0.0371452281648591
HR1428	-0.0230189102719831	-0.00606083199449257	0.0209470472997668	0.0593308230606563	0.0205151405449361	-0.0134249305170347	-0.0159359061022393	-0.0434802200564808	0.0410279277194349	-0.000278076626372992	0.0141749816833953	0.0308019380582638	-0.0442712257241785	-0.0385369766962197	-0.0249979858216709	-0.026044046129463	-0.0119330223787016	-0.00832587667275699	-0.0245037525547089	0.000194529088479153	0.00863656874806734	-0.0456191949368241	0.00431241201270911	-0.0191500700781475	-0.0246818570749762	-0.0117467692594597	-0.00835969610304266	0.0166822076396339	0.0818094106368503	0.00800120052647836	-0.00102177882115506	-0.0143890185854117	-0.00510465238632422	0.0214583745451254	-0.0397836225176651	0.0167005028721773	0.0164695204781539	0.00833545328939658	-0.0100609895412953	0.0249670414297743	-0.0100518713160209	0.0038459091981199
HR5206	-0.00441217192558726	-0.018895660694642	0.034518788316942	0.00712505406156899	-0.0243628317337492	-0.0186612155900287	-0.0375354135266688	-0.0131169133017965	0.0510087102285176	-0.0391931032507045	0.0128836625913767	-0.0311340119233529	-0.0147465185894627	-0.0247210300362044	0.0220691164901314	-0.000556970292590319	-0.0409209846996541	-0.0276328932115012	-0.0252709107075552	0.0237342694215719	-0.0476827285108276	0.0010264356316414	-0.0449194601820111	-0.00500505780806621	-0.0265526268878588	-0.032574791681509	-0.0149660792624277	-0.0349454714244369	0.0737684532486653	0.0134325973629673	-0.0118017422270122	-0.0252665428155645	-0.0255754589599468	-0.0307066080049185	-0.0184433524628948	0.00239774731056264	-0.0108471224394563	0.0232730001078396	-0.0142131079450195	-0.00982761975084623	0.0339571658401416	-0.00182607995779724
HR5277	-0.0557012873531239	-0.0276650413844471	-0.0170629276226987	-0.00660219176768047	0.0393570792518661	-0.0363725775140867	-0.0568528168585837	-0.0196795586207393	0.0120144694498019	-0.0258886016490406	0.0794932201965224	0.0473594129666559	-0.0198332447372575	-0.0289665181053059	-0.0118061690832607	-0.0106632654535609	-0.0549149313519514	-0.0524471834446894	-0.0433536080094732	-0.0545626693063025	0.00921496300288362	-0.0100123474681452	-0.0464312855795036	0.00262896613832815	-0.04892227511607	-0.0175692902300934	0.0186051403498431	0.0175029972078741	0.0066094656888381	0.0580686699813535	-0.0557503444962953	-0.0594050924295877	-0.0516153787698388	-0.0269653813878659	-0.0286987119930329	0.0480142112658452	0.0380641766245888	0.0570255678495103	0.0133061179996497	0.0746783372701577	-0.0044616091394777	0.0500506939734819
HR5510	0.0557019365416219	0.0510528308332628	0.106072017600161	0.0690687080623987	-0.0314864140647403	0.0367524596859625	-0.00153151372799002	-0.0496337779272231	0.0728149600225856	-0.0134370033843548	-0.0125036709719929	-0.0566361995063185	-0.0295362367150353	-0.0432810570841344	0.0376272924770108	0.0459630799999494	0.000366892486680184	0.0564139534995211	0.00847790071049839	0.111844056942991	-0.0276825938536276	-0.0312236490411943	-0.0280207286512733	0.0124352186742461	0.00264145602544382	-0.00289373928318189	0.00258492922358106	0.0103085907692268	0.0347953656007262	0.00775618917583281	0.0426732190190593	0.0447650330208687	0.00506315036595686	-0.0356995912692501	-0.0435291882066045	0.0452759932984134	0.00835891764304617	-0.0331294040323187	0.000186309531368094	-0.0563693218397244	0.0747433787199393	-0.00047752311303181
HR1149	-0.0239439041304214	0.0182491753849294	0.0393660289064996	0.00282391824540908	-0.0556546763499939	-0.0152569173952253	-0.0500958869741115	-0.0418973150451823	0.0258493687767374	0.0179181233225947	-0.0164393130670783	-0.0290154451658236	-0.0398460744027413	-0.0378473055680259	-0.0133161517716598	-0.00517531437053758	-0.0243576497542905	-0.00381285721514169	-0.0744048919413783	0.00560831992183846	-0.0196110020799984	-0.0367188113413472	-0.018193856029753	0.023372390944663	-0.0495395821414787	-0.0772540571482433	-0.0779770615922504	0.0278862773742149	-0.00912511076158303	-0.0551414771830924	-0.0343513732435819	-0.0325096734176936	-0.0402560982403051	-0.00368336314549302	-0.0423693034803587	0.03516699848898	0.0616966920925008	0.054206762499897	-0.0789516405908165	-0.000532229723370281	-0.00707469935849386	-0.081699120464618
HR1469	0.0321915417662929	0.0386222801991307	0.0130801818247188	0.00110738335439601	-0.0292228333761906	-0.00802728024049186	0.0121486378043742	-0.00141326199517042	-0.0100409232367092	0.0423207024105029	-0.0474454151440267	-0.016159238715286	0.00468861323395214	0.0071012724449215	-0.0334622760130791	0.0369312413621122	0.0375000946507938	0.0346523293547839	0.00625443008592595	0.0243000092265371	0.0197866847645089	-0.00166550703399372	0.0185486386282469	-0.0165065669256483	0.0190952943728799	-0.00673830479643444	-0.0297615315391045	0.0331368101977212	-0.0147920881879839	-0.0525067421923219	0.00635450555821629	0.0295450574376071	0.0172839761752181	0.00997857291235713	0.0015376521634535	-0.0521528548169763	0.0256338943812682	-0.00954513897303903	-0.0168253681649312	-0.0257535851746194	0.0044886785542845	-0.0444167237820458
HR5287	0.121544533855716	-0.0355099696618656	-0.122101421568186	-0.0793696658699616	0.0762629856938314	-0.0262615674043168	0.0965459086256782	0.121012469264629	-0.115764518671661	-0.0614845189832721	-0.00577063696544106	0.0249326980901365	0.181735795554163	0.132503588594929	0.0943621164412257	0.033750374234592	0.0394806262490012	0.0125062087326874	0.158646832241232	0.0144032840340085	0.0530825337865332	0.105967653928711	0.00768865653553918	-0.0632889168434781	0.168996665666346	0.0816167454705413	0.175237429764362	-0.0902509203831022	-0.0508626975546072	0.0533325667871104	-0.018278824410966	0.0906690018577223	0.123786877550274	-0.0306737214587886	0.131281440609	0.00130768571072077	-0.147933245766678	-0.072916690087453	0.116137999557743	-0.0108109847579936	0.00609359392814235	0.0867632382360167
HR5475	-0.0249314043152492	0.00643864741038959	-0.0386052172962957	-0.0230773683822704	0.0235329424599661	-0.00315347997556324	0.0109550738514055	-0.00745874635659282	-0.034037381557815	0.0212181654679131	0.0124172412739117	0.00639782269619611	-0.00367812620174449	-0.0155154829486586	-0.0360447834405522	0.00239810618980933	0.0140991441039326	0.00506619315511269	0.00203265920023853	-0.0485774530031068	0.0194456713734913	0.00106685160387371	0.0333797773915077	0.0143231493163459	-0.00890841161790714	0.0223544779249786	0.00631018838565619	0.025116068461382	-0.0187807862344704	0.00570855495718256	-0.0192584641463972	-0.00594160896369249	-0.00190423934549425	0.0377144299911522	-0.00951847235382463	0.0458347816357571	0.0171796781378519	0.00769422702914444	0.0193647373504634	0.00346564111285935	-0.0620258840946583	0.00602467362721949
HR5501	-0.0856593920880897	-0.085238516176598	-0.0113517425356393	0.0275180562969688	0.0434379814153276	-0.0291425072059657	-0.0862788596963259	-0.0301153648056285	0.0589829398633379	-0.0716813699186909	0.0788214406511022	0.0439855788142044	-0.0383040032522518	-0.0359120019861598	0.0134066830983337	-0.022093010435755	-0.0935951493466647	-0.0922621363997019	-0.0702061158475612	-0.0654179452582359	-0.00651183362051926	-0.0239737905812603	-0.0594549307621662	0.00264502955335613	-0.0785171040400503	-0.0443844508361125	-0.00482936126610564	-0.0496273641911326	0.114881860541582	0.0485378599146268	-0.0283103792131005	-0.0957751492703973	-0.0579236501935783	-0.0199310489550887	-0.0372937033047743	0.0962269700097592	-0.01061228221069	0.0592556873069312	-0.0272346765447272	0.0697148078394181	0.00785701765587672	0.0135037534076159
HR1012	0.0360414596399155	0.0226296423588427	0.0255407165038577	-0.0569696616595637	0.00708653582015311	0.0203335470259844	-0.00314823221151842	0.0206347281072512	0.013919270178754	-0.00436194923589565	-0.00739980418403426	0.00704539751402629	0.0798883171157421	-0.00635335029036697	-0.0351393267555031	-0.00520268288980177	0.00955525411154023	0.0259513205824892	0.0167404732210166	0.0528263783070492	0.0200990490437003	0.0366968294425326	-0.011845667001024	-0.014425065470793	0.0263502451666323	0.00483254708310455	0.0308757995221196	-0.0200520646585603	-0.01620085902348	0.00837852903433479	0.0160198483591279	0.0262049773771974	0.00320485825018481	-0.0148298696463337	0.00781846604540536	-0.0106287910493254	-0.0213679190416727	-0.0272229025617647	0.0200982802917101	0.000852751335807366	0.0246382302486641	0.0178409235930728
HR1373	-0.00283293602562824	-0.000231207323982249	0.00766946265665983	0.0159345980690304	0.0107063124907308	-0.0147820549012264	0.0163155781858971	-0.0475532907761678	0.012133403325685	0.0174096231881252	0.0125124449149358	0.00431874102430645	-0.0234690027775865	-0.028948539279672	-0.0291797814603032	-0.0258746706247498	0.00961954131115125	0.00527239359783935	0.0101349792129799	-0.000802660611465737	0.00960741850124915	-0.0390098470045532	0.0197150900095599	-0.0271083926844928	-0.0109447136776988	0.0157458961783107	0.00977969875955146	0.00719494477548793	0.0281548323798568	0.0121489791216914	0.0255680981345206	0.00954662780576774	-1.27842673046348e-05	0.0157512073243708	-0.0476523505593085	0.0437307430303611	0.000912831337041477	-0.000383297196252885	0.0180715250604762	-0.00146883485728065	-0.00667965618206736	0.008679793066625
HR1379	0.030899318805759	0.0451126492471259	0.0266408078113829	0.00258177719302164	-0.0285283612883699	-0.0436966035556048	0.0251631751040853	0.00799380597496175	-0.00617378718039541	0.0458336666376382	-0.0381937728066251	-0.0407365386390418	0.0113651938772994	0.00333196809435005	-0.0102968451474467	0.0689660548360256	0.0372418592240474	0.0575431219099355	0.0075874868520361	0.0273636202584899	-0.00117905634972771	0.013466197947308	0.0319194134022633	-0.0461839086199212	0.0240937603663323	-0.00143518915042886	-0.0198118272973253	0.042827316673471	-0.0288496633602937	-0.0336811707546549	-0.0309380989906863	0.0405736877136015	0.0238441020892599	0.0351226651511028	0.00661075044113089	-0.00182149466218642	0.0273451975296589	-0.0232421225281528	-0.0106340119631735	-0.0461399054325861	-0.0102783776798511	-0.0313154413491571
HR5103	-0.0159423050801215	-0.0403622399544402	-0.0543444494908415	-0.0463843059186923	0.0359373468821916	0.029864189457905	0.0265718362905904	0.0034331148754482	-0.0369720660928724	-0.0082959142009136	0.00949566556034306	0.0341504277190853	0.021747127944663	0.00647772461193899	0.072814928803808	-0.0288240221530933	0.010744582736676	-0.0199706604406626	0.0189718931837096	-0.039201050251016	0.0393411360732154	0.00535822170742804	0.0403017565306324	0.0395887356512057	0.00782284035863651	0.0318497132013862	0.0305826343412007	-0.0273240784412508	-0.0273695567236572	0.017459175717535	-0.00817474210142546	-0.00308217190139249	0.0252531239405623	0.0464895033549686	0.00457501306349424	0.0326644906893938	-0.0454944931553729	-0.0105120382837591	0.0229511669798124	0.0298290459297284	-0.045614537966195	0.0133844393496052
HR5372	0.0268552631698055	0.0596201441178014	0.0479204566630602	0.0381813108607241	-0.0437547561227929	0.00911913550972524	0.0233623838761525	-0.0497288422313232	0.0175890337615241	0.0398027489849305	-0.0365382116563077	-0.0293069990756781	-0.0151100240366783	-0.0286204399655731	-0.0402683165119976	-0.0587676535213965	0.0332312920742438	0.0386575982939235	0.010899414911256	0.039680985220203	-0.0226356281269518	-0.0514731592891692	0.0213228260950476	0.0173773492425709	0.00191244358813935	0.0113571453388319	-0.0287282101428211	0.0468928930375107	-0.0232246501459941	-0.0263525547754	-0.0149433213349393	0.0263838607027904	-0.00181675739866616	0.016115413890253	-0.0449258328027829	-0.0946017607306016	0.0432001512221775	-0.00871338092753785	-0.00781460497784751	-0.0298598991010531	0.00533513187566559	-0.0184709534188596
HR5484	-0.0175211237056654	0.0146727469031228	-0.00672340466492376	0.0102217510328203	0.00262848600267532	0.0497654925937106	-0.0239710747315115	0.00371562205382535	-0.00356180990272097	-0.00568767929683115	-0.00934918868984969	0.0477685141035463	0.0048826201944399	-0.00561162043303727	-0.0694906465226924	-0.0354670323319994	-0.0233963900056835	-0.0167637789515747	-0.0304096764257106	-0.0217858305758761	0.0331393624049978	0.00720617783871557	-0.0229290015950796	0.0654658477794661	-0.0170968993526472	-0.0390653718608743	-0.0233715558959922	0.0205865016270548	0.00235838092829349	-0.0311487968067725	0.0316022575442196	-0.0211538419671284	-0.0177302733715057	-0.0146580336854476	-0.00407291553119273	-0.0246128469150835	0.0375037030878238	0.0201259995391544	-0.0396127436668571	0.0503729614231067	-0.0051221953812194	-0.0313639988943472
HR1200	0.0178065441375555	-0.00727252976177573	-0.0292866381881975	-0.0455034497175252	0.0126733266355507	0.0103086705849489	0.00903486195474793	0.0685649524742232	-0.0393985395161103	-0.0139460330923303	0.0110211354443952	-0.0144269069240608	0.0493773156325289	0.0446026824552017	0.024569979478513	-0.043127287174941	-0.00249738517834109	-0.000664935095182308	0.015191761606011	-0.00501507028563808	0.00862960113342226	0.0788015136801647	-0.0179830532829214	-0.0177391064851914	0.0262044979583401	0.0038395303926471	0.0307052381649259	-0.0217253851597666	-0.0542725038908777	0.0122331197646899	0.0230481570519778	0.0131367640776239	0.0118214911316387	-0.0399130390421516	0.0599389556973841	0.0387155502766307	-0.0324149079233875	-0.0147741238033861	0.0168648166786147	-0.0230116310993928	-0.00069220007106062	0.0132459546408372
HR1405	-0.00377819539738727	-0.00977655489391316	0.0264177584230966	0.0041480776821845	-0.00249939278287107	0.0225921115288125	-0.0231406618226052	-0.0114049759870855	0.0430843777930021	-0.0219845361355074	0.0155714603256808	-0.0258915292072038	0.00114982446760097	-0.0292792333774638	0.00497372684216212	-0.0347243538497814	-0.0233205766401849	-0.0133783319434117	-0.0137245743219575	0.0123074268397541	-0.0141797941289208	-0.000454943408651384	-0.026489738904338	0.02263944863284	-0.0115722701459262	-0.0139278221405818	0.00217615458829861	-0.0161981177272803	0.0538244522791706	0.0052638698981117	0.0033519215697175	-0.0124655793278523	-0.0183926333796584	-0.0197585089129712	-0.0203118677166645	-0.013645069504679	0.00173080735632561	0.00781059823218853	-0.00445802130718137	-0.0208470613065912	0.032395135293957	0.00174484720296425
HR1424	0.0255088708275757	0.0405142534725456	-0.014324646017968	-0.00781948240484054	-0.00145927160437406	-0.0127549178735052	0.0486096198627831	0.0099978802088987	-0.0555906508200647	0.0697887618390034	-0.0366635586549859	-0.01181811242155	0.0199650614555466	-0.0211548888709628	-0.0405066291658508	-0.0250729577299657	0.0638669238127306	0.0542132003481935	0.034148304817415	0.00371464810221045	0.0293997805946631	0.0145138279885782	0.0732043224816628	-0.00773806819150711	0.0318639023109095	0.0367672324200139	-0.00502776227701597	0.0448986075404931	-0.0545643044001405	-0.0304477404023324	-0.0482725970885612	0.0476954781880642	0.0332434118114932	0.0598386442251688	-0.00237743428875277	-0.0432171425988297	0.0240806009896078	-0.0202590002684599	0.0163178300271072	-0.0330118166671987	-0.0552658928970588	-0.0150114745913021
HR5275	0.0861461649569666	-0.0115446800330474	-0.125647255987025	-0.0328781204662407	0.0421289274081619	-0.0481106241846296	0.0878651550712843	0.0821698604422925	-0.104577780049362	-0.0338821246819106	-0.0135333678780934	-0.00203471748700554	0.162587737765739	0.102216649113495	0.00791564098054012	-0.01097580986413	0.0272826007553667	0.00424984929452579	0.128455578360785	-0.0335974281349284	0.0185643639715101	0.070196207598295	0.00209696294662	-0.0577242836681339	0.154182847624188	0.0528964571000148	0.1248520724527	-0.0169332308321475	-0.0511698940434597	0.0176720668007909	-0.0439772371359149	0.0639875840010162	0.105367949472045	-0.00169077267683179	0.0932274341921235	-0.0364604223503019	-0.0647195552972956	-0.0289990146562579	0.0935079301112041	-0.0189595903605107	-0.0432323790068069	0.0471666095847629
