wellID	raw_reads	filt_reads	filt_UMI	mapped_reads	pct_mapped_reads	reads_in_gene	pct_reads_in_gene	genes_detected	UMI_in_gene	MT_reads	pct_MT_reads	UMI_in_gene_per_mapped_reads
97570.2.14.18	705989	676820	23833	583841	82.6994872279883	530783	75.1840100846974	5855	18318	83021	11.7594702205445	3.13749805169558
97570.2.14.23	2937195	2867598	97942	2634475	89.6921342226523	2187572	74.4770819220786	11721	59936	225924	7.69174538611736	2.27506429174693
97570.2.14.26	353317	344194	12929	314829	89.1027907946566	282180	79.8621880581163	3307	8241	24105	6.82218883846249	2.61761146527162
97570.2.14.30	497653	482313	18497	413930	83.1746070557833	370488	74.4452548364621	4192	12060	65912	13.2439887421727	2.91353610513855
97570.2.14.31	1222842	1187525	43008	1074400	87.861262759799	917958	75.0678988115043	7257	25963	104106	8.51341204388234	2.41651154132539
97570.2.14.36	1111451	1072506	40875	963372	86.6725658792802	833511	74.9882495538487	7541	26106	124250	11.1785034192122	2.70985662859207
97570.2.14.37	438771	424859	18704	370487	84.4356955973397	327643	74.6709730231213	4338	11367	56641	12.9090292992523	3.06812384780033
97570.2.14.38	181682	174301	7495	148820	81.913057999066	133320	73.381727406782	2133	4673	19620	10.7991257824833	3.14003494154012
97570.2.14.40	466633	452808	17158	402432	86.2408259048538	359877	77.1214703452851	3768	10567	88950	19.0621924531308	2.62578522582697
97570.2.14.48	267387	257850	11220	222608	83.2525609515656	202786	75.8391467999502	2974	7147	28105	10.5110467974729	3.21057643930137
97570.2.14.53	352994	342422	12636	296513	84.0003321417514	262133	74.2607295131609	3124	8257	69016	19.5514173701341	2.78470083942357
97570.2.14.54	310194	300776	11634	267262	86.1613777521291	239803	77.3094128062492	2974	7369	34730	11.1964103349641	2.75721950744962
97570.2.14.5	662957	645178	22810	566880	85.5091297793157	513693	77.486407168262	4656	15114	151384	22.8342275403105	2.66617273497036
97570.2.14.64	510515	494763	17914	430244	84.2760028243134	393887	77.1544616789868	3742	11595	134549	26.3551515420587	2.69498238209016
97570.2.14.65	381121	367850	13013	316842	83.1362176008169	284731	74.7111141397611	3609	9236	51001	13.3815822443153	2.91501757974006
97570.2.14.66	619295	596534	26499	519459	83.8800155198802	452019	72.9901692293741	5704	16055	56452	9.1156343489291	3.09071553289095
97570.2.14.68	375269	361375	14832	315023	83.9470177588121	287755	76.6806947918	3625	9190	38930	10.3742999293597	2.91724731210102
97570.2.15.10	310203	301200	11392	265100	85.4607582561752	242201	78.0788562865399	2915	7342	42183	13.5986247472233	2.76952093549604
97570.2.15.12	962870	942826	32657	854372	88.7308719408326	744194	77.2882189763468	5224	19309	160929	16.7134015800496	2.2600225662826
97570.2.15.13	384348	370944	14350	325002	84.5546311207775	290288	75.5216676918902	3652	9307	52453	13.6458829000627	2.86367468507886
97570.2.15.15	485587	472395	16501	414287	85.317647316845	368182	75.8232778595661	3834	10864	69996	14.4149074920759	2.62233668929993
97570.2.15.19	584966	565984	20730	488724	83.5498969854334	433130	74.0460985182063	4553	13048	81906	14.002271563711	2.66980954485558
97570.2.15.23	768049	740785	25912	645649	84.0656462638802	574996	74.8665567367516	5765	17821	67952	8.84745438620138	2.76016845065972
97570.2.15.38	895443	866654	32016	771218	86.1288445048383	667481	74.5438414443002	6522	20192	82954	9.26385141494914	2.61819615206077
97570.2.15.39	576630	560858	20574	506362	87.8156450553648	445535	77.2669057942186	4403	12574	65076	11.2855684864575	2.48320371591865
97570.2.15.40	528913	514331	19848	448975	84.886876977159	394268	74.5434852163846	4445	12265	52569	9.93916659112966	2.73177793863801
97570.2.15.41	847270	823385	28212	747287	88.1961526300326	665722	78.5691967512372	5829	18241	79491	9.38154104097945	2.44096311055859
97570.2.15.53	180999	173389	7502	147376	81.4251543854289	127577	70.48610960991	2544	5121	3212	1.77496661587074	3.47478558245576
97570.2.15.5	987278	960102	31343	855382	86.6411065187573	734136	74.360201937861	6218	20244	87580	8.87074407310971	2.36666191245549
97570.2.15.63	513666	495949	22996	430971	83.8978383014626	379528	73.8829956788897	5185	14163	82972	16.1521896610248	3.28630000626492
97570.2.15.71	2614853	2526802	83048	2258166	86.3605824966769	2011578	76.9302532528623	10860	54695	469489	17.954816540548	2.42209828683985
97570.2.16.0	520382	505392	18671	438023	84.1746121755348	390246	74.9934545946329	4248	12388	91111	17.5085748169229	2.8281619914936
97570.2.16.13	435840	419188	16187	360467	82.7089215188275	323038	74.1213049808211	4080	10816	33774	7.74942841070514	3.00055206163116
97570.2.16.31	294916	281850	13381	238714	80.9449579534929	209282	70.9651896240263	3584	8309	44126	14.9622400443697	3.48073426778488
97570.2.16.3	198100	188959	7974	154706	78.1003725071686	135848	68.5819560436901	2610	5397	11346	5.72842801260142	3.48855248018823
97570.2.16.40	467001	452549	17565	393716	84.3052201205541	353138	75.6167923550793	3777	10970	81450	17.4402493006457	2.78627233843684
97570.2.16.42	598474	572616	30448	463599	77.4665436133551	409862	68.4869976054309	5751	15952	106405	17.7799593780851	3.4409047474218
97570.2.16.49	234335	227681	9240	195928	83.6061890033858	173652	74.0991877889078	2484	5693	33038	14.0988990634542	2.90565922175493
97570.2.16.52	213978	203871	10235	168476	78.7317949201118	151827	70.9511257095933	3139	6772	45389	21.2122475088738	4.01956361736983
97570.2.16.58	312765	299940	12071	262369	83.8843557371264	239716	76.641003519614	3336	8298	40370	12.9072063848762	3.16272120563024
97570.2.16.67	1034990	996923	40004	898950	86.8540146505325	790408	76.3666916075444	7327	24866	96407	9.31471864209025	2.76611602425051
97570.2.16.6	384225	371895	14418	314885	81.9542832990876	286836	74.6541462572983	3762	9596	55464	14.4354004019545	3.04746177175794
97570.2.16.9	700553	676307	24279	605288	86.4022693107798	538057	76.8054734594648	5434	15654	44358	6.33190989899886	2.58620689655172
97570.2.17.0	1245604	1209037	40822	1093174	87.7622162054267	934721	75.0411154399746	7232	25820	127717	10.2534374818993	2.36192957388302
97570.2.17.13	242480	233179	10235	203834	84.0636631582004	183529	75.6899260651421	2942	6725	52062	21.4704745081002	3.29925331397117
97570.2.17.17	385706	373628	13210	326641	84.6855755691983	292781	75.9068875641697	3468	8786	25333	6.56784720763653	2.689803178413
97570.2.17.19	1132269	1108103	36127	1009314	89.1409453034074	888791	78.4965441145101	6033	21934	130199	11.49883343891	2.17315919525539
97570.2.17.21	528667	514454	20973	456874	86.4186654417361	404985	76.6034797713694	4548	12969	85102	16.0974840610717	2.83863822410555
97570.2.17.35	480129	468324	17771	418004	87.0623582446676	385331	80.2572286998926	3774	11065	74124	15.4382973142179	2.6471038554655
97570.2.17.38	769728	741296	27794	658619	85.5663508293313	586040	76.1371873382207	5992	17877	61522	7.992798975661	2.71431586395169
97570.2.17.39	1388687	1345138	47398	1196886	86.1892532905659	1027283	73.9759490744851	8232	30276	109628	7.89441246774016	2.52956421914869
97570.2.17.40	454007	436642	17287	378496	83.3652399271129	335362	73.8642166429762	4328	11519	46821	10.3126009776304	3.0433610923233
97570.2.17.41	675414	655062	24046	572467	84.7567139458537	512610	75.8944719446927	5271	16363	110546	16.3670255521487	2.85833069853808
97570.2.17.43	531928	515577	20346	442263	83.1422357398268	382530	71.9126277812259	4502	12831	83739	15.7421921031762	2.9012148879739
97570.2.17.52	590327	573103	20320	515649	87.3492846703064	445904	75.5346493514967	4742	13007	61032	10.3385834270426	2.52245228828137
97570.2.17.68	535777	518374	17831	464301	86.6578021519829	408773	76.2937617695593	4038	11565	80929	15.1050851134167	2.4908410707709
97570.2.17.7	1033347	1002430	34471	899731	87.0703037392792	799899	77.409203414981	6710	22758	120612	11.6720124458049	2.52942268300192
97570.2.45.0	2357699	2293503	74282	2039733	86.5124741202949	1828874	77.5690274207472	10260	49389	235182	9.97482377311425	2.42134632326878
97570.2.45.11	768785	749490	25712	651563	84.7510531831443	587554	76.425258416551	5046	17067	146497	19.0552121889945	2.61939367336697
97570.2.45.15	396630	382556	15088	328012	82.7011595162273	289587	73.0130554418055	3812	9692	30731	7.74807944008051	2.95476994744095
97570.2.45.16	1157253	1119656	39594	1011909	87.4401005994142	891476	77.0331544698745	7372	25517	99156	8.56823039980414	2.52166943865506
97570.2.45.31	319937	311924	12910	276374	86.3846120752414	246903	77.1730898119452	3061	7635	27806	8.69095033455634	2.7625608776513
97570.2.45.35	834041	813759	32002	724565	86.8710571378231	645195	77.3550469586298	5392	18790	99212	11.8961575545311	2.59328010599463
97570.2.45.37	452614	435447	18664	376496	83.1838164660989	339698	75.05372197474	4538	11685	39739	8.77993129850969	3.10361863074242
97570.2.45.41	640559	624078	22413	567920	88.6555169943835	494161	77.1404949254033	4678	14232	64793	10.1142779789151	2.50598675869841
97570.2.45.54	429728	418654	17239	363161	84.5056511963661	328564	76.4544402082592	3512	10325	64320	14.9681983187926	2.84309163153532
97570.2.45.56	618301	602377	23385	532740	86.1596876211887	470263	76.0550994496791	4545	13815	91985	14.8778175949511	2.59319743214326
97570.2.45.58	349565	339663	13594	302549	86.5491448365389	273016	78.100555062149	3111	8268	60400	17.2785792668268	2.73278047522881
97570.2.45.71	853985	827537	34121	712893	83.4789282771819	640595	75.0130906553811	6285	20678	169276	19.8224558428792	2.90057554219217
97570.2.46.10	796621	771330	27825	686063	86.1232576136427	608221	76.3514050563165	5620	17826	91589	11.49712054679	2.59830365432912
97570.2.46.14	1305092	1263562	44713	1130157	86.5917486045218	979989	75.0857360498395	8406	30005	100936	7.73368223765102	2.65494086219879
97570.2.46.18	1006733	974144	33178	845393	83.9762757098454	757094	75.2053471163717	6522	22711	85052	8.44854285093482	2.68644287331454
97570.2.46.27	577049	564353	20230	505554	87.6088330553081	453821	78.6436863316159	4046	12471	66000	11.4372981619189	2.46679879894136
97570.2.46.28	390105	379079	14290	331977	85.098555594481	300930	77.1398441908746	3503	9168	55322	14.1813194055889	2.76163710136546
97570.2.46.29	942530	917933	33695	831814	88.2494289318756	716661	76.0315514147195	6238	20272	79896	8.47678178327717	2.43708329025479
97570.2.46.2	2110996	2042342	66924	1824033	86.4068916880077	1585217	75.0938284983957	10525	45598	184421	8.73623467998837	2.49984512341608
97570.2.46.37	233776	224030	10544	183788	78.6198201476576	165056	70.6072896560412	2809	6262	11053	4.72792575899985	3.40718654101465
97570.2.46.3	745774	723645	26158	621802	83.3769316827056	557368	74.736876838229	5108	17689	172184	23.0878074881053	2.84479625346975
97570.2.46.4	689598	661845	28957	555418	80.5424110859928	504555	73.1666215524286	5859	18552	178350	25.862662637321	3.3401870303087
97570.2.46.52	365625	355455	13623	305186	83.4690319684238	271801	74.3377869267671	3421	8668	46787	12.7966755131818	2.84023513529454
97570.2.46.56	678919	666957	23849	609736	89.8054037525777	521723	76.8422763669504	4538	13775	64883	9.55785225948782	2.25917446239028
97570.2.46.68	793874	771211	27450	676862	85.2612323845505	620445	78.1547194012201	5374	18016	191290	24.0960079281066	2.66169470290842
97570.2.46.71	5081314	4945853	166395	4409274	86.7734099879805	3767854	74.1503125048614	14810	106234	595699	11.7232200379728	2.40933087850744
97570.2.47.10	838515	812701	31546	727423	86.7479966157892	649691	77.4779188104976	6222	19412	70527	8.41088765690828	2.66859860081411
97570.2.47.14	1086358	1052461	35105	935967	86.1547955745059	828553	76.2673115763915	7040	23588	76071	7.0022734938736	2.5201743223853
97570.2.47.18	1301127	1259795	44021	1131593	86.9724357946343	1007074	77.4022341757923	7675	27219	133388	10.2514381089884	2.40537012865933
97570.2.47.1	1649791	1610962	59722	1450519	87.9163722253638	1280071	77.5848521512738	8446	35947	163665	9.92013934918688	2.4782164177098
97570.2.47.22	1724053	1695226	66556	1543926	89.5512739468254	1277828	74.116774841156	8698	37273	205783	11.9361164619545	2.41417010918917
97570.2.47.25	622863	605206	23786	509768	81.84404945228	463620	74.4349590849326	4681	14503	77821	12.4943675169773	2.84501969523391
97570.2.47.34	1016788	993551	35046	896537	88.1723129338213	771881	75.9124591198932	5744	21122	146403	14.398597289656	2.35595407663041
97570.2.47.3	2079603	2032192	64568	1839723	88.4628435418984	1645801	79.137977409118	8927	41360	247393	11.8964978137841	2.24816453346509
97570.2.47.46	326930	317821	12629	279318	85.4363028617271	247294	75.6410688513669	2965	7735	46657	14.2712867037295	2.76924508982593
97570.2.47.52	448322	435775	15992	383662	85.5722140625372	339049	75.6208953144293	3782	10014	43056	9.60325494008854	2.61010994052056
97570.2.47.56	662756	644957	23770	553485	83.5129231715221	499276	75.3336010869361	5062	15568	79719	12.0283920838873	2.81272301869066
97570.2.47.57	632508	613988	23360	534898	84.5678833607696	470340	74.3609688029798	4881	13975	48312	7.63814774321077	2.61264764497156
97570.2.47.59	1063302	1044920	35814	960562	90.3363003246697	821269	77.2362813437618	5558	20516	102117	9.60409927612329	2.13583298110898
97570.2.47.5	1462203	1425413	43023	1247936	85.3465756774503	1127706	77.123959327607	7091	28436	229804	15.716271064655	2.2786424944869
97570.2.47.63	241190	231647	12017	194826	80.7785041815368	177426	73.5642830504173	3144	7349	44995	18.6560368389509	3.77208380811596
97570.2.47.65	797629	769984	29621	650745	81.584046623781	576089	72.2241762236167	6253	19753	72234	9.05602386091706	3.03544399111787
97570.2.47.71	1348594	1304522	59787	1154580	85.611510366401	1007232	74.6854394478116	8916	35235	248825	18.4504344236324	3.05175908122434
97570.2.48.0	1548970	1508234	54185	1322092	85.350245266248	1182721	76.3526893560026	8201	34862	300490	19.3995539597534	2.636881548334
97570.2.48.12	2515665	2421257	80586	2140366	85.0821080331279	1799648	71.538253395199	11800	54476	196195	7.79891503087473	2.54517218083262
97570.2.48.14	434671	420031	16986	367711	84.5980867544887	330816	76.1097668996985	4024	10876	54592	12.5588910303224	2.9577575868005
97570.2.48.23	849497	825374	33873	725822	85.4400163757247	654934	77.0953343803241	6284	19984	119869	14.1104043963948	2.75329212947527
97570.2.48.26	1294196	1257931	47726	1116078	86.2378501596823	965066	74.5695314089414	7864	28515	87504	6.76118205656083	2.5549289565783
97570.2.48.31	526175	509833	18916	437224	83.0962070152536	393951	74.8722992635786	4376	13008	59468	11.3022037581027	2.97513402740929
97570.2.48.37	1007473	984810	33740	912368	90.5593205451006	761900	75.6237224166083	5819	19492	85549	8.49154245148038	2.1364186380934
97570.2.48.40	930693	906926	31467	832921	89.4952092215381	724250	77.8186469048166	5873	19495	78800	8.46687407879007	2.34055810815191
97570.2.48.42	1579273	1537537	54546	1385489	87.728744339533	1185158	75.0436376111811	8513	33937	122996	7.78814378585832	2.44946008232472
97570.2.48.45	673899	652833	23562	567235	84.1736347279986	506013	75.0894290804843	5261	15589	79254	11.7608131744228	2.74824367325712
97570.2.48.49	730434	710017	26367	633181	86.6828498664625	564367	77.2621041426653	5225	16335	84645	11.5882373127096	2.57983104357206
97570.2.48.4	1247960	1211725	40231	1052835	84.3661611070855	947944	75.9611729187491	6813	26988	240358	19.2600877857329	2.56336462978529
97570.2.48.54	529839	514831	19457	460076	86.8351795098961	420293	79.3266278371689	4209	11918	36898	6.96397976582331	2.59044157921735
97570.2.48.63	686999	666941	22759	605691	88.1673871406922	541473	78.8201064121459	5023	14711	53512	7.78938939697322	2.4287962013634
97570.2.48.66	2403307	2331753	76750	2124342	88.3924369386577	1756055	73.0682467141372	10831	47180	168812	7.02410249508209	2.22092299639135
97570.2.48.68	1101146	1072042	38487	914140	83.0180298461949	823783	74.8122897312105	6483	23757	155764	14.1458382546423	2.59883606449778
97570.2.48.6	1414079	1369132	44023	1157743	81.8749295688082	1037554	73.3757311095525	7894	30781	158948	11.2404385907453	2.65870750244225
97570.2.48.7	1124886	1086212	36430	930256	82.6941543972009	837815	74.4760878287087	7066	26386	134501	11.9561112915523	2.83642352212724
97570.2.49.10	5359746	5202965	176573	4710681	87.8875645691499	4090577	76.3179564905338	15635	115193	480450	8.96378587242647	2.44535768819837
97570.2.49.18	1618138	1570281	53634	1392587	86.063104663714	1237464	76.476753792754	8613	34067	152939	9.45159956289809	2.44631035619319
97570.2.49.19	2641299	2560783	82027	2278372	86.260800973581	1998177	75.6524975303456	11548	56458	343219	12.9944551622182	2.47799744730009
97570.2.49.20	325494	311563	14868	255119	78.3775104723423	227171	69.7911724760029	3945	9289	37488	11.5168119285744	3.64104594326569
97570.2.49.24	1198727	1173217	42770	1045797	87.2392870359955	908769	75.8078705936381	6711	25247	169585	14.1464722654136	2.41413964660446
97570.2.49.28	3215155	3131667	113624	2820217	87.7147180833082	2363219	73.5008574931189	12157	67129	189875	5.90556852203137	2.38027782968474
97570.2.49.30	801914	779054	28752	685875	85.5286299144901	607461	75.7503211584738	5292	17592	115746	14.4332137682432	2.5648988518316
97570.2.49.31	602342	579300	28553	497847	82.6521076958489	442674	73.4924157520656	5505	15750	85652	14.2198869116113	3.16362255873793
97570.2.49.32	1028316	1002118	34992	901834	87.701075624656	806108	78.392363334178	6219	21616	78053	7.59028656152117	2.39689344158681
97570.2.49.36	724046	705223	27492	595845	82.2945150738228	536706	74.126678170511	4980	16412	112822	15.5819046138596	2.75440760600492
97570.2.49.4	1231201	1194857	40727	1062596	86.3049963384413	958717	77.8677139581879	6970	27042	161711	13.1343687661856	2.54489947261236
97570.2.49.53	712789	689552	27762	604386	84.79310032965	534700	75.0166224671636	5378	16390	80177	11.2481870014655	2.71184309365207
97570.2.49.58	1203511	1182330	42133	1084052	90.0737515511276	881648	73.2560158214979	6207	22689	85300	7.08759279038087	2.0929807795198
97570.2.49.59	478049	460353	22412	384417	80.414970125282	329056	68.8343981817808	5094	12944	76975	16.1018442856562	3.36717678978817
97570.2.49.67	630768	608920	21809	518163	82.1490508010616	467361	74.0949120941198	4906	14524	111045	17.604729181315	2.80297898537719
97570.2.49.68	1109261	1083848	38018	970310	87.4702624735214	854117	76.9951830792019	6291	23594	164579	14.8360576932357	2.43159402665128
97570.2.49.8	2881840	2798700	89868	2507204	87.0005587353141	2166236	75.1688289851662	11435	57954	235441	8.16979590610651	2.31149918395153
97570.2.50.12	1923733	1861951	67950	1653009	85.9279524829617	1452865	75.5240051622903	10464	44324	220052	11.4388159662111	2.68141310785362
97570.2.50.14	1010639	979741	35552	850535	84.1587302591798	758426	75.0447727926795	6359	21911	144602	14.3081971231585	2.5761432510126
97570.2.50.16	946123	922539	30166	827084	87.4152527864872	751699	79.4475169583392	5536	19863	186095	19.6690251832116	2.40156985263891
97570.2.50.38	1111953	1082099	40464	959742	86.3091580745446	854109	76.8091272040989	6640	24372	114015	10.253656628648	2.53943247247698
97570.2.50.49	796318	776908	31612	685642	86.0987293961943	626093	78.6211283090073	5478	19653	142279	17.8677418358484	2.86636466260818
97570.2.50.54	1069273	1041470	48998	932537	87.2138462009953	796768	74.5163416190227	7871	27935	170941	15.9866667436534	2.99559159582944
97570.2.50.55	1815855	1752118	63363	1502181	82.7211527619369	1345027	74.0665447996327	9631	41258	197477	10.8751281555048	2.74653986437054
97570.2.50.5	3652695	3539069	115966	3147772	86.1726055226343	2665296	72.9641516713302	13433	77066	292896	8.01831198537436	2.4482713487508
97570.2.50.60	1859841	1807084	63408	1640317	88.1945498065543	1410206	75.8218426013291	9740	39742	98802	5.31229537791996	2.42282436870434
97570.2.50.61	387103	376321	14560	329033	84.9996052659367	294623	76.1107917944771	3446	8849	37225	9.61592880201699	2.68939589646023
97570.2.50.65	768489	749959	24750	679255	88.3868989072174	602037	78.3389318498161	4962	15981	109603	14.2625734766772	2.35272467629977
97570.2.50.66	681160	660851	25753	580399	85.2084878756202	519722	76.3007383594558	5195	15948	123532	18.1356553011821	2.74776489966385
97570.2.50.67	989891	958433	34797	841956	85.0559156654996	743188	75.0783134408014	6612	22488	118217	11.9426307636406	2.6709234211764
97570.2.51.15	297397	288590	15065	248892	83.6880088483881	208549	70.1228993449537	4033	9100	54740	18.4058755174156	3.65620429744628
97570.2.51.19	795424	774603	25817	677662	85.1958991446667	605350	76.1050119987892	4924	16669	148400	18.656787497247	2.4597808346934
97570.2.51.1	990185	959769	35054	825935	83.4079455819557	709130	71.6123002983654	6685	23881	202510	20.4507386842653	2.89138975827396
97570.2.51.32	803211	778888	28668	666174	82.9356374518728	595639	74.1536361988113	5577	18102	115178	14.3396480927857	2.71730809067901
97570.2.51.34	615008	598720	22485	524852	85.3410643425476	475216	77.270187820178	4522	14494	133697	21.7390255729584	2.76154039614977
97570.2.51.37	1644384	1593182	56245	1425464	86.6837237071883	1220466	74.2174811987436	9103	35730	142170	8.64536167876685	2.50655225245955
97570.2.51.38	399486	385509	16398	337204	84.4061339057616	302358	75.6835069051484	3900	10115	40943	10.2485462865583	2.9996678568463
97570.2.51.3	2738215	2679822	88098	2457614	89.752476360219	2085160	76.1504213804692	10907	53629	212244	7.7511955662011	2.18215716544583
97570.2.51.40	902181	877401	30100	779590	86.4087177147964	692432	76.7480201907291	5891	19147	84620	9.37903726159588	2.45603458228043
97570.2.51.41	1169576	1128080	41009	987552	84.4359095331263	888263	75.9464830155887	7641	27480	150834	12.8964472713228	2.78263828132595
97570.2.51.43	2041399	1974379	69109	1789277	87.6503675666198	1530517	74.9746858541131	10329	44383	113067	5.5386562508439	2.4804991066224
97570.2.51.52	1080178	1061142	35181	975836	90.3371989908491	818563	75.7775846953684	5584	20164	129416	11.9811654845124	2.06633081788333
97570.2.51.53	506826	490182	22078	430907	85.0223255007769	379449	74.8693840971357	5159	13498	51441	10.1498146584684	3.13246245709631
97570.2.51.54	116637	114222	4000	101200	86.7612307277992	92045	78.9144834796385	1035	2471	14373	12.3245922065207	2.44169960474308
97570.2.51.57	514433	501106	19402	442915	86.0965630719224	400596	77.8701744684576	4040	11984	96112	18.6828210894582	2.70571102807536
97570.2.51.59	801208	781304	27635	689888	86.105558343441	610781	76.2319921212614	5445	17234	92659	11.5649274817533	2.49808664594833
97570.2.51.62	1657443	1606233	57625	1437395	86.7231203613588	1236976	74.6312325284124	9227	36342	160126	9.66096272085475	2.52832380799989
97570.2.51.66	906787	877513	28797	776904	85.6770741658325	690176	76.1127306913078	6269	19791	101529	11.1967301494274	2.54741898612956
97570.2.51.67	542062	523751	23512	454520	83.8468914498858	410224	75.67524276799	5068	14686	146076	26.9476282997677	3.23110094165273
97570.2.51.71	864849	839717	30123	729621	84.3652359594078	645372	74.6236414800063	5886	19470	135099	15.6212292356211	2.66850871891023
97570.2.52.12	454359	434686	17380	360531	79.3528135822265	323269	71.1526445082322	4599	12026	18548	4.08194264751138	3.33563549320308
97570.2.52.16	1348922	1310703	45324	1151575	85.3675913727864	1038785	77.0062221609252	7483	30329	243855	18.0777514107529	2.63369732757311
97570.2.52.19	580952	557186	27339	485450	83.5571616595685	429435	73.915726416494	5820	16263	56408	9.70934351881608	3.35008754763621
97570.2.52.21	567816	552064	20736	472205	83.1641934489078	422016	74.3250230577314	4272	12798	88032	15.504202470011	2.71026355078832
97570.2.52.22	1823823	1787628	62207	1646018	90.2514238432638	1403785	76.9698691029406	8306	35766	248343	13.6165820447878	2.17288024796813
97570.2.52.24	647983	625576	24563	533537	82.3378080941814	473622	73.0912765786316	5257	15327	55124	8.50684572244291	2.8727154817754
97570.2.52.26	735032	716820	25189	639113	86.9500125815223	569149	77.4315271897625	5133	15452	63484	8.63687858591519	2.41772581687432
97570.2.52.28	3493097	3422581	112994	3165514	90.6200441202362	2690538	77.0224537423686	11921	67596	232825	6.66534245615804	2.13538780747771
97570.2.52.31	948431	920660	34012	820071	86.4613648254179	729742	76.9374658521973	6123	20956	107217	11.3038385276845	2.55538849684966
97570.2.52.33	560724	545558	19989	484506	86.4060228720279	424351	75.6779169560413	4270	11954	63946	11.4042354127307	2.46725530746781
97570.2.52.37	583404	567670	22538	490759	84.1211227870934	446219	76.4867633962112	4380	13302	84856	14.5451732660454	2.71049537553056
97570.2.52.38	525522	509563	20518	437073	83.1706937060899	395633	75.2850291736467	4545	12836	84199	16.022251890187	2.93680918290537
97570.2.52.42	747706	728447	24778	649758	86.8998411870401	575069	76.9108755720762	5248	16075	96440	12.8980963324559	2.47399801156738
97570.2.52.44	2567674	2497277	85207	2273228	88.5335979451161	1899243	73.9682501949185	10763	51225	161605	6.29369772287197	2.25340353013424
97570.2.52.49	524191	511004	20196	442939	84.500612417648	393059	74.9850358736827	4121	11982	74734	14.257748482781	2.70511289364901
97570.2.52.4	1391524	1340116	45991	1129791	81.1915556904738	1013794	72.8556726599925	8602	34168	90671	6.51625642155797	3.02427617143348
97570.2.52.51	1203150	1170294	42535	1050854	87.343573559708	935901	77.7892560262627	7184	26452	127172	10.5699501944339	2.5171907800703
97570.2.52.53	389259	375611	16048	313872	80.63617979703	285067	73.2364022898042	4202	10451	63012	16.1893465144571	3.32970127950247
97570.2.52.55	1459211	1396006	53144	1228481	84.1850050408317	1073033	73.5320560654395	8926	33635	150065	10.2837920722838	2.73793408282261
97570.2.52.58	757220	734468	27170	662970	87.5485275800005	587717	77.6110456037012	5686	17210	69477	9.17479623381374	2.5958942335249
97570.2.52.59	601936	582143	22395	499569	82.9889529241284	450733	74.8756981200721	4812	14407	72336	12.0159062953436	2.88388590965412
97570.2.52.61	365767	351395	17639	295824	80.8797343700986	266662	72.9069420580769	4427	11005	62646	17.1274482527226	3.72011736708313
97570.2.52.64	1208396	1174366	42348	1051707	87.0283364822982	926632	76.6773335263877	7106	26021	102632	8.49299545618303	2.47416818562584
97570.2.52.65	1677064	1619468	55156	1406126	83.8427067601183	1259921	75.1245747231028	9311	39061	175984	10.4934012861696	2.77791606157627
97570.2.52.71	3192302	3101744	99728	2773388	86.8771698705049	2422490	75.8851225624137	12369	66127	292614	9.1662327640337	2.38434002022076
97570.2.53.13	3368716	3273184	108087	2955894	87.7461365444917	2543652	75.5086894903699	12415	68404	218670	6.49120206509535	2.3141560556637
97570.2.53.15	1044332	1011904	36756	863915	82.7266246620641	778880	74.5842154399119	6731	24061	140668	13.4697546094529	2.78511196124619
97570.2.53.16	324844	310059	12858	259851	79.995106091879	227703	70.0983007514133	3745	8677	7306	2.24934442138891	3.33922132298894
97570.2.53.1	998720	967235	35023	831266	83.2334616557137	740039	74.0990096086917	6604	22975	150685	15.0878584500515	2.76385657539223
97570.2.53.22	1039853	1012566	38004	879035	84.5316134238708	789540	75.9248587998988	6416	23317	157198	15.1171097347321	2.65256787272407
97570.2.53.30	2051209	1995542	66838	1783255	86.9382942157339	1553372	75.7310226902852	9801	43437	242228	11.8088959587272	2.43582662042164
97570.2.53.35	891354	869934	31427	776576	87.1215226790702	700215	78.5548734212166	5588	19663	129380	14.5144671217882	2.53201232075161
97570.2.53.36	929615	899190	40457	784860	84.4282136093228	693559	74.6066651666409	6684	22250	107454	11.5588882981004	2.83490049180746
97570.2.53.47	996001	964772	35808	850631	85.4055908966791	762597	76.5670451666548	6618	22803	135291	13.5835027313243	2.6807158450609
97570.2.53.49	1637313	1590783	57558	1423562	86.94025542538	1227032	74.9367598571889	8888	35346	130680	7.98095313832147	2.48292663052259
97570.2.53.56	1022036	995094	37236	901727	88.2279252974578	771093	75.4464177783346	6785	22998	88506	8.65981800873763	2.55043932365339
97570.2.53.64	608163	590640	22800	517442	85.0816074489438	460716	75.7542270707468	4579	13978	80662	13.2629917698999	2.7013655636767
97570.2.53.65	1016594	988113	33416	856574	84.2599638627295	758343	74.5973263549846	6232	21383	96775	9.51958306023741	2.49634007102714
97570.2.53.6	1007685	977618	40288	851052	84.4532027822321	751461	74.5700168961781	7262	24674	149643	14.8494581402641	2.89923529937066
97570.2.9.14	449894	437780	16243	390135	86.7161616745094	344396	76.5491276311672	3648	9686	19404	4.3130422023567	2.48273033693465
97570.2.9.19	265345	253843	10105	208694	78.6516038632146	180221	67.9211105522192	3131	6998	17927	6.75642006979299	3.35323487977613
97570.2.9.24	279764	270354	11401	237870	85.0212644690464	213705	76.3838637677979	2815	7064	34868	12.4627866334069	2.96968932610249
97570.2.9.26	569856	555616	19926	509034	89.3270035000621	429913	75.4426049511605	3972	11548	62371	10.9450470165888	2.26861074112928
