wellID	raw_reads	filt_reads	filt_UMI	mapped_reads	pct_mapped_reads	reads_in_gene	pct_reads_in_gene	genes_detected	UMI_in_gene	MT_reads	pct_MT_reads	UMI_in_gene_per_mapped_reads
97570.2.9.28	423255	409370	15107	354371	83.7272501346041	319150	75.4062037682574	3818	10154	57434	13.5703189656521	2.86535862133188
97570.2.9.36	658163	637486	23746	568481	86.3704685035367	505897	76.8620072557945	5249	15424	52766	8.01715903088031	2.71319533986184
97570.2.9.46	439859	427378	15717	387915	88.1874414979879	348307	79.1830435928262	3793	10032	28436	6.46442668760209	2.58613356018715
97570.2.9.50	307411	295709	11347	249283	81.0921028683073	223400	72.6724249839786	3374	8124	27111	8.81948332141189	3.25894665901806
97570.2.9.52	1485133	1441409	52587	1306003	87.9379442709911	1104255	74.3535619428181	8526	32588	117383	7.90382821337889	2.49524694813105
97570.2.9.59	481953	460266	17004	404739	83.9773867771422	360097	74.7145915654222	4738	12260	39967	8.29258304539405	3.02911258860648
97570.2.9.67	1272443	1236076	43373	1107423	87.0309543476245	941967	74.0278998116736	7497	26914	104507	8.21300633325406	2.43032698435918
97570.2.9.69	530328	514648	19849	448408	84.5528746147184	397470	74.9477403750868	4675	12417	51482	9.70758526675356	2.76912989955576
97570.2.9.8	357041	345735	12573	298916	83.720847343792	269779	75.5601807666656	3272	8527	38204	10.6999671894394	2.85264087569752
97570.2.9.9	191814	183590	8270	153853	80.2118145519206	138013	71.9547422234273	2667	5460	12371	6.44977933199796	3.54884207652759
97570.3.18.13	541503	525614	18709	467410	86.3165715378136	422884	78.0939768090542	4561	12682	48863	9.0234526592779	2.7132496095505
97570.3.18.15	1529061	1483501	52482	1321655	86.4374635426171	1151491	75.3087439655645	8822	34450	85577	5.59661016875313	2.60658038595549
97570.3.18.19	747571	721315	23828	612956	81.9884065668036	549437	73.4912527218026	5961	18443	41482	5.54873574897711	3.00886197377952
97570.3.18.22	410735	397867	14541	343379	83.6027687104969	311161	75.7586875720931	3810	10140	55424	13.4933449916908	2.95300527988025
97570.3.18.28	524938	509868	18011	441410	84.0854963047191	398722	75.9525589872624	4218	12174	74107	14.1174191928775	2.75798010919553
97570.3.18.3	576209	556119	19940	464835	80.6721634944442	422892	73.393109475947	4901	14896	61635	10.6968595933797	3.20457796852647
97570.3.18.43	522551	506687	16746	434131	83.0795989063144	391568	74.9342001211375	4183	12165	81015	15.5038136489064	2.80214958157791
97570.3.18.45	551769	534755	21209	472640	85.6607508405666	418243	75.8019797276159	4773	13375	72704	13.1766813508178	2.82984935680433
97570.3.18.49	376932	363604	14193	302534	80.2595682711013	268921	71.3415319933232	3919	9899	33713	8.94398409823329	3.27202892897988
97570.3.18.4	538829	522927	18066	459640	85.3029983265945	415076	77.0324412072151	4320	12458	79480	14.7503233286486	2.71038203811679
97570.3.18.56	206000	196963	7620	167990	81.5510658657534	144696	70.2430423678923	2622	5382	3334	1.6182937633007	3.20376212869814
97570.3.18.61	237338	229424	9062	191222	80.5682929339607	167957	70.7654340724742	2718	6036	9233	3.89038643592087	3.15654056541611
97570.3.18.65	556779	538344	18875	460375	82.6865303333306	412754	74.1337150611049	4648	13731	96866	17.3977739362038	2.98256855824056
97570.3.18.8	608441	589710	19912	496343	81.5780158076562	450298	74.01021630409	4715	14804	64845	10.6580727816065	2.98261484497616
97570.3.19.24	640658	622720	22254	550325	85.901108940329	486880	75.9978205776425	4690	14243	72144	11.2610056003809	2.58810702766547
97570.3.19.26	547978	531681	18180	450916	82.2886195431169	405189	73.9440503579037	4384	13094	71015	12.9599268552971	2.90386679558942
97570.3.19.28	1120586	1089898	38106	985889	87.9787180564464	845416	75.4431414797261	7158	24319	71767	6.40450776883506	2.46670771253153
97570.3.19.29	871404	849884	28847	754404	86.5725805860213	678083	77.8142367607721	5655	19165	121590	13.9531450681222	2.54041601051956
97570.3.19.31	1511082	1486645	47871	1363304	90.2202725073592	1117693	73.9662303496151	7073	28220	156984	10.3888879597181	2.06997118764414
97570.3.19.42	459443	445037	15408	374850	81.5883372907898	332746	72.4241930959864	3799	10724	69051	15.0291436037997	2.8608776844071
97570.3.19.44	724292	705409	24626	636311	87.8533959898406	549911	75.924588327871	4976	15121	52606	7.26311987340722	2.37635370125615
97570.3.19.4	710884	689166	23286	600369	84.4566520563853	538756	75.789556250775	4998	16233	129166	18.170134414001	2.7038371401588
97570.3.19.51	280548	271542	9918	235422	83.9150129759969	212627	75.7900712306071	2758	6856	37956	13.5294165700779	2.91221720994639
97570.3.19.54	600711	581202	23160	515976	85.893219074218	455687	75.8567331778964	5176	14418	50511	8.40856248950806	2.79431601469836
97570.3.19.55	652187	629053	22311	543726	83.3720655353893	483102	74.0771516058673	5273	15505	41894	6.4237386232375	2.85162011748565
97570.3.19.57	558597	543512	19663	484112	86.6675444607197	425783	76.2251395628788	4461	12576	40277	7.21053026047736	2.59774597613775
97570.3.19.65	1489642	1460100	52695	1339996	89.9512579511801	1107144	74.3199224661409	7639	30332	141322	9.48661649395674	2.26358884653387
97570.3.19.71	843723	818216	25975	704788	83.5336641127491	635223	75.2885876572535	5789	19076	64912	7.69359253402951	2.70662951128566
97570.3.20.21	591652	573849	19667	487107	82.3288483026962	440108	74.385153512343	4796	14500	56960	9.62706808042058	2.97675869983392
97570.3.20.24	2057986	1996338	69113	1767842	85.8984097160883	1526057	74.1494418767172	10411	45727	124228	6.0360730808004	2.58659993370448
97570.3.20.29	767947	741816	25973	627109	81.6598712948589	558647	72.7447314193884	5997	19525	88268	11.4935318558693	3.11349382643209
97570.3.20.34	830943	802436	27025	682308	82.1143240102256	618712	74.4610420129731	6102	20579	95662	11.5126329632335	3.01608657673661
97570.3.20.3	1343784	1299251	43945	1145693	85.2607466870251	1019456	75.866585542091	8046	30091	137771	10.2523528575906	2.62644530428308
97570.3.20.43	799305	776550	28317	693442	86.7508681014745	619470	77.4967810465421	5638	17691	64500	8.06909482749281	2.55118668900932
97570.3.20.47	557346	541949	20840	471568	84.6047957346539	428707	76.9145572771922	4487	13836	89512	16.0583761493509	2.93404132595935
97570.3.20.5	605580	587414	20274	503116	83.0816648034613	452027	74.6453644766634	4522	13994	93637	15.462836005424	2.78146590448326
97570.3.20.62	286062	276143	10230	238362	83.3284383754879	210906	73.7305776101949	2960	7044	31947	11.1680087209436	2.95516902862033
97570.3.20.7	553828	536064	19834	469693	84.8088626370192	405842	73.2797198553454	4994	13627	12698	2.29268944175878	2.90125677836374
97570.3.21.11	2027659	1981497	64405	1811417	89.3350687560107	1545109	76.201313695787	9323	39552	145386	7.1702289985346	2.18348397966896
97570.3.21.17	631874	610789	21974	524252	82.9683066230253	474329	75.0676354800256	5148	15397	68948	10.9114853648046	2.93694635404348
97570.3.21.1	1384264	1344130	42262	1111300	80.282953716747	995741	71.9346136044855	7583	32848	114287	8.25601494136688	2.95581751102313
97570.3.21.25	570019	553023	21450	481936	84.5492826406418	426322	74.7925712876065	4802	13607	85520	15.0030364429026	2.82340393745228
97570.3.21.31	307833	293116	13704	241345	78.4044412870269	212637	69.0786544114013	4012	9330	35400	11.4995881683624	3.86583521514844
97570.3.21.34	721049	697214	26148	607439	84.2403433275349	549165	76.1583162305602	5699	17739	64878	8.9972767139548	2.92029323108987
97570.3.21.39	413059	399719	13566	343797	83.233975343634	312721	75.7108347280034	3733	9879	61279	14.8353615681904	2.87349802354296
97570.3.21.3	616644	599593	20452	523142	84.8389642417527	473604	76.8057862488595	4624	14210	88261	14.3137944538142	2.71627970990668
97570.3.21.41	522952	509134	17011	440257	84.1865329551498	394978	75.5281195975263	4100	11941	61491	11.7584711276032	2.71227941861231
97570.3.21.42	895443	874522	29707	783016	87.4444250665347	695384	77.6579103767368	6003	19325	76697	8.56530335310495	2.46802108769169
97570.3.21.51	1649223	1609239	56005	1472031	89.2525636126179	1274062	77.2493656018215	8301	34788	188915	11.454420826413	2.36326544753473
97570.3.21.53	840150	812902	30255	714152	85.0032357375027	636102	75.7133368336747	6312	20078	113899	13.5571464162304	2.81144630274787
97570.3.21.58	786456	770971	27128	704448	89.5701263417135	596073	75.7904603475415	5250	16178	54699	6.95466691308203	2.29654992277642
97570.3.21.5	752837	735202	24436	642712	85.3721732078599	586097	77.8519784572957	4686	16544	156096	20.7344760657682	2.57409228394678
97570.3.21.61	634415	618268	24777	544751	85.8647922960817	461518	72.7452439616469	5068	15167	108447	17.0936988975053	2.78420783073367
97570.3.21.64	449497	433168	15109	366206	81.4683021681569	326318	72.5945821802729	4306	11558	54067	12.0277845090145	3.15614708661245
97570.3.21.71	836915	806228	32548	718788	85.8855570520633	632572	75.5835436252606	6418	19685	67985	8.12319926412506	2.73863781810492
97570.3.21.9	285867	274897	9663	234529	82.0413932743669	204113	71.4017145276468	3047	6981	6379	2.23153810514781	2.97660417261831
97570.3.22.10	621278	604905	20384	540678	87.0280466442767	477587	76.8731845930343	4691	13766	54006	8.69249812868061	2.54606253629702
97570.3.22.15	1078488	1045460	34760	873235	80.9705960899597	785538	72.8392989341736	6899	25628	93225	8.64395377006605	2.93483426569022
97570.3.22.17	401139	388913	12848	325420	81.1240497969923	294672	73.4586300314432	3384	9516	75880	18.9154990235126	2.92422100669904
97570.3.22.34	1338888	1303494	42485	1158368	86.5175353610185	1007979	75.285179278695	7629	27788	93331	6.97072400146824	2.39889223459212
97570.3.22.36	610616	593577	19508	515595	84.4393089085736	464060	75.9994150196143	4423	13132	101736	16.6617105080092	2.54696030799368
97570.3.22.47	609094	592338	19847	514480	84.4626607255735	464684	76.2867214569841	4528	14274	122591	20.126237798159	2.77445187373659
97570.3.22.4	480974	465627	20048	393728	81.8584955246008	355918	73.997690682912	4827	13317	76478	15.9002819150326	3.38228421651495
97570.3.22.53	695507	671047	24042	586904	84.3836726307153	531464	76.4123968020865	5636	16934	80259	11.539735251819	2.8853100336682
97570.3.22.55	741230	721810	26445	645146	87.0324012370911	561700	75.7751154816123	5299	16861	71086	9.58955394015898	2.61351694035149
97570.3.23.13	464901	451869	16690	395510	85.0697380004932	352523	75.8226332429702	3903	11210	62498	13.4422703914903	2.83431518798513
97570.3.23.18	831467	812048	25251	719583	86.5445669372884	642775	77.306881487075	5236	16392	76109	9.15365059058581	2.27798600022513
97570.3.23.1	553011	538190	17691	468034	84.6325000874748	418607	75.6947211983187	4168	11965	67302	12.169980199095	2.55643820748065
97570.3.23.21	1397254	1357096	44646	1188552	85.0640539798881	1026555	73.4700202323472	8426	30556	80366	5.75179818822516	2.57085933135445
97570.3.23.22	2261233	2202233	69863	1999928	88.4439870751453	1747195	77.2673057601029	10284	46656	154795	6.84560037668441	2.33288398382342
97570.3.23.30	460349	439843	16670	368174	79.9794236968116	326825	70.9971882485551	4468	11919	40010	8.69173637728459	3.23732800252055
97570.3.23.32	1016491	989285	34470	891795	87.7296191465777	783921	77.1166769115093	6662	22280	54120	5.32431176084108	2.49833201576596
97570.3.23.33	372811	359960	13953	310650	83.3232007784765	269153	72.1932612362769	3802	9353	15144	4.06145390492178	3.01078384033478
97570.3.23.34	495496	479775	17477	416006	83.9574290961822	376708	76.0263449834172	4253	12288	71835	14.4975384357313	2.95380355091032
97570.3.23.36	684949	662771	22929	566726	82.7408918948763	505788	73.8440628732733	5256	16447	102154	14.9145319803979	2.90210789693785
97570.3.23.41	343933	329935	11448	275738	80.1685384110296	239467	69.6225693330724	3784	9086	18969	5.5148872322022	3.29515699685934
97570.3.23.45	431282	419177	14211	361263	83.7647117955528	329126	76.3132774865996	3569	10020	74071	17.1742065421768	2.7736026108403
97570.3.23.4	2075359	2027281	64563	1819832	87.6840182629103	1585492	76.3927556032952	9463	42200	245382	11.8233648394873	2.31889537056168
97570.3.23.52	971704	943215	29424	782470	80.5268925215505	710750	73.1461616691292	6433	23086	80857	8.32108744515601	2.95040065433819
97570.3.23.70	583965	567996	19151	485474	83.1336664613484	440285	75.3952315811134	4235	13640	124865	21.382119401679	2.80962523224725
97570.3.23.71	234113	222476	9049	185927	79.420301184341	165825	70.8343516102683	2959	6210	8380	3.57950451334507	3.34002054569804
97570.3.24.28	837028	816332	40504	722212	86.2804886351311	621207	74.2130503732668	7394	23600	80230	9.58455050167538	3.26773855876114
97570.3.24.31	775139	756438	24978	662811	85.5065901559284	579850	74.8038830853769	5322	16734	79818	10.2969688949619	2.52470161177168
97570.3.24.37	480261	463221	16371	396348	82.5232943860225	360246	75.0059440684148	4239	11663	72152	15.0228125033647	2.94261608485472
97570.3.24.42	1947897	1913651	62538	1758226	90.2586395970341	1504727	77.2448414610246	8285	37947	191233	9.81706727956142	2.15825496836015
97570.3.24.45	510838	494426	17453	410748	80.403330943398	366489	71.7392836588042	4443	12698	51219	10.0262656157204	3.09143319017987
97570.3.24.46	690018	672076	24387	591709	85.752875527864	524939	76.0761675674832	5352	15772	64778	9.38778395765838	2.66549942623824
97570.3.24.52	289044	278784	10448	243136	84.1138040164448	216777	74.9945521456583	3111	7222	11738	4.06123604704936	2.97035404053698
97570.3.24.53	481275	463816	16447	386923	80.393467583721	342753	71.2159830551513	4358	12177	26140	5.43089707789205	3.14713780261189
97570.3.24.54	812525	786809	27164	663672	81.6831071202336	595857	73.3369591939429	5858	19864	85746	10.5537458304289	2.99304475704866
97570.3.24.55	2372147	2299128	78704	2044755	86.1998247700566	1730081	72.9344571984101	11126	51603	136714	5.76340216546282	2.52367643067262
97570.3.24.56	425217	412342	15304	364234	85.659961320317	326284	76.7351991669801	3858	10321	49856	11.7252375530749	2.83361794890098
97570.3.24.58	279894	269722	10216	227967	81.4503649445129	203384	72.6683954467779	3050	7108	8833	3.15593836740099	3.1179951484206
97570.3.24.61	745708	720928	24716	604981	81.127139357764	542212	72.7094394085806	5787	18481	56128	7.52635835582197	3.0548066798792
97570.3.24.66	617583	599564	19482	514496	83.3066736529398	464839	75.2662512256584	4845	14361	79761	12.9147150075084	2.79127534519219
97570.3.24.6	967398	939407	30902	832961	86.1040519719001	747607	77.280985949386	6017	20554	106010	10.9584839643995	2.46758251586809
97570.3.24.71	524673	510010	19139	450619	85.8853465338631	377735	71.9936432579313	4442	12042	10141	1.93276033579465	2.67232406977957
97570.3.24.7	1536760	1485826	49065	1314162	85.5119696195651	1136984	73.9827944105832	8796	33983	135555	8.82031320722994	2.58590645597727
97570.3.25.10	427580	416114	14498	359085	83.9797427344881	306785	71.7482863924539	3665	9370	9891	2.31326676399679	2.60941002826629
97570.3.25.19	1979044	1916382	61418	1668437	84.3047172222819	1502937	75.9419143616986	9816	43827	214500	10.8385173035938	2.62682978140619
97570.3.25.24	857240	830283	28080	695505	81.1317142813648	635432	74.1237652247546	5864	21382	106956	12.4764977661021	3.07431290932488
97570.3.25.26	771485	748243	25492	659789	85.5232592480129	587971	76.2142698487524	5534	17098	65692	8.51513181282597	2.59143453437387
97570.3.25.30	345228	330803	12102	275717	79.8659424936869	247875	71.8012152049153	3677	8902	6079	1.76091073451298	3.2286728783499
97570.3.25.32	1472471	1419731	46297	1256272	85.3197932330287	1118862	75.9878113267972	8531	33105	164382	11.1641443895775	2.63517773221086
97570.3.25.39	317731	305929	11969	252704	79.5378034500525	226528	71.2993961556072	3335	8215	13970	4.39702000552329	3.2508389261745
97570.3.25.3	1459811	1435978	56975	1322706	90.6079468457402	1103801	75.6125668339951	7754	31447	141059	9.66279439040304	2.37747466179181
97570.3.25.41	1311247	1283680	43146	1148498	87.5869777417716	995117	75.8896685604809	6954	26968	202583	15.4493694756035	2.34811031451513
97570.3.25.4	517083	502276	15832	433714	83.877308148724	393987	76.1943397610442	3993	11650	78754	15.2306624208829	2.6861019012529
97570.3.25.50	805037	788096	26216	720132	89.4534036745973	608747	75.6174227787878	5150	16136	77681	9.64935629435905	2.24070031605317
97570.3.25.52	616022	600798	26436	528137	85.729923329075	470744	76.4135187774236	5453	16463	72259	11.7291519394507	3.11718360955585
97570.3.25.65	732429	709934	23462	637392	87.0239365661759	570022	77.8254041060794	5404	16288	60374	8.24269489266098	2.55541330923513
97570.3.25.69	2023154	1964286	65547	1755218	86.7558507834371	1518514	75.0560441055693	10006	43407	144807	7.15730077646969	2.4730261426216
97570.3.25.70	579264	560389	18873	469052	80.9757129774125	425081	73.3845907058584	4740	14353	69711	12.0347304750302	3.06000187612461
97570.3.25.9	467145	451492	16137	387010	82.8431035428975	343060	73.4349622235785	4071	11195	50728	10.8586437307608	2.89269011136663
97570.3.26.13	525033	507489	19494	426756	81.2824041449538	387891	73.8801145807436	4478	13153	66813	12.7257774346159	3.08208906260252
97570.3.26.18	765521	742568	24512	663162	86.6258995312124	585185	76.4402920710945	5360	16857	65361	8.53782579554166	2.54191283577768
97570.3.26.19	889263	867027	28292	774414	87.0826540752217	689738	77.5603607446584	5518	18818	142805	16.0582365380265	2.42996640040082
97570.3.26.23	738951	714803	24026	612265	82.8534051069876	548893	74.2768883568988	5656	18238	62816	8.5005297712514	2.97877553020342
97570.3.26.28	1776454	1738565	60107	1595051	89.7846841607117	1324475	74.553050218438	8397	35129	118031	6.64388313667494	2.20237472030675
97570.3.26.30	745191	725588	23394	620436	83.2595472019304	567497	76.1553920548652	4983	16436	126262	16.9436373047485	2.64910482305991
97570.3.26.33	1052761	1021783	33764	850184	80.7566962755617	758600	72.0572418584825	6633	25138	75915	7.21113702424403	2.95677171059441
97570.3.26.40	459281	444583	15722	370610	80.6943373157082	324072	70.561905154375	3902	10724	16048	3.49413014998462	2.89360783573028
97570.3.26.41	588438	574149	18605	499257	84.844909021317	452207	76.8491127195349	4086	12585	81479	13.8468293648632	2.52074582830085
97570.3.26.46	1027711	994208	31876	834962	81.2463096372862	745244	72.5166522987297	6823	24922	83571	8.13206696885206	2.98480649418776
97570.3.26.51	544421	528197	19061	453956	83.3833313208865	405516	74.4855623902548	4486	12808	55437	10.1824544813446	2.82141881592049
97570.3.26.53	459541	446021	16152	386092	84.0165673489089	344475	74.9603126591001	4049	10876	54336	11.823921262215	2.8169451840494
97570.3.26.54	1302798	1265241	43648	1126161	86.4383846658927	965802	74.129166051422	7923	29002	101480	7.78884087763601	2.57529784817624
97570.3.26.56	601573	581681	20036	498520	82.8706356647278	446996	74.3059284236331	4705	14652	73359	12.1948941091139	2.93909973521624
97570.3.26.58	647005	631234	22756	565324	87.3711942246724	505490	78.1237356486102	4629	14493	68865	10.6436994470775	2.56366260763739
97570.3.54.0	1067745	1038180	33131	887206	83.0908498580626	811833	76.0318047796012	6383	23897	203880	19.0942015972202	2.69351199157806
97570.3.54.13	186148	180648	7522	158001	84.8770015684112	143223	76.9374604840214	1934	4697	33373	17.9288040476381	2.97276599515193
97570.3.54.19	949284	921379	31773	766239	80.7185874906643	695676	73.285235032631	6335	22860	82461	8.68660496569968	2.98340335065169
97570.3.54.26	605580	590039	23143	504537	83.3126410020001	458732	75.7488946648177	4509	14772	106219	17.5400482329978	2.92783284476659
97570.3.54.32	256292	249111	10557	212304	82.8360003640632	186839	72.89961068059	2856	6450	7211	2.81346481380831	3.03809631471852
97570.3.54.41	1786072	1754634	58016	1610718	90.1813882014437	1348875	75.5212678876943	8158	34003	137801	7.71527735974254	2.11104612973842
97570.3.54.42	2670437	2608555	83067	2399091	89.8390025106498	2042492	76.4853231838313	11010	52055	115545	4.32678193991187	2.16978013756043
97570.3.54.45	788663	772643	26910	702428	89.0662135416675	626330	79.4170184564895	4934	16041	45830	5.81105218400739	2.28365042395804
97570.3.54.46	220186	212204	9988	180901	82.1619874793163	162751	73.9197612282474	2811	6199	12317	5.59413070940685	3.42673617061266
97570.3.54.51	953432	935582	38031	853613	89.5283473176717	709725	74.4369145138206	6572	21868	85902	9.00964254858022	2.56181665461983
97570.3.54.59	1698910	1673958	59486	1533558	90.2670159498628	1275665	75.0871012341215	7701	34174	232219	13.6690756206562	2.22841261954227
97570.3.54.69	558944	543083	25339	470493	84.1762716299477	417183	74.6385215167413	5243	14740	75792	13.5595319376746	3.13288401740302
97570.3.54.8	776309	752847	24997	635758	81.8965009533984	559660	72.0936534089096	5687	18015	79850	10.285886499004	2.83362537317659
97570.3.55.10	4463310	4332819	136545	3867344	86.6484853719273	3333306	74.6834039348743	14773	93409	285247	6.39096135130148	2.41532690135659
97570.3.55.11	828231	802386	26500	694390	83.842080595437	623086	75.2328908961405	5910	19298	138960	16.7783577985426	2.77912988378289
97570.3.55.19	736411	715810	31235	619832	84.1676941580963	547539	74.350951433283	6251	19337	88288	11.9891360274814	3.119716310226
97570.3.55.30	1057439	1037266	36602	942421	89.1225141756731	834413	78.9084957943668	6392	21957	67951	6.42597829206712	2.32985045961412
97570.3.55.31	584907	568462	20329	493604	84.3891283679607	444461	75.9872555906769	4759	14027	79600	13.6090716713616	2.84175168758762
97570.3.55.41	608728	592615	20428	509586	83.7123436788682	461487	75.8108362475288	4624	13790	60884	10.0017884874003	2.7061182999533
97570.3.55.42	1638361	1611179	52072	1480813	90.3836091379276	1223811	74.6969886518816	7428	30637	160970	9.82510756639782	2.06893105341458
97570.3.55.51	620567	602579	22227	519468	83.7075145691488	474206	76.4136761726784	4709	14675	90483	14.5804317029728	2.82500558263454
97570.3.55.67	574692	558477	20528	475730	82.7813703594828	423212	73.6429127526545	4462	13579	97722	17.0043918766176	2.85435015660143
97570.3.55.68	582681	569582	19628	523908	89.9127234461291	446970	76.7085175761671	4469	12271	7936	1.36192394319903	2.3422051199829
97570.3.55.71	820054	797269	26579	690441	84.1944222251516	630061	76.8315398263456	5309	18243	142964	17.4335211463027	2.64222431750142
97570.3.56.13	1299754	1272156	42012	1175398	90.4326011974905	985924	75.854713402889	6942	25038	93390	7.18530729587003	2.13017207788341
97570.3.56.17	680894	662558	21965	573916	84.2892626300104	528633	77.6387993705346	4717	15335	129379	19.0015477891415	2.67199381094097
97570.3.56.22	1886982	1831206	62819	1621876	85.9496498864728	1407021	74.56336741646	9575	40495	169567	8.98594404943522	2.49680000197302
97570.3.56.28	224624	217432	7930	183601	81.7343822228458	165591	73.7166632900979	2285	5593	37774	16.816440943485	3.04627970435891
97570.3.56.30	905642	886942	29912	799446	88.2724893174452	708766	78.2595655781183	5596	18532	86572	9.55901458771839	2.31810528791188
97570.3.56.33	306639	298128	12852	257598	84.0037200821277	233607	76.179565841381	3148	8000	45659	14.8900581003217	3.10561417402309
97570.3.56.34	626797	615255	22032	566434	90.3681066462573	500753	79.8891732761912	4227	12880	49259	7.85866185845193	2.27387480271311
97570.3.56.35	511083	497058	17668	424119	82.9848551651421	382935	74.9267993856576	4213	12212	47241	9.24337427868262	2.87938055121322
97570.3.56.3	2635738	2565072	77808	2295478	87.0894009706383	1969344	74.7157116015501	11151	54112	212747	8.07158301076903	2.35733036866396
97570.3.56.45	503578	490258	18552	426387	84.6720335850703	388009	77.0511424810723	4045	11598	56108	11.1418672475961	2.7200641670595
97570.3.56.53	282014	273142	10433	239723	85.0023203930143	213100	75.5609295868066	2846	6889	34433	12.2089451486648	2.87373343400508
97570.3.57.26	543116	526243	20719	432903	79.7073788631988	373457	68.7623349361324	4567	12782	16478	3.03411003015153	2.95262449093677
97570.3.57.34	468135	454111	17197	391025	83.5236374546169	353089	75.4194130094255	4266	11628	50065	10.6946861157464	2.97372290774247
97570.3.57.35	648701	632273	22615	563317	86.8372709218286	512533	79.008680802201	4598	14648	126105	19.4396526000623	2.60031208005439
97570.3.57.38	648234	631162	22494	558082	86.0912318945053	493000	76.0512192740431	4968	14577	73496	11.3371600400982	2.61198175178558
97570.3.57.41	1400210	1373716	45019	1246932	89.0525382121687	1037855	74.1206353398736	6880	26724	153318	10.9498259896821	2.14318022153574
97570.3.57.43	530162	512792	18709	443915	83.733038329393	396423	74.7751363613696	4560	13203	88353	16.6653756914387	2.97421803723686
97570.3.57.47	477774	467225	18064	410100	85.8334581372153	346501	72.5225357965105	4057	10639	12985	2.71789501642874	2.59424530602292
97570.3.57.48	347311	337209	16918	295107	84.9688515122613	261818	75.3842118290462	3960	9720	42281	12.1739316179805	3.2937205827039
97570.3.57.49	294950	285331	11242	241725	81.9564647531212	219603	74.4563830860512	3119	7443	14549	4.93279945092055	3.07911883338505
97570.3.57.4	565955	548929	17785	462637	81.7459880467201	417414	73.755426697619	4380	12896	90445	15.9808307909389	2.7874986220298
97570.3.57.57	136088	130121	6167	107876	79.2709492470674	94467	69.4182526549145	2216	4282	4056	2.98067618713543	3.96937224220401
97570.3.57.5	1425187	1393624	46608	1255647	88.1005328593609	1083957	76.0540152378419	7163	29071	184668	12.9572077692822	2.31522075870049
97570.3.57.64	616086	598711	21557	524345	85.1054201609158	470036	76.2900852303488	4687	13864	63939	10.3779026757337	2.64406068523587
97570.3.57.69	348465	336711	12406	280185	80.4077215687358	253297	72.6914676552654	3540	8846	12126	3.47994869944424	3.15719970733622
97570.3.57.71	1602227	1574360	58339	1435990	89.6220469688071	1194997	74.5812028015666	7807	33056	154035	9.61426519594571	2.30196589112738
97570.3.58.0	1160321	1120481	37325	943813	81.3421703948474	848465	73.1250028721081	7322	28601	147195	12.6859931823022	3.03036724435879
97570.3.58.12	405611	393463	13898	335060	82.6083494970086	305946	75.4305040323374	3713	9787	48954	12.0691952011457	2.92096937861875
97570.3.58.1	1041477	1010219	32332	864479	83.0060640530633	779069	74.8052995521528	6493	23400	164660	15.8103762006714	2.70683267031356
97570.3.58.31	473612	454711	17132	373637	78.8877528054079	336874	71.1255650916257	4514	12145	33021	6.97226040675829	3.2504810819057
97570.3.58.46	680403	656565	23091	585482	86.0510448054251	541778	79.6278329889194	5152	15949	104612	15.3751610103092	2.72408033039444
97570.3.58.55	548669	532334	18723	464593	84.6751005618238	419843	76.5190286157797	4258	12478	81234	14.805092288491	2.68579164989572
97570.3.58.66	425831	414583	17769	363212	85.2926803079763	322035	75.6230077986335	4277	11261	47546	11.1653189183815	3.10039315881634
97570.3.58.6	1243680	1199787	38629	994040	79.9323135883913	885580	71.2115139303447	7750	30323	121738	9.78935982431764	3.05048086596113
97570.3.59.12	2981246	2902254	101766	2595911	87.0712919440045	2283705	76.5988185137856	12079	65218	247359	8.29711417269247	2.51233574648746
97570.3.59.13	438251	427160	15313	377114	86.0513062881562	340450	77.6855198768145	3719	9938	53122	12.1218242629127	2.63527739622501
97570.3.59.18	1922274	1891514	66932	1736783	90.3481432617005	1455777	75.7297372256178	8616	38051	149929	7.7995154562647	2.19088970815583
97570.3.59.1	1503236	1455343	45048	1241256	82.5740217808861	1106157	73.5867886543321	8317	33491	117210	7.79748888162321	2.69815412775447
97570.3.59.35	1287971	1258377	55963	1136462	88.2354834795223	968286	75.1780555072843	8204	31828	141140	10.9582778687884	2.80062157819619
97570.3.59.46	570133	557442	23320	503401	88.2955025704092	444957	78.0444930665734	4998	14159	59316	10.4040776760673	2.81266823069481
97570.3.59.47	1248874	1208846	43771	1008828	80.7799524909473	912010	73.0274245210145	7856	32241	94361	7.55583179810855	3.19588671210553
97570.3.59.4	1102734	1064353	33196	907044	82.2552946838116	807971	73.2710680924354	7211	25921	130646	11.847583275397	2.85774449751059
97570.3.59.55	2033271	1983760	66553	1808269	88.9333952829469	1527825	75.1406263825738	9199	40822	148325	7.29474422604175	2.25751810156564
97570.3.59.57	1252724	1222367	45013	1110573	88.6485587216836	971568	77.5526998162442	7528	27798	115695	9.23508520300936	2.50303221850342
97570.3.59.64	1706063	1679670	54653	1557313	91.2808511355657	1321304	77.4473165326365	7607	31883	107455	6.29835222512595	2.04730840877845
97570.3.59.65	662822	641431	23919	552484	83.3503491617785	495104	74.6931310907841	5394	16511	73957	11.1580077308154	2.98850283447122
97570.3.59.71	1459186	1411169	55552	1248421	85.5557690529495	1110008	76.0701872940124	9049	35245	143838	9.85743772949489	2.82316622357362
97570.3.59.8	963190	933177	30004	802845	83.3511721558953	721742	74.9308225027426	6749	22247	91295	9.4780939403885	2.77102055814011
