Donor	Treatment	Wash	CBF
HBEC1	BSA	noWash	9.286897473
HBEC1	BSA	noWash	8.222238414
HBEC1	BSA	noWash	7.455403676
HBEC1	BSA	noWash	8.822649125
HBEC1	BSA	noWash	9.177255112
HBEC1	BSA	noWash	9.470756827
HBEC1	BSA	noWash	7.343107339
HBEC1	BSA	noWash	8.260540944
HBEC1	BSA	noWash	10.00477595
HBEC1	BSA	noWash	7.586083607
HBEC1	BSA	noWash	7.488199097
HBEC1	BSA	noWash	9.222519854
HBEC1	BSA	noWash	8.82841172
HBEC1	BSA	noWash	8.124854871
HBEC1	BSA	noWash	7.698865664
HBEC1	BSA	noWash	8.936065797
HBEC1	BSA	noWash	10.32853144
HBEC1	BSA	noWash	8.796580886
HBEC1	BSA	noWash	8.663335568
HBEC1	BSA	noWash	9.04716042
HBEC1	BSA	noWash	7.822903742
HBEC1	BSA	noWash	10.19122927
HBEC1	BSA	noWash	9.245032549
HBEC1	BSA	noWash	9.030851152
HBEC1	BSA	noWash	8.700071207
HBEC1	BSA	noWash	7.003118745
HBEC1	BSA	noWash	9.356813266
HBEC1	BSA	noWash	8.915040666
HBEC1	BSA	noWash	7.966103502
HBEC1	BSA	noWash	10.25626079
HBEC1	BSA	noWash	8.748860089
HBEC1	BSA	noWash	9.936745512
HBEC1	BSA	noWash	9.305338348
HBEC1	BSA	noWash	7.619828558
HBEC1	BSA	noWash	10.02470846
HBEC1	BSA	noWash	10.13456547
HBEC1	BSA	noWash	10.42285332
HBEC1	BSA	noWash	9.814953815
HBEC1	BSA	noWash	9.86476411
HBEC1	BSA	noWash	9.012433794
HBEC1	BSA	noWash	7.847309942
HBEC1	BSA	noWash	9.740480989
HBEC1	BSA	noWash	9.316424008
HBEC1	BSA	noWash	8.293824849
HBEC1	BSA	noWash	9.085820948
HBEC1	BSA	noWash	10.00446176
HBEC1	BSA	noWash	9.209565944
HBEC1	BSA	noWash	7.882541609
HBEC1	BSA	noWash	12.18861026
HBEC1	BSA	noWash	8.328016524
HBEC1	BSA	noWash	8.275228195
HBEC1	BSA	noWash	7.66601342
HBEC1	BSA	noWash	9.26742732
HBEC1	BSA	noWash	10.10379326
HBEC1	BSA	noWash	8.606164097
HBEC1	BSA	noWash	9.491093453
HBEC1	BSA	noWash	10.25684362
HBEC1	BSA	noWash	8.419574828
HBEC1	BSA	noWash	7.339695439
HBEC1	BSA	noWash	10.02857389
HBEC1	BSA	noWash	8.91620047
HBEC1	BSA	noWash	7.728038112
HBEC1	BSA	noWash	7.942308111
HBEC1	BSA	noWash	8.471833208
HBEC1	BSA	noWash	9.051323643
HBEC1	BSA	noWash	9.543060143
HBEC1	BSA	noWash	8.455252622
HBEC1	BSA	noWash	11.27444921
HBEC1	BSA	noWash	8.486520802
HBEC1	BSA	noWash	8.580738256
HBEC1	BSA	noWash	9.247902057
HBEC1	BSA	noWash	7.176609324
HBEC1	BSA	noWash	9.109128095
HBEC1	BSA	noWash	9.37721839
HBEC1	BSA	noWash	9.663562652
HBEC1	BSA	noWash	9.639993792
HBEC1	BSA	noWash	7.52234176
HBEC1	BSA	noWash	9.3836016
HBEC1	BSA	noWash	9.342984069
HBEC1	BSA	noWash	9.017619071
HBEC1	BSA	noWash	9.337666046
HBEC1	BSA	noWash	8.346634535
HBEC1	BSA	noWash	9.010251966
HBEC1	BSA	noWash	9.62518338
HBEC1	BSA	noWash	8.333949989
HBEC1	BSA	noWash	9.57313499
HBEC1	BSA	noWash	9.102398545
HBEC1	BSA	noWash	8.621091788
HBEC1	BSA	noWash	6.611585671
HBEC1	BSA	noWash	7.874875749
HBEC1	BSA	noWash	8.229575458
HBEC1	BSA	noWash	9.962647589
HBEC1	BSA	noWash	9.345502485
HBEC1	BSA	noWash	8.225304759
HBEC1	BSA	noWash	8.603068537
HBEC1	BSA	noWash	9.767293468
HBEC1	BSA	noWash	9.080745751
HBEC1	BSA	noWash	8.656219231
HBEC1	BSA	noWash	7.738871187
HBEC1	BSA	noWash	9.331897576
HBEC1	BSA	noWash	8.973141148
HBEC1	BSA	noWash	7.818140822
HBEC1	BSA	noWash	8.852894019
HBEC1	BSA	noWash	9.737934384
HBEC1	BSA	noWash	6.358651837
HBEC1	BSA	noWash	9.025622007
HBEC1	BSA	noWash	9.246205016
HBEC1	BSA	noWash	9.752192367
HBEC1	BSA	noWash	9.622423195
HBEC1	BSA	noWash	7.870023563
HBEC1	BSA	noWash	9.63277189
HBEC1	BSA	noWash	8.898321589
HBEC1	BSA	noWash	11.34152454
HBEC1	BSA	noWash	8.918963362
HBEC1	BSA	noWash	7.79310974
HBEC1	BSA	noWash	9.150807003
HBEC1	BSA	noWash	9.057811182
HBEC1	BSA	noWash	8.848402516
HBEC1	BSA	noWash	7.826589756
HBEC1	BSA	noWash	8.834718058
HBEC1	BSA	noWash	8.367156644
HBEC1	BSA	noWash	8.979833645
HBEC1	BSA	noWash	9.190670466
HBEC1	BSA	noWash	9.74123132
HBEC1	BSA	noWash	7.941719792
HBEC1	BSA	noWash	8.929262394
HBEC1	BSA	noWash	8.257544653
HBEC1	BSA	noWash	8.773304086
HBEC1	BSA	noWash	8.994621166
HBEC1	BSA	noWash	9.086424402
HBEC1	BSA	noWash	8.964354704
HBEC1	BSA	noWash	8.339169712
HBEC1	BSA	noWash	9.949710881
HBEC1	BSA	noWash	9.162776046
HBEC1	BSA	noWash	7.579459225
HBEC1	BSA	noWash	9.038046358
HBEC1	BSA	noWash	8.961070657
HBEC1	BSA	noWash	9.020250774
HBEC1	BSA	noWash	8.201654403
HBEC1	BSA	noWash	8.538575168
HBEC1	BSA	noWash	9.129326281
HBEC1	BSA	noWash	9.057419462
HBEC1	BSA	noWash	8.834058223
HBEC1	BSA	noWash	8.556124343
HBEC1	BSA	noWash	8.810197484
HBEC1	BSA	noWash	9.676506124
HBEC1	BSA	noWash	7.821457072
HBEC1	BSA	noWash	9.07720809
HBEC1	BSA	noWash	9.949415484
HBEC1	BSA	noWash	8.569334001
HBEC1	BSA	noWash	7.79248102
HBEC1	BSA	noWash	7.815718848
HBEC1	BSA	noWash	9.664055745
HBEC1	BSA	noWash	8.920679745
HBEC1	BSA	noWash	7.925325964
HBEC1	BSA	noWash	9.926203059
HBEC1	BSA	noWash	7.89127648
HBEC1	BSA	noWash	10.32992969
HBEC1	BSA	noWash	8.338292237
HBEC1	BSA	noWash	10.05500853
HBEC1	BSA	noWash	12.05795993
HBEC1	BSA	noWash	8.760028891
HBEC1	BSA	noWash	9.739434724
HBEC1	BSA	noWash	8.472672022
HBEC1	BSA	noWash	12.10529199
HBEC1	BSA	noWash	8.614746296
HBEC1	BSA	noWash	9.531309662
HBEC1	BSA	noWash	8.379524334
HBEC1	BSA	noWash	10.67079874
HBEC1	BSA	noWash	9.625975737
HBEC1	BSA	noWash	7.972181677
HBEC1	BSA	noWash	10.52221779
HBEC1	BSA	noWash	9.44869527
HBEC1	BSA	noWash	9.056628267
HBEC1	BSA	noWash	9.113549185
HBEC1	BSA	noWash	9.563775796
HBEC1	BSA	noWash	8.45260938
HBEC1	BSA	noWash	8.841415184
HBEC1	BSA	noWash	8.588326023
HBEC1	BSA	noWash	9.07608355
HBEC1	BSA	noWash	9.928872903
HBEC1	BSA	noWash	8.677135778
HBEC1	BSA	noWash	9.768305482
HBEC1	BSA	noWash	8.279996578
HBEC1	BSA	noWash	8.623923516
HBEC1	BSA	noWash	11.8895422
HBEC1	BSA	noWash	7.778131595
HBEC1	BSA	noWash	7.721231171
HBEC1	BSA	noWash	8.001012482
HBEC1	BSA	noWash	8.585534678
HBEC1	BSA	noWash	9.072416375
HBEC1	BSA	noWash	12.38927874
HBEC1	BSA	noWash	10.69505449
HBEC1	BSA	noWash	10.39668027
HBEC1	BSA	noWash	9.201094093
HBEC1	BSA	noWash	8.134274795
HBEC1	BSA	noWash	9.931359872
HBEC1	BSA	noWash	9.937078697
HBEC1	BSA	noWash	9.723207244
HBEC1	BSA	noWash	10.08467308
HBEC1	BSA	noWash	8.497286017
HBEC1	BSA	noWash	10.02787481
HBEC1	BSA	noWash	8.48142203
HBEC1	BSA	noWash	10.05255342
HBEC1	BSA	noWash	7.664117163
HBEC1	BSA	noWash	10.84401643
HBEC1	BSA	noWash	8.554504882
HBEC1	BSA	noWash	12.48608009
HBEC1	BSA	noWash	9.118821768
HBEC1	BSA	noWash	12.5146574
HBEC1	BSA	noWash	9.366584065
HBEC1	BSA	noWash	9.157483317
HBEC1	BSA	noWash	9.817809011
HBEC1	BSA	noWash	9.541216194
HBEC1	BSA	noWash	8.715463231
HBEC1	BSA	noWash	12.39185338
HBEC1	BSA	yesWash	10.44576683
HBEC1	BSA	yesWash	6.573827307
HBEC1	BSA	yesWash	11.31205408
HBEC1	BSA	yesWash	6.495035826
HBEC1	BSA	yesWash	9.349594284
HBEC1	BSA	yesWash	11.6360911
HBEC1	BSA	yesWash	5.641350896
HBEC1	BSA	yesWash	9.778856822
HBEC1	BSA	yesWash	6.802237822
HBEC1	BSA	yesWash	9.40379759
HBEC1	BSA	yesWash	11.31858627
HBEC1	BSA	yesWash	5.142332447
HBEC1	BSA	yesWash	7.86900752
HBEC1	BSA	yesWash	8.058407795
HBEC1	BSA	yesWash	9.923883492
HBEC1	BSA	yesWash	10.2355941
HBEC1	BSA	yesWash	5.713737093
HBEC1	BSA	yesWash	6.636745587
HBEC1	BSA	yesWash	6.621478135
HBEC1	BSA	yesWash	7.995672372
HBEC1	BSA	yesWash	8.893446094
HBEC1	BSA	yesWash	11.87234362
HBEC1	BSA	yesWash	7.482739973
HBEC1	BSA	yesWash	6.595648735
HBEC1	BSA	yesWash	7.395486656
HBEC1	BSA	yesWash	9.355274013
HBEC1	BSA	yesWash	10.84141297
HBEC1	BSA	yesWash	6.396179711
HBEC1	BSA	yesWash	5.463733498
HBEC1	BSA	yesWash	7.357536067
HBEC1	BSA	yesWash	7.57333363
HBEC1	BSA	yesWash	12.18285489
HBEC1	BSA	yesWash	9.494105066
HBEC1	BSA	yesWash	6.322119613
HBEC1	BSA	yesWash	5.731588509
HBEC1	BSA	yesWash	7.024718397
HBEC1	BSA	yesWash	10.78584133
HBEC1	BSA	yesWash	12.46110443
HBEC1	BSA	yesWash	6.358987099
HBEC1	BSA	yesWash	5.602238447
HBEC1	BSA	yesWash	7.755926075
HBEC1	BSA	yesWash	9.830318483
HBEC1	BSA	yesWash	10.19754541
HBEC1	BSA	yesWash	5.348889835
HBEC1	BSA	yesWash	7.472243742
HBEC1	BSA	yesWash	6.434039022
HBEC1	BSA	yesWash	7.224205171
HBEC1	BSA	yesWash	9.816563772
HBEC1	BSA	yesWash	10.18825605
HBEC1	BSA	yesWash	5.271294508
HBEC1	BSA	yesWash	7.603194016
HBEC1	BSA	yesWash	10.67535615
HBEC1	BSA	yesWash	8.282034648
HBEC1	BSA	yesWash	5.660062506
HBEC1	BSA	yesWash	6.26786837
HBEC1	BSA	yesWash	5.236528723
HBEC1	BSA	yesWash	11.64712651
HBEC1	BSA	yesWash	8.336893488
HBEC1	BSA	yesWash	8.714735712
HBEC1	BSA	yesWash	5.278645334
HBEC1	BSA	yesWash	6.203700606
HBEC1	BSA	yesWash	5.121318523
HBEC1	BSA	yesWash	6.916204086
HBEC1	BSA	yesWash	9.450590803
HBEC1	BSA	yesWash	11.33200081
HBEC1	BSA	yesWash	5.084142232
HBEC1	BSA	yesWash	6.68144475
HBEC1	BSA	yesWash	6.67096719
HBEC1	BSA	yesWash	9.029454465
HBEC1	BSA	yesWash	9.344474098
HBEC1	BSA	yesWash	6.847673424
HBEC1	BSA	yesWash	6.964168943
HBEC1	BSA	yesWash	6.143619032
HBEC1	BSA	yesWash	7.615052759
HBEC1	BSA	yesWash	8.484729308
HBEC1	BSA	yesWash	10.44951039
HBEC1	BSA	yesWash	8.407942866
HBEC1	BSA	yesWash	6.024843896
HBEC1	BSA	yesWash	6.741042865
HBEC1	BSA	yesWash	8.050785001
HBEC1	BSA	yesWash	5.444050429
HBEC1	BSA	yesWash	8.323865256
HBEC1	BSA	yesWash	10.43630126
HBEC1	BSA	yesWash	6.220424147
HBEC1	BSA	yesWash	6.303551118
HBEC1	BSA	yesWash	7.923757543
HBEC1	BSA	yesWash	11.34339326
HBEC1	BSA	yesWash	10.11513536
HBEC1	BSA	yesWash	6.331369466
HBEC1	BSA	yesWash	6.834531853
HBEC1	BSA	yesWash	7.519925613
HBEC1	BSA	yesWash	10.16520087
HBEC1	BSA	yesWash	9.963878477
HBEC1	BSA	yesWash	10.42681572
HBEC1	BSA	yesWash	5.505760707
HBEC1	BSA	yesWash	6.851676486
HBEC1	BSA	yesWash	9.539718293
HBEC1	BSA	yesWash	10.59283952
HBEC1	BSA	yesWash	5.854945765
HBEC1	BSA	yesWash	9.559285564
HBEC1	BSA	yesWash	5.777039727
HBEC1	BSA	yesWash	9.639975389
HBEC1	BSA	yesWash	9.863361814
HBEC1	BSA	yesWash	10.29592584
HBEC1	BSA	yesWash	6.035912055
HBEC1	BSA	yesWash	10.52160274
HBEC1	BSA	yesWash	7.02592007
HBEC1	BSA	yesWash	6.706832878
HBEC1	BSA	yesWash	7.776424518
HBEC1	BSA	yesWash	10.22108563
HBEC1	BSA	yesWash	10.08846736
HBEC1	BSA	yesWash	6.040364895
HBEC1	BSA	yesWash	6.628152384
HBEC1	BSA	yesWash	9.593473784
HBEC1	BSA	yesWash	10.49094193
HBEC1	BSA	yesWash	10.96322657
HBEC1	BSA	yesWash	6.367892073
HBEC1	BSA	yesWash	8.972848251
HBEC1	BSA	yesWash	8.61376789
HBEC1	BSA	yesWash	10.59379163
HBEC1	BSA	yesWash	6.241349543
HBEC1	BSA	yesWash	10.42706961
HBEC1	BSA	yesWash	4.575415789
HBEC1	BSA	yesWash	8.120148047
HBEC1	BSA	yesWash	6.940755956
HBEC1	BSA	yesWash	9.165543527
HBEC1	BSA	yesWash	7.293110134
HBEC1	BSA	yesWash	7.855984387
HBEC1	BSA	yesWash	9.804367989
HBEC1	BSA	yesWash	4.921925554
HBEC1	BSA	yesWash	5.515399973
HBEC1	BSA	yesWash	11.54946335
HBEC1	BSA	yesWash	12.26049556
HBEC1	BSA	yesWash	5.78990756
HBEC1	BSA	yesWash	6.028714716
HBEC1	BSA	yesWash	8.067650612
HBEC1	BSA	yesWash	12.10679869
HBEC1	BSA	yesWash	7.024017061
HBEC1	BSA	yesWash	5.848679322
HBEC1	BSA	yesWash	12.95300653
HBEC1	BSA	yesWash	9.503024583
HBEC1	BSA	yesWash	6.356622858
HBEC1	BSA	yesWash	7.833901736
HBEC1	BSA	yesWash	8.659067721
HBEC1	BSA	yesWash	8.810373429
HBEC1	BSA	yesWash	8.084468325
HBEC1	BSA	yesWash	6.486534785
HBEC1	BSA	yesWash	8.321681607
HBEC1	BSA	yesWash	7.159232003
HBEC1	BSA	yesWash	10.63324622
HBEC1	BSA	yesWash	9.620534499
HBEC1	BSA	yesWash	6.288656776
HBEC1	BSA	yesWash	7.567690829
HBEC1	BSA	yesWash	10.51271086
HBEC1	BSA	yesWash	11.65905895
HBEC1	BSA	yesWash	6.262001134
HBEC1	BSA	yesWash	5.59700594
HBEC1	BSA	yesWash	11.71250203
HBEC1	BSA	yesWash	9.19666016
HBEC1	BSA	yesWash	5.855115243
HBEC1	BSA	yesWash	11.45762439
HBEC1	BSA	yesWash	12.66673983
HBEC1	BSA	yesWash	9.952376149
HBEC1	BSA	yesWash	10.60919454
HBEC1	BSA	yesWash	5.786692373
HBEC1	BSA	yesWash	6.492107502
HBEC1	BSA	yesWash	10.07274011
HBEC1	BSA	yesWash	12.69190175
HBEC1	BSA	yesWash	3.125444255
HBEC1	BSA	yesWash	5.959181427
HBEC1	BSA	yesWash	11.02031263
HBEC1	BSA	yesWash	12.43643508
HBEC1	BSA	yesWash	6.898727403
HBEC1	BSA	yesWash	10.80140317
HBEC1	BSA	yesWash	12.99283482
HBEC1	BSA	yesWash	11.36851821
HBEC1	BSA	yesWash	11.07062488
HBEC1	BSA	yesWash	9.113537091
HBEC1	BSA	yesWash	5.328146272
HBEC1	BSA	yesWash	12.99319103
HBEC1	BSA	yesWash	11.67623691
HBEC1	BSA	yesWash	5.320673646
HBEC1	BSA	yesWash	6.485670161
HBEC1	BSA	yesWash	12.00050461
HBEC1	BSA	yesWash	10.36270383
HBEC1	BSA	yesWash	7.734169659
HBEC1	BSA	yesWash	6.469421618
HBEC1	BSA	yesWash	4.924805318
HBEC1	BSA	yesWash	7.414428155
HBEC1	BSA	yesWash	7.095421307
HBEC1	BSA	yesWash	11.44943009
HBEC1	BSA	yesWash	10.36317088
HBEC1	BSA	yesWash	5.079491295
HBEC1	BSA	yesWash	6.421146513
HBEC1	BSA	yesWash	7.919845823
HBEC1	BSA	yesWash	11.04114224
HBEC1	BSA	yesWash	8.321053512
HBEC1	BSA	yesWash	6.459789398
HBEC1	BSA	yesWash	9.791647558
HBEC1	BSA	yesWash	10.24565445
HBEC1	BSA	yesWash	11.24033213
HBEC1	BSA	yesWash	9.303845173
HBEC1	BSA	yesWash	8.292968901
HBEC1	BSA	yesWash	9.712228346
HBEC1	BSA	yesWash	10.51815235
HBEC1	BSA	yesWash	12.18693435
HBEC1	BSA	yesWash	7.430848068
HBEC1	BSA	yesWash	5.638835722
HBEC1	BSA	yesWash	11.03410776
HBEC1	BSA	yesWash	12.35997328
HBEC1	BSA	yesWash	8.488335447
HBEC1	BSA	yesWash	11.67164442
HBEC1	BSA	yesWash	6.336298115
HBEC1	BSA	yesWash	9.117545114
HBEC1	BSA	yesWash	10.45955254
HBEC1	BSA	yesWash	10.16160375
HBEC1	BSA	yesWash	10.59664998
HBEC1	BSA	yesWash	6.332397242
HBEC1	BSA	yesWash	14.29606181
HBEC1	BSA	yesWash	8.973465427
HBEC1	BSA	yesWash	12.45738355
HBEC1	BSA	yesWash	5.749769806
HBEC1	BSA	yesWash	6.001075808
HBEC1	BSA	yesWash	13.01274152
HBEC1	BSA	yesWash	11.89007181
HBEC1	BSA	yesWash	6.045433352
HBEC1	BSA	yesWash	5.719524583
HBEC1	BSA	yesWash	11.23035426
HBEC1	BSA	yesWash	12.01517414
HBEC1	BSA	yesWash	7.813267453
HBEC1	BSA	yesWash	6.945385492
HBEC1	BSA	yesWash	5.61650072
HBEC1	BSA	yesWash	10.9506402
HBEC1	BSA	yesWash	9.262537532
HBEC1	BSA	yesWash	10.97618935
HBEC1	BSA	yesWash	10.01877745
HBEC1	BSA	yesWash	5.070880427
HBEC1	BSA	yesWash	8.807956705
HBEC1	BSA	yesWash	13.19540955
HBEC1	BSA	yesWash	12.24452059
HBEC1	BSA	yesWash	5.813227101
HBEC1	BSA	yesWash	4.993659649
HBEC1	BSA	yesWash	6.250236794
HBEC1	BSA	yesWash	7.277951569
HBEC1	BSA	yesWash	9.274399577
HBEC1	BSA	yesWash	10.61892316
HBEC1	BSA	yesWash	5.866306734
HBEC1	BSA	yesWash	6.57358685
HBEC1	BSA	yesWash	10.37760915
HBEC1	BSA	yesWash	11.6431502
HBEC1	BSA	yesWash	8.694117671
HBEC1	BSA	yesWash	7.201534615
HBEC1	BSA	yesWash	6.737675425
HBEC1	BSA	yesWash	8.536226413
HBEC1	BSA	yesWash	12.47559923
HBEC1	BSA	yesWash	11.60912376
HBEC1	BSA	yesWash	6.499263173
HBEC1	BSA	yesWash	6.953888597
HBEC1	BSA	yesWash	10.62399464
HBEC1	BSA	yesWash	10.84574386
HBEC1	BSA	yesWash	5.789569245
HBEC1	BSA	yesWash	9.903473643
HBEC1	BSA	yesWash	10.81755049
HBEC1	BSA	yesWash	8.426445277
HBEC1	BSA	yesWash	5.898791539
HBEC1	BSA	yesWash	6.638674289
HBEC1	BSA	yesWash	8.817463553
HBEC1	BSA	yesWash	10.36502014
HBEC1	BSA	yesWash	5.632743766
HBEC1	BSA	yesWash	5.701900733
HBEC1	BSA	yesWash	6.602730396
HBEC1	BSA	yesWash	10.94157183
HBEC1	BSA	yesWash	6.535483335
HBEC1	BSA	yesWash	5.430260367
HBEC1	BSA	yesWash	10.34126693
HBEC1	BSA	yesWash	13.67728311
HBEC1	BSA	yesWash	11.10965511
HBEC1	BSA	yesWash	7.622685994
HBEC1	BSA	yesWash	6.198589151
HBEC1	BSA	yesWash	5.619859909
HBEC1	BSA	yesWash	13.01677217
HBEC1	BSA	yesWash	9.029474055
HBEC1	BSA	yesWash	6.694931012
HBEC1	BSA	yesWash	8.947242376
HBEC1	BSA	yesWash	5.983903293
HBEC1	BSA	yesWash	8.198868704
HBEC1	BSA	yesWash	12.5998564
HBEC1	BSA	yesWash	11.30348422
HBEC1	BSA	yesWash	11.64353897
HBEC1	BSA	yesWash	8.08798163
HBEC1	BSA	yesWash	8.882021705
HBEC1	BSA	yesWash	9.386711745
HBEC1	BSA	yesWash	9.080546545
HBEC1	BSA	yesWash	10.08125033
HBEC1	BSA	yesWash	11.57070864
HBEC1	BSA	yesWash	10.46067441
HBEC1	BSA	yesWash	5.304943286
HBEC1	BSA	yesWash	9.12919148
HBEC1	BSA	yesWash	11.22149266
HBEC1	BSA	yesWash	9.680505142
HBEC1	BSA	yesWash	5.351604877
HBEC1	BSA	yesWash	6.720229991
HBEC1	BSA	yesWash	10.16606502
HBEC1	BSA	yesWash	10.48660618
HBEC1	BSA	yesWash	6.367558888
HBEC1	BSA	yesWash	4.670502962
HBEC1	BSA	yesWash	7.64988701
HBEC1	BSA	yesWash	10.33973332
HBEC1	BSA	yesWash	7.607486456
HBEC1	BSA	yesWash	10.09219214
HBEC1	BSA	yesWash	5.80329899
HBEC1	BSA	yesWash	8.16090787
HBEC1	BSA	yesWash	6.644700589
HBEC1	BSA	yesWash	10.77680665
HBEC1	BSA	yesWash	6.409061105
HBEC1	BSA	yesWash	8.412864561
HBEC1	BSA	yesWash	8.989107591
HBEC1	BSA	yesWash	9.618639604
HBEC1	BSA	yesWash	11.67345782
HBEC1	BSA	yesWash	6.417605108
HBEC1	BSA	yesWash	5.765964693
HBEC1	BSA	yesWash	7.889069945
HBEC1	BSA	yesWash	11.6457337
HBEC1	BSA	yesWash	9.376379449
HBEC1	BSA	yesWash	7.817640084
HBEC1	BSA	yesWash	10.7728898
HBEC1	BSA	yesWash	8.439418749
HBEC1	BSA	yesWash	5.978337546
HBEC1	BSA	yesWash	6.495514675
HBEC1	BSA	yesWash	10.98185216
HBEC1	BSA	yesWash	6.638480581
HBEC1	BSA	yesWash	7.373159675
HBEC1	BSA	yesWash	6.82809835
HBEC1	BSA	yesWash	12.41261441
HBEC1	BSA	yesWash	10.67320667
HBEC1	BSA	yesWash	11.33311698
HBEC1	BSA	yesWash	10.33744292
HBEC1	BSA	yesWash	12.83296395
HBEC1	BSA	yesWash	12.62494541
HBEC1	BSA	yesWash	5.901883366
HBEC1	BSA	yesWash	5.520234284
HBEC1	BSA	yesWash	12.13264485
HBEC1	BSA	yesWash	12.93428055
HBEC1	BSA	yesWash	10.95288196
HBEC1	BSA	yesWash	10.16392341
HBEC1	BSA	yesWash	6.449588078
HBEC1	BSA	yesWash	6.095166015
HBEC1	BSA	yesWash	12.96632669
HBEC1	BSA	yesWash	9.875426256
HBEC1	BSA	yesWash	10.41216374
HBEC1	BSA	yesWash	11.63736962
HBEC1	BSA	yesWash	7.057444596
HBEC1	BSA	yesWash	6.601134462
HBEC1	BSA	yesWash	8.454148251
HBEC1	BSA	yesWash	9.255631836
HBEC1	BSA	yesWash	11.4478633
HBEC1	BSA	yesWash	6.60202734
HBEC1	BSA	yesWash	8.723299656
HBEC1	BSA	yesWash	9.423125789
HBEC1	BSA	yesWash	10.7519012
HBEC1	BSA	yesWash	6.133492714
HBEC1	BSA	yesWash	6.59028212
HBEC1	BSA	yesWash	4.900439405
HBEC1	BSA	yesWash	6.912234709
HBEC1	BSA	yesWash	10.20827426
HBEC1	BSA	yesWash	6.820324739
HBEC1	BSA	yesWash	6.338355261
HBEC1	BSA	yesWash	6.457818403
HBEC1	BSA	yesWash	12.04591421
HBEC1	BSA	yesWash	5.885475223
HBEC1	BSA	yesWash	5.550713605
HBEC1	BSA	yesWash	6.021321352
HBEC1	BSA	yesWash	12.01021182
HBEC1	BSA	yesWash	6.66812677
HBEC1	BSA	yesWash	5.490348767
HBEC1	BSA	yesWash	6.613031457
HBEC1	BSA	yesWash	7.113153513
HBEC1	BSA	yesWash	14.94265542
HBEC1	BSA	yesWash	7.480112039
HBEC1	BSA	yesWash	8.320436344
HBEC1	BSA	yesWash	5.31506292
HBEC1	BSA	yesWash	6.832033108
HBEC1	BSA	yesWash	10.37226387
HBEC1	BSA	yesWash	12.3267313
HBEC1	BSA	yesWash	6.972222432
HBEC1	BSA	yesWash	5.844428777
HBEC1	BSA	yesWash	6.171615067
HBEC1	BSA	yesWash	11.32097531
HBEC1	BSA	yesWash	11.91362707
HBEC1	BSA	yesWash	6.179390624
HBEC1	BSA	yesWash	10.96157364
HBEC1	BSA	yesWash	10.79631858
HBEC1	BSA	yesWash	10.84208387
HBEC1	BSA	yesWash	12.68905369
HBEC1	BSA	yesWash	10.63739387
HBEC1	BSA	yesWash	7.478130544
HBEC1	BSA	yesWash	7.935713337
HBEC1	BSA	yesWash	10.75519952
HBEC1	BSA	yesWash	14.43749827
HBEC1	BSA	yesWash	10.71488811
HBEC1	BSA	yesWash	10.24834732
HBEC1	BSA	yesWash	6.600526327
HBEC1	BSA	yesWash	11.92874025
HBEC1	BSA	yesWash	11.23002428
HBEC1	BSA	yesWash	9.683662986
HBEC1	BSA	yesWash	11.63293134
HBEC1	BSA	yesWash	12.03169917
HBEC1	BSA	yesWash	10.0692173
HBEC1	BSA	yesWash	13.03387211
HBEC1	BSA	yesWash	12.56672862
HBEC1	BSA	yesWash	6.030047067
HBEC1	BSA	yesWash	10.20006395
HBEC1	BSA	yesWash	13.02098412
HBEC1	BSA	yesWash	12.55621524
HBEC1	BSA	yesWash	6.153453119
HBEC1	BSA	yesWash	8.421001826
HBEC1	BSA	yesWash	12.66818519
HBEC1	BSA	yesWash	10.81453393
HBEC1	BSA	yesWash	6.395172378
HBEC1	BSA	yesWash	6.068088822
HBEC1	BSA	yesWash	6.513991941
HBEC1	BSA	yesWash	13.08329703
HBEC1	BSA	yesWash	10.29848636
HBEC1	BSA	yesWash	6.402523748
HBEC1	BSA	yesWash	6.425498908
HBEC1	BSA	yesWash	5.377222752
HBEC1	BSA	yesWash	12.30774343
HBEC1	BSA	yesWash	10.27856279
HBEC1	BSA	yesWash	11.46097931
HBEC1	BSA	yesWash	5.264909684
HBEC1	BSA	yesWash	3.849112702
HBEC1	BSA	yesWash	14.12314711
HBEC1	BSA	yesWash	7.561990149
HBEC1	BSA	yesWash	11.95324138
HBEC1	BSA	yesWash	11.49790479
HBEC1	BSA	yesWash	6.823423806
HBEC1	BSA	yesWash	8.100293913
HBEC1	BSA	yesWash	7.017298004
HBEC1	BSA	yesWash	13.06512002
HBEC1	BSA	yesWash	7.602118273
HBEC1	BSA	yesWash	10.27046627
HBEC1	BSA	yesWash	5.679995077
HBEC1	BSA	yesWash	7.464217796
HBEC1	BSA	yesWash	10.00361001
HBEC1	BSA	yesWash	6.165570484
HBEC1	BSA	yesWash	6.405809778
HBEC1	BSA	yesWash	10.55187352
HBEC1	BSA	yesWash	5.405927446
HBEC1	BSA	yesWash	7.048665979
HBEC1	BSA	yesWash	4.963800333
HBEC1	BSA	yesWash	10.53676245
HBEC1	BSA	yesWash	10.50849097
HBEC1	BSA	yesWash	6.808237329
HBEC1	BSA	yesWash	11.7846912
HBEC1	BSA	yesWash	10.28192447
HBEC1	BSA	yesWash	7.378813111
HBEC1	BSA	yesWash	6.723678336
HBEC1	BSA	yesWash	9.625029149
HBEC1	BSA	yesWash	11.47819581
HBEC1	BSA	yesWash	5.503777788
