Donor	Treatment	Wash	CBF
HBEC4	IL13	noWash	6.350718214
HBEC4	IL13	noWash	6.096752689
HBEC4	IL13	noWash	3.056670025
HBEC4	IL13	noWash	4.657459155
HBEC4	IL13	noWash	6.273633919
HBEC4	IL13	noWash	5.846092095
HBEC4	IL13	noWash	6.019672704
HBEC4	IL13	noWash	5.778101142
HBEC4	IL13	noWash	3.651919631
HBEC4	IL13	noWash	6.003877855
HBEC4	IL13	noWash	5.86908809
HBEC4	IL13	noWash	6.416684585
HBEC4	IL13	noWash	5.672300181
HBEC4	IL13	noWash	4.874691892
HBEC4	IL13	noWash	4.417785218
HBEC4	IL13	noWash	4.865045682
HBEC4	IL13	noWash	6.610667816
HBEC4	IL13	noWash	6.741028194
HBEC4	IL13	noWash	5.285590975
HBEC4	IL13	noWash	4.10870181
HBEC4	IL13	noWash	4.264452235
HBEC4	IL13	noWash	5.919932656
HBEC4	IL13	noWash	5.181281343
HBEC4	IL13	noWash	6.094591546
HBEC4	IL13	noWash	4.924965258
HBEC4	IL13	noWash	4.135499126
HBEC4	IL13	noWash	5.050736167
HBEC4	IL13	noWash	6.058287873
HBEC4	IL13	noWash	4.324428696
HBEC4	IL13	noWash	4.778583497
HBEC4	IL13	noWash	6.496265306
HBEC4	IL13	noWash	7.047021493
HBEC4	IL13	noWash	4.031370052
HBEC4	IL13	noWash	3.280038039
HBEC4	IL13	noWash	5.757328558
HBEC4	IL13	noWash	6.518013541
HBEC4	IL13	noWash	4.455909562
HBEC4	IL13	noWash	3.273026484
HBEC4	IL13	noWash	5.471403574
HBEC4	IL13	noWash	4.815225901
HBEC4	IL13	noWash	5.390129263
HBEC4	IL13	noWash	4.233504905
HBEC4	IL13	noWash	4.620948455
HBEC4	IL13	noWash	4.836401304
HBEC4	IL13	noWash	4.832139192
HBEC4	IL13	noWash	5.412412787
HBEC4	IL13	noWash	5.778465752
HBEC4	IL13	noWash	5.980040137
HBEC4	IL13	noWash	8.220498217
HBEC4	IL13	noWash	3.887198964
HBEC4	IL13	noWash	4.808836007
HBEC4	IL13	noWash	5.276226546
HBEC4	IL13	noWash	5.984708831
HBEC4	IL13	noWash	8.219154677
HBEC4	IL13	noWash	3.402312908
HBEC4	IL13	noWash	4.484497144
HBEC4	IL13	noWash	6.423532482
HBEC4	IL13	noWash	6.584840789
HBEC4	IL13	noWash	5.74602997
HBEC4	IL13	noWash	4.106948832
HBEC4	IL13	noWash	6.062415282
HBEC4	IL13	noWash	5.737528843
HBEC4	IL13	noWash	5.053347176
HBEC4	IL13	noWash	6.04923697
HBEC4	IL13	noWash	5.833903136
HBEC4	IL13	noWash	4.389270803
HBEC4	IL13	noWash	4.457343596
HBEC4	IL13	noWash	5.672059862
HBEC4	IL13	noWash	6.561520096
HBEC4	IL13	noWash	4.437387398
HBEC4	IL13	noWash	4.246853303
HBEC4	IL13	noWash	5.332841578
HBEC4	IL13	noWash	3.685703443
HBEC4	IL13	noWash	4.225604645
HBEC4	IL13	noWash	4.278763044
HBEC4	IL13	noWash	4.47421467
HBEC4	IL13	noWash	5.74070712
HBEC4	IL13	noWash	4.601059425
HBEC4	IL13	noWash	6.744506587
HBEC4	IL13	noWash	6.723240021
HBEC4	IL13	noWash	5.695757027
HBEC4	IL13	noWash	4.835276327
HBEC4	IL13	noWash	4.588589345
HBEC4	IL13	noWash	5.483005423
HBEC4	IL13	noWash	5.931388972
HBEC4	IL13	noWash	6.481954666
HBEC4	IL13	noWash	4.325907375
HBEC4	IL13	noWash	4.958318828
HBEC4	IL13	noWash	4.646530794
HBEC4	IL13	noWash	3.653124314
HBEC4	IL13	noWash	6.166421411
HBEC4	IL13	noWash	6.507272861
HBEC4	IL13	noWash	5.857232517
HBEC4	IL13	noWash	6.367531688
HBEC4	IL13	noWash	7.885742389
HBEC4	IL13	noWash	4.312534574
HBEC4	IL13	noWash	4.779786798
HBEC4	IL13	noWash	6.326278629
HBEC4	IL13	noWash	6.246101846
HBEC4	IL13	noWash	4.76883747
HBEC4	IL13	noWash	5.46488488
HBEC4	IL13	noWash	3.886897018
HBEC4	IL13	noWash	5.560376534
HBEC4	IL13	noWash	5.397696328
HBEC4	IL13	noWash	5.313133645
HBEC4	IL13	noWash	5.243845688
HBEC4	IL13	noWash	5.784110981
HBEC4	IL13	noWash	4.637969645
HBEC4	IL13	noWash	5.090211425
HBEC4	IL13	noWash	5.041629696
HBEC4	IL13	noWash	5.906328906
HBEC4	IL13	noWash	5.250590719
HBEC4	IL13	noWash	6.713050877
HBEC4	IL13	noWash	6.117557546
HBEC4	IL13	noWash	4.725141434
HBEC4	IL13	noWash	6.375390387
HBEC4	IL13	noWash	6.323845728
HBEC4	IL13	noWash	5.994331452
HBEC4	IL13	noWash	7.604945762
HBEC4	IL13	noWash	4.400054055
HBEC4	IL13	noWash	5.811415671
HBEC4	IL13	noWash	4.792603646
HBEC4	IL13	noWash	5.946397686
HBEC4	IL13	noWash	7.214156561
HBEC4	IL13	noWash	4.112986369
HBEC4	IL13	noWash	5.595705136
HBEC4	IL13	noWash	3.079953424
HBEC4	IL13	noWash	4.378524496
HBEC4	IL13	noWash	6.474710816
HBEC4	IL13	noWash	7.894641923
HBEC4	IL13	noWash	4.446489355
HBEC4	IL13	noWash	4.502525984
HBEC4	IL13	noWash	4.959052121
HBEC4	IL13	noWash	7.941895998
HBEC4	IL13	noWash	5.535290417
HBEC4	IL13	noWash	4.453878212
HBEC4	IL13	noWash	5.863103796
HBEC4	IL13	noWash	5.281519207
HBEC4	IL13	noWash	4.303468055
HBEC4	IL13	noWash	7.736102128
HBEC4	IL13	noWash	4.468418973
HBEC4	IL13	noWash	4.638833221
HBEC4	IL13	noWash	4.698649421
HBEC4	IL13	noWash	6.643159165
HBEC4	IL13	noWash	4.471463434
HBEC4	IL13	noWash	6.487818688
HBEC4	IL13	noWash	4.907384852
HBEC4	IL13	noWash	5.220238474
HBEC4	IL13	noWash	4.92873533
HBEC4	IL13	noWash	6.322979857
HBEC4	IL13	noWash	4.493816192
HBEC4	IL13	noWash	5.893568657
HBEC4	IL13	noWash	7.649952827
HBEC4	IL13	noWash	4.796877627
HBEC4	IL13	noWash	5.992520117
HBEC4	IL13	noWash	6.946452631
HBEC4	IL13	noWash	5.627293676
HBEC4	IL13	noWash	3.237056356
HBEC4	IL13	noWash	4.443399692
HBEC4	IL13	noWash	4.761620994
HBEC4	IL13	noWash	6.386729713
HBEC4	IL13	noWash	6.901592739
HBEC4	IL13	noWash	6.337091685
HBEC4	IL13	noWash	4.873330617
HBEC4	IL13	noWash	6.525992734
HBEC4	IL13	noWash	7.336394416
HBEC4	IL13	noWash	6.283242399
HBEC4	IL13	noWash	5.136416205
HBEC4	IL13	noWash	4.286782482
HBEC4	IL13	noWash	5.862074964
HBEC4	IL13	noWash	7.469914981
HBEC4	IL13	noWash	5.160647651
HBEC4	IL13	noWash	6.108812842
HBEC4	IL13	noWash	4.23668667
HBEC4	IL13	noWash	4.632852627
HBEC4	IL13	noWash	6.341115356
HBEC4	IL13	noWash	4.471440436
HBEC4	IL13	noWash	5.237003316
HBEC4	IL13	noWash	4.081828109
HBEC4	IL13	noWash	5.062642816
HBEC4	IL13	noWash	5.743420952
HBEC4	IL13	noWash	6.733643683
HBEC4	IL13	noWash	5.347462218
HBEC4	IL13	noWash	4.219897952
HBEC4	IL13	noWash	3.948676055
HBEC4	IL13	noWash	2.776735192
HBEC4	IL13	noWash	6.304330693
HBEC4	IL13	noWash	5.613211976
HBEC4	IL13	noWash	4.240444162
HBEC4	IL13	noWash	6.292606515
HBEC4	IL13	noWash	3.213594918
HBEC4	IL13	noWash	6.583512306
HBEC4	IL13	noWash	4.145742361
HBEC4	IL13	noWash	6.143730066
HBEC4	IL13	noWash	6.114922448
HBEC4	IL13	noWash	3.934959697
HBEC4	IL13	noWash	5.931910066
HBEC4	IL13	noWash	3.93436315
HBEC4	IL13	noWash	3.227244218
HBEC4	IL13	noWash	5.651626075
HBEC4	IL13	noWash	7.01661761
HBEC4	IL13	noWash	5.33304085
HBEC4	IL13	noWash	4.063197355
HBEC4	IL13	noWash	3.32549613
HBEC4	IL13	noWash	7.171523608
HBEC4	IL13	noWash	7.061218627
HBEC4	IL13	noWash	6.07477604
HBEC4	IL13	noWash	6.125032515
HBEC4	IL13	noWash	4.168704565
HBEC4	IL13	noWash	7.719420465
HBEC4	IL13	noWash	7.031037896
HBEC4	IL13	noWash	6.320454119
HBEC4	IL13	noWash	5.608338568
HBEC4	IL13	noWash	4.136766899
HBEC4	IL13	noWash	6.637758752
HBEC4	IL13	noWash	6.607822208
HBEC4	IL13	noWash	3.808159256
HBEC4	IL13	noWash	6.917201079
HBEC4	IL13	noWash	2.644934865
HBEC4	IL13	noWash	4.655380232
HBEC4	IL13	noWash	6.33487023
HBEC4	IL13	noWash	4.593116784
HBEC4	IL13	noWash	5.89368777
HBEC4	IL13	noWash	5.052685395
HBEC4	IL13	noWash	5.177750436
HBEC4	IL13	noWash	5.812323049
HBEC4	IL13	noWash	3.30910353
HBEC4	IL13	noWash	6.292722507
HBEC4	IL13	noWash	5.771046777
HBEC4	IL13	noWash	4.727257939
HBEC4	IL13	noWash	4.738323632
HBEC4	IL13	noWash	5.17057336
HBEC4	IL13	noWash	6.74788107
HBEC4	IL13	noWash	6.028622727
HBEC4	IL13	noWash	4.90430048
HBEC4	IL13	noWash	5.912598636
HBEC4	IL13	noWash	7.141481523
HBEC4	IL13	noWash	5.633664778
HBEC4	IL13	noWash	4.377238516
HBEC4	IL13	noWash	7.133430528
HBEC4	IL13	noWash	6.717296313
HBEC4	IL13	noWash	5.583961915
HBEC4	IL13	noWash	7.119652379
HBEC4	IL13	noWash	5.444492704
HBEC4	IL13	noWash	3.208436123
HBEC4	IL13	noWash	4.078067793
HBEC4	IL13	noWash	5.165622891
HBEC4	IL13	noWash	6.560422621
HBEC4	IL13	noWash	4.796581121
HBEC4	IL13	noWash	4.639536835
HBEC4	IL13	noWash	3.551388943
HBEC4	IL13	noWash	6.094412527
HBEC4	IL13	noWash	6.221014629
HBEC4	IL13	noWash	6.401462873
HBEC4	IL13	noWash	5.112549333
HBEC4	IL13	noWash	4.542553514
HBEC4	IL13	noWash	3.447825738
HBEC4	IL13	noWash	9.0739095
HBEC4	IL13	noWash	4.810064622
HBEC4	IL13	noWash	6.165039882
HBEC4	IL13	noWash	5.24744513
HBEC4	IL13	noWash	3.410374946
HBEC4	IL13	noWash	6.229077948
HBEC4	IL13	noWash	4.772846671
HBEC4	IL13	noWash	5.756303213
HBEC4	IL13	noWash	5.068844185
HBEC4	IL13	noWash	3.273877603
HBEC4	IL13	noWash	4.838809565
HBEC4	IL13	noWash	6.865572907
HBEC4	IL13	noWash	4.736152449
HBEC4	IL13	noWash	3.52738649
HBEC4	IL13	noWash	6.154650022
HBEC4	IL13	noWash	4.638974063
HBEC4	IL13	noWash	4.231445179
HBEC4	IL13	noWash	7.143582405
HBEC4	IL13	noWash	7.413644164
HBEC4	IL13	noWash	3.833015395
HBEC4	IL13	noWash	6.465418784
HBEC4	IL13	noWash	3.955217702
HBEC4	IL13	noWash	4.190229413
HBEC4	IL13	noWash	7.339258323
HBEC4	IL13	noWash	4.811618098
HBEC4	IL13	noWash	3.230162664
HBEC4	IL13	noWash	7.100119837
HBEC4	IL13	noWash	5.146567646
HBEC4	IL13	noWash	4.446520154
HBEC4	IL13	noWash	5.255179505
HBEC4	IL13	noWash	7.67701136
HBEC4	IL13	noWash	5.175868165
HBEC4	IL13	noWash	4.822815304
HBEC4	IL13	noWash	4.699832683
HBEC4	IL13	noWash	5.837011477
HBEC4	IL13	noWash	5.288521268
HBEC4	IL13	noWash	7.098258499
HBEC4	IL13	noWash	4.25117744
HBEC4	IL13	noWash	4.288960378
HBEC4	IL13	noWash	6.149885722
HBEC4	IL13	noWash	7.449302007
HBEC4	IL13	noWash	5.513510448
HBEC4	IL13	noWash	3.859960432
HBEC4	IL13	noWash	5.393163392
HBEC4	IL13	noWash	5.367519089
HBEC4	IL13	noWash	4.940167827
HBEC4	IL13	noWash	5.036676896
HBEC4	IL13	noWash	6.277914488
HBEC4	IL13	noWash	5.190274146
HBEC4	IL13	noWash	4.383390473
HBEC4	IL13	noWash	6.799069897
HBEC4	IL13	noWash	6.510416764
HBEC4	IL13	noWash	5.467262194
HBEC4	IL13	noWash	4.623830113
HBEC4	IL13	noWash	8.394765546
HBEC4	IL13	noWash	6.904128739
HBEC4	IL13	noWash	5.620953261
HBEC4	IL13	noWash	4.368307573
HBEC4	IL13	noWash	8.402145944
HBEC4	IL13	noWash	5.550998891
HBEC4	IL13	noWash	4.989716337
HBEC4	IL13	noWash	5.325522077
HBEC4	IL13	noWash	6.486828519
HBEC4	IL13	noWash	5.686357613
HBEC4	IL13	noWash	5.163871586
HBEC4	IL13	noWash	5.499836268
HBEC4	IL13	noWash	5.878433822
HBEC4	IL13	noWash	3.936052147
HBEC4	IL13	noWash	9.393863175
HBEC4	IL13	noWash	5.441813668
HBEC4	IL13	noWash	5.261484785
HBEC4	IL13	noWash	3.208267967
HBEC4	IL13	noWash	9.355802621
HBEC4	IL13	noWash	5.82919289
HBEC4	IL13	noWash	2.572497823
HBEC4	IL13	noWash	4.380066954
HBEC4	IL13	noWash	3.607017667
HBEC4	IL13	noWash	5.834945341
HBEC4	IL13	noWash	3.208260925
HBEC4	IL13	noWash	6.876056582
HBEC4	IL13	noWash	3.454514067
HBEC4	IL13	noWash	5.785915809
HBEC4	IL13	noWash	7.48138423
HBEC4	IL13	noWash	5.047693347
HBEC4	IL13	noWash	4.289201084
HBEC4	IL13	noWash	4.190357976
HBEC4	IL13	noWash	5.796521776
HBEC4	IL13	noWash	4.963030422
HBEC4	IL13	noWash	4.651297934
HBEC4	IL13	noWash	3.562543097
HBEC4	IL13	noWash	4.167317218
HBEC4	IL13	noWash	6.05571394
HBEC4	IL13	noWash	7.148523381
HBEC4	IL13	noWash	3.578316545
HBEC4	IL13	noWash	4.264152903
HBEC4	IL13	noWash	5.533408017
HBEC4	IL13	noWash	4.285238286
HBEC4	IL13	noWash	4.771834118
HBEC4	IL13	noWash	4.602049121
HBEC4	IL13	noWash	4.310125145
HBEC4	IL13	noWash	5.11491313
HBEC4	IL13	noWash	4.629679952
HBEC4	IL13	noWash	5.65654724
HBEC4	IL13	noWash	5.192705623
HBEC4	IL13	noWash	3.863532156
HBEC4	IL13	noWash	4.399910522
HBEC4	IL13	noWash	4.777778052
HBEC4	IL13	noWash	7.015304799
HBEC4	IL13	noWash	6.183312672
HBEC4	IL13	noWash	3.755616236
HBEC4	IL13	noWash	3.480302782
HBEC4	IL13	noWash	5.939691222
HBEC4	IL13	noWash	6.832719114
HBEC4	IL13	noWash	6.576167114
HBEC4	IL13	noWash	4.552836834
HBEC4	IL13	noWash	6.462074303
HBEC4	IL13	noWash	6.703584219
HBEC4	IL13	noWash	6.030614678
HBEC4	IL13	noWash	4.724582419
HBEC4	IL13	noWash	3.741172109
HBEC4	IL13	noWash	6.1658258
HBEC4	IL13	noWash	6.092701341
HBEC4	IL13	noWash	6.609680367
HBEC4	IL13	noWash	5.463132188
HBEC4	IL13	noWash	6.415467297
HBEC4	IL13	noWash	4.545675407
HBEC4	IL13	noWash	4.593537549
HBEC4	IL13	noWash	5.2631234
HBEC4	IL13	noWash	4.393728673
HBEC4	IL13	noWash	4.678431987
HBEC4	IL13	noWash	6.370314155
HBEC4	IL13	noWash	6.908129912
HBEC4	IL13	noWash	6.900190576
HBEC4	IL13	noWash	5.391610649
HBEC4	IL13	noWash	5.663227793
HBEC4	IL13	noWash	7.477301709
HBEC4	IL13	noWash	6.313262492
HBEC4	IL13	noWash	5.204320536
HBEC4	IL13	noWash	9.315264852
HBEC4	IL13	noWash	6.060430082
HBEC4	IL13	noWash	6.192398066
HBEC4	IL13	noWash	4.89628637
HBEC4	IL13	noWash	2.892770613
HBEC4	IL13	noWash	3.729831972
HBEC4	IL13	noWash	6.00957679
HBEC4	IL13	noWash	6.756072098
HBEC4	IL13	noWash	5.084741721
HBEC4	IL13	noWash	4.196257144
HBEC4	IL13	noWash	5.844547832
HBEC4	IL13	noWash	4.750437664
HBEC4	IL13	noWash	6.030214201
HBEC4	IL13	noWash	5.936769889
HBEC4	IL13	noWash	4.44582293
HBEC4	IL13	noWash	6.208945464
HBEC4	IL13	noWash	4.684395841
HBEC4	IL13	noWash	4.427061118
HBEC4	IL13	noWash	6.095328911
HBEC4	IL13	noWash	6.210169655
HBEC4	IL13	noWash	5.360035997
HBEC4	IL13	noWash	4.272058139
HBEC4	IL13	noWash	4.82828813
HBEC4	IL13	noWash	4.580412987
HBEC4	IL13	noWash	4.271316919
HBEC4	IL13	noWash	5.010162206
HBEC4	IL13	noWash	5.658834053
HBEC4	IL13	noWash	4.742439209
HBEC4	IL13	noWash	6.117640986
HBEC4	IL13	noWash	6.466355538
HBEC4	IL13	noWash	6.71978302
HBEC4	IL13	noWash	3.948690076
HBEC4	IL13	noWash	5.170116175
HBEC4	IL13	noWash	3.685215725
HBEC4	IL13	noWash	6.262458256
HBEC4	IL13	noWash	6.635031765
HBEC4	IL13	noWash	7.264531989
HBEC4	IL13	noWash	3.738879252
HBEC4	IL13	noWash	6.764918306
HBEC4	IL13	noWash	5.430169946
HBEC4	IL13	noWash	6.525625201
HBEC4	IL13	noWash	6.419881978
HBEC4	IL13	noWash	3.454978093
HBEC4	IL13	noWash	6.989787428
HBEC4	IL13	noWash	6.287121396
HBEC4	IL13	noWash	5.420484562
HBEC4	IL13	noWash	6.842622594
HBEC4	IL13	noWash	7.003831968
HBEC4	IL13	noWash	6.576815479
HBEC4	IL13	noWash	5.055148572
HBEC4	IL13	noWash	5.373099123
HBEC4	IL13	noWash	6.084468536
HBEC4	IL13	noWash	5.803466144
HBEC4	IL13	noWash	5.768736537
HBEC4	IL13	noWash	4.898161554
HBEC4	IL13	noWash	5.474011094
HBEC4	IL13	noWash	6.108719362
HBEC4	IL13	noWash	6.837026466
HBEC4	IL13	noWash	5.6377774
HBEC4	IL13	noWash	4.58102498
HBEC4	IL13	noWash	5.378086547
HBEC4	IL13	noWash	6.347382481
HBEC4	IL13	noWash	7.575527729
HBEC4	IL13	noWash	6.29254742
HBEC4	IL13	noWash	4.017805113
HBEC4	IL13	noWash	6.513144856
HBEC4	IL13	noWash	3.722218945
HBEC4	IL13	noWash	6.576928673
HBEC4	IL13	noWash	6.675084377
HBEC4	IL13	noWash	4.60259191
HBEC4	IL13	noWash	6.296637922
HBEC4	IL13	noWash	4.158068512
HBEC4	IL13	noWash	4.444391774
HBEC4	IL13	noWash	4.372280046
HBEC4	IL13	noWash	6.564071341
HBEC4	IL13	noWash	4.757380345
HBEC4	IL13	noWash	4.331122318
HBEC4	IL13	noWash	5.853944193
HBEC4	IL13	noWash	4.689481301
HBEC4	IL13	noWash	7.076234003
HBEC4	IL13	noWash	4.79285033
HBEC4	IL13	noWash	4.786245067
HBEC4	IL13	noWash	4.855229652
HBEC4	IL13	noWash	4.533095946
HBEC4	IL13	noWash	5.80471136
HBEC4	IL13	noWash	5.812052341
HBEC4	IL13	noWash	4.690091387
HBEC4	IL13	noWash	5.653123801
HBEC4	IL13	noWash	4.756288712
HBEC4	IL13	noWash	5.950928374
HBEC4	IL13	noWash	5.689846266
HBEC4	IL13	noWash	4.388796034
HBEC4	IL13	noWash	4.818392322
HBEC4	IL13	noWash	3.633997666
HBEC4	IL13	noWash	6.916265995
HBEC4	IL13	noWash	4.783133532
HBEC4	IL13	noWash	5.685227948
HBEC4	IL13	noWash	3.596134484
HBEC4	IL13	noWash	4.860166722
HBEC4	IL13	noWash	5.048922463
HBEC4	IL13	noWash	6.344751868
HBEC4	IL13	noWash	8.822365154
HBEC4	IL13	noWash	5.848807554
HBEC4	IL13	noWash	4.963277021
HBEC4	IL13	noWash	5.517111401
HBEC4	IL13	noWash	4.705489489
HBEC4	IL13	noWash	5.888293578
HBEC4	IL13	noWash	6.24481763
HBEC4	IL13	noWash	5.106207775
HBEC4	IL13	noWash	7.691625792
HBEC4	IL13	noWash	6.277912293
HBEC4	IL13	noWash	5.313463967
HBEC4	IL13	noWash	8.758781322
HBEC4	IL13	noWash	4.953413558
HBEC4	IL13	noWash	5.136220733
HBEC4	IL13	noWash	6.214372241
HBEC4	IL13	noWash	8.352820554
HBEC4	IL13	noWash	5.342193408
HBEC4	IL13	noWash	5.362004596
HBEC4	IL13	noWash	6.213544894
HBEC4	IL13	noWash	6.201318884
HBEC4	IL13	noWash	3.208436123
HBEC4	IL13	noWash	5.377718395
HBEC4	IL13	noWash	6.44622831
HBEC4	IL13	noWash	7.713143457
HBEC4	IL13	noWash	4.540731623
HBEC4	IL13	noWash	4.564687521
HBEC4	IL13	noWash	6.55872688
HBEC4	IL13	noWash	7.721890973
HBEC4	IL13	noWash	6.543345173
HBEC4	IL13	noWash	3.208436123
HBEC4	IL13	noWash	4.135258606
HBEC4	IL13	noWash	6.363218625
HBEC4	IL13	noWash	6.511221431
HBEC4	IL13	noWash	4.285783162
HBEC4	IL13	noWash	4.844789029
HBEC4	IL13	noWash	6.10895383
HBEC4	IL13	noWash	6.444374512
HBEC4	IL13	noWash	7.404039437
HBEC4	IL13	noWash	4.960841538
HBEC4	IL13	noWash	6.283260959
HBEC4	IL13	noWash	6.134507854
HBEC4	IL13	noWash	5.731731706
HBEC4	IL13	noWash	4.876289567
HBEC4	IL13	noWash	4.063151945
HBEC4	IL13	noWash	4.08175866
HBEC4	IL13	noWash	7.001144075
HBEC4	IL13	noWash	5.575836515
HBEC4	IL13	noWash	4.924237374
HBEC4	IL13	noWash	4.772390317
HBEC4	IL13	noWash	3.992544986
HBEC4	IL13	noWash	7.031937508
HBEC4	IL13	noWash	8.406700358
HBEC4	IL13	noWash	4.724823915
HBEC4	IL13	noWash	4.870243929
HBEC4	IL13	noWash	6.602101978
HBEC4	IL13	noWash	5.126839617
HBEC4	IL13	noWash	6.713247683
HBEC4	IL13	noWash	4.681270153
HBEC4	IL13	noWash	5.361809102
HBEC4	IL13	noWash	6.444292878
HBEC4	IL13	noWash	6.586276417
HBEC4	IL13	noWash	3.239010137
HBEC4	IL13	noWash	4.887298462
HBEC4	IL13	noWash	5.998251834
HBEC4	IL13	noWash	6.709207694
HBEC4	IL13	noWash	6.639777757
HBEC4	IL13	noWash	6.455587555
HBEC4	IL13	noWash	4.556519
HBEC4	IL13	noWash	6.018351616
HBEC4	IL13	noWash	6.851447749
HBEC4	IL13	noWash	8.066656462
HBEC4	IL13	noWash	4.761493098
HBEC4	IL13	noWash	6.857426074
HBEC4	IL13	noWash	6.99465409
HBEC4	IL13	noWash	5.746172457
HBEC4	IL13	noWash	5.024653367
HBEC4	IL13	noWash	7.023076393
HBEC4	IL13	noWash	6.087466453
HBEC4	IL13	noWash	4.618020552
HBEC4	IL13	noWash	5.458713277
HBEC4	IL13	noWash	5.936274015
HBEC4	IL13	noWash	7.17338649
HBEC4	IL13	noWash	7.78439727
HBEC4	IL13	noWash	6.378523091
HBEC4	IL13	noWash	7.830804809
HBEC4	IL13	noWash	4.378562094
HBEC4	IL13	noWash	5.257918711
HBEC4	IL13	noWash	6.389983874
HBEC4	IL13	noWash	6.66972751
HBEC4	IL13	noWash	4.440900873
HBEC4	IL13	noWash	4.012576264
HBEC4	IL13	noWash	7.120125983
HBEC4	IL13	noWash	4.251113518
HBEC4	IL13	noWash	3.788682995
HBEC4	IL13	noWash	3.907060776
HBEC4	IL13	noWash	4.452575445
HBEC4	IL13	noWash	6.554251479
HBEC4	IL13	noWash	7.353913101
HBEC4	IL13	noWash	6.557987227
HBEC4	IL13	noWash	7.187216141
HBEC4	IL13	noWash	4.918051822
HBEC4	IL13	noWash	6.661714978
HBEC4	IL13	noWash	6.344596503
HBEC4	IL13	noWash	5.712381404
HBEC4	IL13	noWash	5.107586201
HBEC4	IL13	noWash	4.554489208
HBEC4	IL13	noWash	5.96236726
HBEC4	IL13	noWash	5.836922527
HBEC4	IL13	noWash	6.183299951
HBEC4	IL13	noWash	4.748947197
HBEC4	IL13	noWash	4.443283399
HBEC4	IL13	noWash	6.470255417
HBEC4	IL13	noWash	6.604658835
HBEC4	IL13	noWash	4.309894491
HBEC4	IL13	noWash	4.773864973
HBEC4	IL13	noWash	6.743727268
HBEC4	IL13	noWash	6.919148723
HBEC4	IL13	noWash	6.279815908
HBEC4	IL13	noWash	4.030566661
HBEC4	IL13	noWash	4.038428714
HBEC4	IL13	noWash	5.560423907
HBEC4	IL13	noWash	6.388315724
HBEC4	IL13	noWash	6.646396529
HBEC4	IL13	noWash	3.11296921
HBEC4	IL13	noWash	4.369111988
HBEC4	IL13	noWash	6.012879124
HBEC4	IL13	noWash	6.850287519
HBEC4	IL13	noWash	6.250401146
HBEC4	IL13	noWash	8.437646585
HBEC4	IL13	noWash	2.810067967
HBEC4	IL13	noWash	4.482966094
HBEC4	IL13	noWash	6.077837082
HBEC4	IL13	noWash	6.773623559
HBEC4	IL13	noWash	5.688250771
HBEC4	IL13	noWash	4.568420521
HBEC4	IL13	noWash	6.960953073
HBEC4	IL13	noWash	5.446435093
HBEC4	IL13	noWash	7.790386001
HBEC4	IL13	noWash	3.208436123
HBEC4	IL13	noWash	5.853562778
HBEC4	IL13	noWash	6.344173695
HBEC4	IL13	noWash	5.420041504
HBEC4	IL13	noWash	6.965673849
HBEC4	IL13	noWash	6.463669247
HBEC4	IL13	noWash	5.062380906
HBEC4	IL13	noWash	6.672094243
HBEC4	IL13	noWash	4.736060027
HBEC4	IL13	noWash	2.451921078
HBEC4	IL13	noWash	4.95872638
HBEC4	IL13	noWash	7.912252257
HBEC4	IL13	noWash	7.820928597
HBEC4	IL13	noWash	3.320129996
HBEC4	IL13	noWash	6.477430678
HBEC4	IL13	noWash	6.710092416
HBEC4	IL13	noWash	4.361172989
HBEC4	IL13	noWash	3.553783525
HBEC4	IL13	noWash	4.335544057
HBEC4	IL13	noWash	6.667440046
HBEC4	IL13	noWash	3.860724395
HBEC4	IL13	noWash	4.269356593
HBEC4	IL13	noWash	4.19989283
HBEC4	IL13	noWash	4.256680742
HBEC4	IL13	noWash	6.135334621
HBEC4	IL13	noWash	5.940872919
HBEC4	IL13	noWash	6.100208582
HBEC4	IL13	noWash	5.667874006
HBEC4	IL13	noWash	6.158694514
HBEC4	IL13	noWash	6.323598004
HBEC4	IL13	noWash	6.300015189
HBEC4	IL13	noWash	6.023680071
HBEC4	IL13	noWash	5.044521978
HBEC4	IL13	noWash	6.95467019
HBEC4	IL13	noWash	5.870218594
HBEC4	IL13	noWash	7.441539909
HBEC4	IL13	noWash	4.908085844
HBEC4	IL13	noWash	4.3271389
HBEC4	IL13	noWash	4.445422234
HBEC4	IL13	noWash	5.898194838
HBEC4	IL13	noWash	5.976762109
HBEC4	IL13	noWash	7.34934482
HBEC4	IL13	noWash	4.604804422
HBEC4	IL13	noWash	5.01608719
HBEC4	IL13	noWash	7.131327941
HBEC4	IL13	noWash	6.097168707
HBEC4	IL13	noWash	7.009671859
HBEC4	IL13	noWash	5.259173988
HBEC4	IL13	noWash	5.115543786
HBEC4	IL13	noWash	4.043810434
HBEC4	IL13	noWash	6.651833439
HBEC4	IL13	noWash	6.436047504
HBEC4	IL13	noWash	6.101214801
HBEC4	IL13	noWash	5.516809163
HBEC4	IL13	noWash	5.623294731
HBEC4	IL13	noWash	5.861453217
HBEC4	IL13	noWash	6.554008319
HBEC4	IL13	noWash	3.945830433
HBEC4	IL13	noWash	5.563492975
HBEC4	IL13	noWash	5.993533424
HBEC4	IL13	noWash	6.472469979
HBEC4	IL13	noWash	4.019570726
HBEC4	IL13	noWash	3.43904977
HBEC4	IL13	noWash	6.227549498
HBEC4	IL13	noWash	4.288367993
