raw_reads	filt_reads	filt_UMI	mapped_reads	pct_mapped_reads	reads_in_gene	pct_reads_in_gene	genes_detected	UMI_in_gene	MT_reads	pct_MT_reads	UMI_in_gene_per_mapped_reads
91497.3.56.36	1213598	1189117	35221	1028269	84.8270494323266	874159	72.1610777854033	5986	21624	85602	7.05914231879696	0.0333406773646493
91497.3.56.45	2104512	2050951	58637	1782072	84.8424839850636	1573267	74.9819969328614	9402	39945	98530	4.68710762457164	0.0346680449773972
91497.3.56.48	1203292	1185800	41179	994043	82.6772417218741	819835	68.2170635540207	6533	23131	117098	9.7389667114352	0.0386125361823198
91497.3.56.53	521447	510167	15656	320953	61.6518554268705	285179	54.8229925985553	3458	8808	72346	13.8599013642378	0.0437097024308201
91497.3.56.54	1955597	1911785	52820	1593898	81.6127613108674	1426519	73.1048771755824	8132	34728	191363	9.79183724632441	0.0340276273332917
91497.3.56.60	526083	515880	14688	323229	61.4807112976183	291370	55.4635184539253	2591	7616	60795	11.5753472751096	0.0373020298658349
91497.3.56.62	728069	715170	20347	506688	69.6325586112392	457222	62.863531687188	3613	11189	77992	10.738388226857	0.0350313499924416
91497.3.56.9	1124842	1098546	32643	967202	86.1212305087378	849528	75.7035479585596	6236	22215	179863	15.9902909817904	0.0369729752618879
91497.3.57.12	115078	112412	3901	98394	85.6280388513445	89059	77.5668656885204	1084	2414	5476	4.75760588085173	0.0408599430648079
91497.3.57.26	166725	162866	5544	131327	78.8554801429849	119518	71.8143612569807	1378	3284	16037	9.637720146367	0.0401080069571185
91497.3.57.2	2001756	1971302	62292	1787339	89.3677271075622	1458720	72.9157652018704	9351	38715	53613	2.67721442775777	0.0338253116361923
91497.3.57.36	934908	913455	28184	763446	81.7997063704844	674231	72.2969060218498	5184	17488	108591	11.6352388578854	0.0366522236171441
91497.3.57.43	1605981	1574265	53745	1334973	83.1914336052319	1091044	68.0175671987883	8234	30188	99129	6.16650005068096	0.0371379691907255
91497.3.57.46	729858	716705	21084	553173	75.8525305798776	493914	67.7729603647595	3857	12366	95074	13.0081227615785	0.0357837838049538
91497.3.57.50	952710	932792	29574	692604	72.8276756718316	620911	65.3401233867026	4899	17443	87232	9.16753555187619	0.0409029223359446
91497.3.57.53	762280	746073	22035	519182	68.1979011384831	463924	60.9859568647649	4035	12573	35203	4.60558432832737	0.0387333253095819
91497.3.57.57	3080835	3007781	92057	2539270	82.5769320282238	2244556	73.0455751900101	11290	58902	279074	9.06598446615738	0.0368929137791507
91497.3.57.59	594020	581642	17015	369890	62.3342444691721	328626	55.4417914911391	3176	8856	46708	7.86586904052576	0.0378060466430327
91497.3.57.67	1973329	1928071	58938	1606546	81.5355629967214	1402187	71.219110634993	9166	35810	59463	3.01852295039692	0.0354987901274779
91497.3.57.6	515522	504330	15550	443707	86.178150611494	391789	76.1763204335424	3555	10139	25955	5.04700002956709	0.0363992777594775
91497.3.57.8	2121784	2090740	66252	1873368	88.3595931327081	1599934	75.5024576152423	8474	39121	109561	5.16867619450047	0.0339146753067672
91497.3.58.0	1060417	1044872	31340	954131	90.0643321308205	816501	77.1295690473171	5373	19349	86523	8.17224617434398	0.0324893323966578
91497.3.58.12	463783	458013	15246	424758	91.6460167939276	342152	73.8561153625399	3029	8449	17106	3.6890911017024	0.0333837645308881
91497.3.58.13	73156	71041	2634	59541	81.6109750168494	55502	76.101387907995	681	1606	10253	14.0680674253323	0.0455573490346446
91497.3.58.20	944	937	20	928	98.410606922707	924	97.9957346181939	0	0	204	22.1384119514333	0
91497.3.58.23	596434	584641	20494	539854	90.6275862796636	466071	78.2886272338073	4272	12279	25363	4.2549504034432	0.0376050022117392
91497.3.58.29	723613	709570	21763	525025	72.6439309552888	464978	64.3918413160616	3944	12199	40076	5.54743133316535	0.0374124864243457
91497.3.58.30	1455386	1430365	45270	1227611	84.4324128012772	1036025	71.2973132852388	6817	25417	73193	5.0327292443267	0.033425386249468
91497.3.58.41	492221	482040	14033	321593	65.4563155051478	281329	57.3027480742397	2982	8105	55443	11.2731427011788	0.0396253316843117
91497.3.58.43	2027083	1998634	59911	1755517	86.6695569699887	1452797	71.7400028859438	8013	34733	136418	6.73034148726982	0.0319606555795039
91497.3.58.46	2534999	2501506	73542	2193537	86.5676339753876	1845764	72.8633045590967	8800	42553	197923	7.81574257700806	0.0311564461925036
91497.3.58.52	440127	430491	12604	307694	70.0812377727553	279134	63.635346828291	2695	7445	45747	10.4177544520043	0.0384890203314133
91497.3.58.5	825592	806927	26297	723139	87.7410180701461	647966	78.6569832351193	4823	16709	99822	12.1234717056536	0.0379439402312151
91497.3.58.61	2337813	2285814	76137	1967375	84.2655765690177	1646931	70.6015619783646	10387	45399	111812	4.78252240374078	0.037386673571113
91497.3.58.64	1669165	1631971	48848	1349731	80.9776721129192	1169761	70.2388205966715	7514	29483	156593	9.39823452480581	0.0346378379331962
91497.3.59.13	373145	365797	13545	329921	88.5472923024906	283906	76.2309632310409	2844	7556	20877	5.60635847133943	0.0387210247668341
91497.3.59.14	119962	117251	4850	101321	84.6024015018613	90462	75.5213466688446	1272	2762	6782	5.66404136968158	0.046247061866125
91497.3.59.1	472687	461038	14612	407048	86.2725869822364	365799	77.6036986988769	3456	9740	40446	8.57259428255608	0.0388179275566137
91497.3.59.33	431846	422774	12597	297589	68.9637594489395	267489	62.0377103336778	2652	7188	42070	9.73279838381952	0.0384433645315454
91497.3.59.34	610755	589442	20802	460480	75.5948896762438	403594	66.3591054648266	4531	12252	48637	7.95074824744011	0.0419046943775778
91497.3.59.35	636991	626340	21657	482505	75.7841768632443	411631	64.694000827142	4133	11358	28294	4.43502035052554	0.0393927625555795
91497.3.59.37	621478	608429	20869	499750	80.5529308401516	449628	72.5348651766263	4276	12420	59308	9.56695214436675	0.0407939002942092
91497.3.59.39	811793	796108	23397	640848	79.019950355176	575859	71.0743621186567	4248	14033	69976	8.63693318298469	0.0347561460386129
91497.3.59.41	785697	765049	22723	609653	77.7321460629745	543637	69.3876946694601	4477	14792	58571	7.47487168921093	0.0389714860785838
91497.3.59.46	1262924	1239472	37438	1002350	79.4361469727509	892949	70.7996684966419	5973	21928	73201	5.80433632910894	0.0348882103275571
91497.3.59.49	572604	557897	17720	441625	77.2367533565664	388104	67.9289727979093	3877	11104	38363	6.71159104911444	0.0402874022002092
91497.3.59.4	650124	634664	21405	534471	82.3720106479927	483552	74.5871333577882	4256	13732	67305	10.3573703708333	0.042007328570358
91497.3.59.51	1153767	1138290	34792	1004336	87.1163124203737	838809	72.7747791174082	5528	20200	81121	7.0223280474585	0.032738667740689
91497.3.59.55	1266737	1238263	38019	982215	77.6431328335898	856004	67.7283661718098	6456	22786	101435	8.01196528459329	0.0370081969077285
91497.3.59.56	3137524	3050872	95184	2616970	83.5825550502708	2292745	73.2997660693983	11724	61947	250200	7.98113478742707	0.0378137136397749
91497.3.59.63	1156087	1126663	35413	884020	76.5550305302435	804093	69.6943945096077	5815	20924	127719	11.0474867464972	0.0371684941608235
91497.3.59.9	612053	599079	21075	533529	87.2884107061178	469518	76.8668648345824	4170	12473	28070	4.58702932964889	0.0385729936093642
91497.3.60.10	895187	870200	28302	788249	88.2249303480029	687265	76.9878722105497	5622	17748	61887	6.91303562969839	0.0360463346236305
91497.3.60.16	134842	131278	5096	116254	86.392948512414	105218	78.3247242626942	1419	3244	9043	6.72566963023839	0.0461529533320753
91497.3.60.21	172522	169175	6066	150382	87.3123793902447	130583	75.8855901601195	1587	3684	20236	11.7372419942574	0.0401164909463234
91497.3.60.30	401734	391757	12463	345168	86.075259405126	316455	78.9729192273609	2887	8490	55591	13.8821100174586	0.0394080595624461
91497.3.60.35	1462481	1426643	43161	1283951	87.9442993636891	1122816	76.972854844597	7841	29392	116215	7.9517342637554	0.036237064370075
91497.3.60.3	1697887	1666362	50250	1532964	90.4082798909666	1295667	76.4563735754544	7691	31377	118064	6.96446324627997	0.0329293637540034
91497.3.60.40	686718	669169	20061	596833	87.0482446415169	527638	77.0177764404926	4391	13373	36268	5.2734039713329	0.035662869675208
91497.3.60.46	1251473	1224905	41950	1121399	89.7295432773274	952952	76.3075335427591	6967	25052	99500	7.94640850495102	0.0362635507258818
91497.3.60.52	229270	223215	7021	186559	81.5899666593881	162221	71.0323602539695	1930	4634	26751	11.7020075025119	0.0391898966486072
91497.3.60.60	671496	654473	19718	533919	79.6595986927298	484641	72.3546729692079	3958	13753	66227	9.87378662025225	0.0416282038734742
91497.3.60.64	256080	249731	8912	223114	87.2413652020701	202696	79.2729403492083	2139	5485	29914	11.67342583614	0.0403265473511888
91497.3.60.66	310277	300438	9475	235893	76.1915974638748	205555	66.4512715887178	2561	6138	6917	2.2305655770336	0.0410685733176409
91497.3.60.67	457693	446683	13093	360940	79.0136806542666	333702	73.1094093896844	2796	8897	117648	25.6397860173202	0.0389824679669266
91497.3.60.70	251791	243123	7243	190871	76.0030730392376	171586	68.4063539682164	2082	4784	4655	1.84625372967298	0.0390234653873539
91497.3.60.8	423763	415249	13130	375854	88.8041765206604	328261	77.6221845510542	2754	8148	33315	7.88773992066921	0.0357555731156455
91497.3.61.13	129328	126110	4474	111217	86.1953281739404	103830	80.5404630435081	1222	3048	25862	20.0414527528383	0.0454126884665212
91497.3.61.15	550955	539660	17944	487863	88.6678863683239	428720	77.9397890362471	3814	11117	55271	10.0438465909261	0.0375749330232129
91497.3.61.17	157107	153041	5126	136339	86.9625650962968	122756	78.3717867014109	1427	3459	19706	12.5190907569533	0.040462282905931
91497.3.61.25	194332	190800	6389	166087	85.5509403905378	150260	77.4487432410765	1389	3881	31292	16.0956931210142	0.0387423146311977
91497.3.61.27	541096	531043	15626	486407	90.0019340220145	420954	77.9094978366611	3287	10013	39910	7.36663310651498	0.0327943831348524
91497.3.61.2	529872	517661	17811	466453	88.1441331175468	401266	75.8814605922684	3913	10794	41967	7.93294571039751	0.0378893659261202
91497.3.61.30	434340	425606	13001	383164	88.3253421846441	336833	77.673952389094	2811	8104	37920	8.72601850613488	0.0339148484523429
91497.3.61.32	1043351	1018558	30495	905966	86.9908235302827	794023	76.315652416623	5957	20553	98659	9.44300598026155	0.0358938628571677
91497.3.61.35	269202	261351	8323	216551	80.5617831630772	198145	73.78680534312	2049	5593	63653	23.6521425175411	0.0413544462379844
91497.3.61.36	772697	754142	22910	650123	84.332938205806	596585	77.4526248128295	4476	15939	152104	19.7243692402505	0.0392402280013676
91497.3.61.56	959802	947762	28053	863908	90.0752731924331	730455	76.1935439111487	4808	16815	67888	7.06111985585335	0.0315541978684382
91497.3.61.57	665021	652791	20116	592033	89.1245501646903	509228	76.6991580389587	4302	12463	3805	0.573812680387311	0.0339773782954476
91497.3.61.59	1708513	1675828	49418	1513617	88.7244696730783	1317465	77.2622811796894	7876	32078	182550	10.7143103471733	0.0338809823922753
91497.3.61.63	1458109	1427136	41913	1274106	87.5195892939724	1137376	78.1751714376956	6833	28051	151451	10.3996678222229	0.0352591321550627
91497.3.61.64	2685252	2627178	79348	2383205	88.8800609011409	2062894	76.9819440660568	10221	50244	237056	8.84123741061872	0.0335216817040541
91497.3.61.66	724015	712135	22054	633633	87.6325149485403	566080	78.3283417557772	4158	14104	94459	13.0617471841105	0.0357944197390811
91497.3.61.68	1682560	1642413	45379	1456078	86.6983003046598	1305162	77.7623858579843	7864	32355	221874	13.1831098475295	0.0347453729485218
91497.3.61.9	2527747	2479049	75971	2159799	85.5537255410226	1745371	69.1853537657211	9537	44910	179591	7.10649945041445	0.0337820507781713
91497.3.62.10	617775	607882	18402	553577	89.7251448345301	501048	81.268097587109	3767	12032	50227	8.19192523125407	0.0352607012789876
91497.3.62.11	941185	917870	30157	809034	86.0664765631782	685720	72.9933488775424	5660	18376	77523	8.23898995791993	0.0367265653770508
91497.3.62.12	1459806	1433961	47000	1312986	90.0664349907499	1083940	74.4016020337697	7069	27556	93238	6.39878923981427	0.0339136286093163
91497.3.62.24	303336	295253	9214	255154	84.3268590061366	232413	76.8800321639426	2396	6431	26487	8.7597211887658	0.0404192629502279
91497.3.62.29	1806345	1781102	53489	1630196	90.3463407701784	1390136	77.0717907089897	7351	32812	227767	12.6156495929488	0.0326458973164832
91497.3.62.31	1745444	1693916	60448	1466065	84.170325401639	1271624	73.0737481155524	8837	35465	185048	10.6184558050657	0.0382520009086759
91497.3.62.34	547008	534911	16363	480848	88.0360387946869	432896	79.3111141878463	3610	10793	41515	7.60079680296974	0.0360435070601773
91497.3.62.40	1344168	1326389	38938	1225091	91.2179870976761	1040083	77.4492094253035	6098	23952	134608	10.0006552551911	0.0313325463013149
91497.3.62.41	483455	472486	17059	418038	86.6139166370141	366245	75.9360044052942	3812	10685	52670	10.8797174503469	0.042489840148235
91497.3.62.45	1749883	1713690	55010	1542625	88.2857268917094	1316402	75.3866959328761	8248	33502	132394	7.57064381225522	0.0352198889830453
91497.3.62.47	603256	590448	17494	532083	88.3223418588299	473145	78.5953180816965	3778	11483	45954	7.62461548721321	0.0345523751194392
91497.3.62.50	1122447	1103046	35427	1018532	90.8413319497037	868014	77.4389710118146	6132	21453	82091	7.31080498269317	0.0344618717996999
91497.3.62.51	1682484	1627772	53459	1429416	85.1642331874892	1248229	74.4413083635702	9089	35149	137667	8.19458001808484	0.0385789052384328
91497.3.62.55	849359	833050	24244	751420	88.5823595254913	637517	75.1878620717155	4825	15359	83892	9.89496845655148	0.0325348520101217
91497.3.62.57	415505	405272	12939	339425	81.8527946880546	297233	71.7397197366517	2999	8031	45960	11.0746581571003	0.0380670035483089
91497.3.62.58	500735	489447	14478	437038	87.4464611693534	382358	76.5888541104827	3463	9505	33288	6.68678216969996	0.0341568642606107
91497.3.62.70	1020893	1000213	28026	858317	84.2505826387247	777450	76.3860324625223	5171	20495	223922	21.9922682687496	0.0380904521345526
91497.3.62.9	931534	915082	27661	854068	91.7952343916926	723625	77.8217818679101	4996	17102	58978	6.33208022964016	0.0319933343740563
91497.4.27.1	289194	282831	10234	254185	88.0114217891996	231275	80.1388403236461	2497	6340	29824	10.3714550487767	0.0418437922801913
91497.4.27.23	248331	243285	8750	206781	83.3684197326566	183443	73.9968920402782	1862	4941	18954	7.61247188653654	0.0403128860774222
91497.4.27.27	231118	226566	8285	194731	84.377184974544	171725	74.4872151088573	1991	4860	16243	7.06286142193851	0.0423154113492613
91497.4.27.29	329544	323057	13704	246547	74.9321792334484	220209	66.9696795931738	2927	7543	71000	21.5023538556065	0.0533659183613108
91497.4.27.30	601775	589714	20351	523793	87.1802155523146	464672	77.3708753057581	4005	12239	67548	11.2430651248564	0.038784997541953
91497.4.27.31	357369	348057	13812	289828	81.2192886557946	247452	69.4298631834874	3328	8011	17413	4.87657755019408	0.0465471428210824
91497.4.27.35	663265	643416	23179	541642	81.8118471007038	486200	73.5144952024916	4632	13764	42524	6.4161113806533	0.0414813952198266
91497.4.27.38	146524	142941	6843	119172	81.4682720564263	105620	72.2657041047422	1784	3675	12933	8.81814114052076	0.0538873555757676
91497.4.27.43	573104	565777	19211	503878	87.972153093265	427840	74.7086949663926	3329	10468	34061	5.94485440998024	0.0347440542086414
91497.4.27.47	453850	445360	18242	372470	82.1580198686724	331260	73.1159747872797	3584	9929	28254	6.22210237665619	0.0457738587592794
91497.4.27.53	98724	96183	3867	72267	73.3312733109577	65891	66.946567999251	967	2085	9568	9.71183135083622	0.0490874374868706
91497.4.27.62	247185	240930	8280	198179	80.3299663403781	180795	73.3792052221317	1939	5139	28264	11.4345300025389	0.043749356562003
91497.4.27.66	600021	587904	18741	488853	81.5665835031574	424063	70.811435351108	3742	10764	39841	6.65117475281171	0.0363036745222669
91497.4.27.69	854294	843260	25692	694811	81.3224604051669	589463	69.0196439704285	4585	14250	39876	4.66669940705802	0.0336705994477111
91497.4.27.7	272852	265832	11580	233589	85.794072834116	211855	77.8502123403706	2867	6723	3871	1.4238780574522	0.0491132484954178
91497.4.27.9	269863	262623	10289	218930	81.3151386397282	201171	74.7555005709051	2260	5957	33148	12.3589136725421	0.0461297990990459
91497.4.28.17	382569	375739	16715	313194	81.9548840122741	264326	69.2221409289301	3655	9032	35100	9.15934349187521	0.0501809597097703
91497.4.28.1	288494	284179	10849	261417	90.7145335768379	232171	80.6114057771571	2448	6350	16017	5.59544395983453	0.04125914257671
91497.4.28.22	196821	192435	6725	152080	77.3110959913617	138571	70.4910831886043	1608	3878	16841	8.5604096541518	0.0424509105598889
91497.4.28.3	137660	135838	5862	101297	73.6098222236608	88107	64.0609033433015	1425	2905	16012	11.6460819556288	0.050274027708663
91497.4.28.42	179455	174994	7285	138839	77.5355599784401	120825	67.5845151275249	1914	3950	11497	6.42387988312298	0.0483655891974654
91497.4.28.49	533932	521325	18349	464026	87.0370855896838	395955	74.3305453307148	3920	10779	40358	7.56314999848828	0.0388307483335889
91497.4.28.61	428609	416829	14969	313200	73.1343701924033	280214	65.5216352390678	3150	8645	42456	9.91213418756145	0.0452443080713898
91497.4.28.64	817167	798597	25839	677562	83.0262085136079	582542	71.4048282713138	5007	15105	36831	4.51953088029411	0.0361258768753068
91497.4.28.66	329431	322667	13212	201180	61.1639999629417	180775	55.0085441792215	2873	6589	33638	10.2114143147362	0.0563852204829344
91497.4.28.68	709757	695643	22558	553941	78.1071394882398	490854	69.234127000004	4042	12596	50395	7.09094572339649	0.0373954383049705
91497.4.28.69	585942	575123	18874	383496	65.4998669990321	346025	59.1579703184266	3230	9360	37040	6.33079193402233	0.0396702274356613
91497.4.28.70	1004200	991574	32643	592596	59.0395126110531	519551	51.7996748512751	5075	14900	29568	2.92644875679134	0.0415576856649914
91497.4.29.10	105187	102577	4100	91325	86.9620021210578	82504	78.6873857737962	1021	2412	21535	20.50992130284	0.0458700725819616
91497.4.29.11	350952	343979	12377	313220	89.3372619034777	274731	78.4082141031278	2695	7275	32047	9.15972558308718	0.039115409375137
91497.4.29.23	486570	478558	15708	412560	84.848292676516	371007	76.3370155386699	2963	9385	67533	13.9067409847345	0.0376746351048156
91497.4.29.27	712231	696477	24728	627163	88.1611360700369	546570	76.8779256438244	5058	14684	17775	2.50552046236975	0.0392248875435701
91497.4.29.30	548852	536866	20619	461950	84.2731754011476	387763	70.7603546888659	4160	11345	43689	7.97965456912084	0.0414115167859571
91497.4.29.31	367336	360983	12041	317202	86.4511550004284	288524	78.6971061924788	2534	7262	40991	11.2031808543455	0.0379549891295571
91497.4.29.34	271322	265415	10248	220206	81.2499685605871	195258	72.1033225623413	2358	5759	19945	7.33995069751671	0.0436954045962543
91497.4.29.35	290380	283371	11334	235647	81.3358864009737	212258	73.3594540531592	2632	6534	23399	8.09934465853436	0.0474979098557432
91497.4.29.39	257795	251751	10399	210640	81.8260165012251	180658	70.2600078394535	2473	5670	16642	6.46419510315928	0.0461261269541883
91497.4.29.44	561356	553617	18692	433680	77.2992466602114	374993	66.8677470626651	3076	9424	32989	5.89526964694787	0.0366705255077161
91497.4.29.46	147570	143990	5975	93263	63.2667061236693	84449	57.3471805123378	1269	2718	6259	4.23579646415813	0.0481491857050132
91497.4.29.63	211934	208054	9291	153688	72.5955076204243	138054	65.2356326983205	2340	5038	38149	18.0250740791247	0.0560552123887899
91497.4.29.9	186056	183334	7062	165812	89.2242360110627	141969	76.4180706729646	1695	3981	13718	7.37229181342411	0.0412950845579787
91497.4.30.0	723429	710708	24402	648963	89.8180008049747	562565	77.91968136622	4467	14223	45429	6.30418245849879	0.0369459245281766
91497.4.30.12	270507	262757	9207	206860	76.6266769064403	186501	69.1789952818098	2261	5340	14059	5.21777672354942	0.0423852367362545
91497.4.30.14	285697	280483	9553	238763	83.6468591653374	212674	74.5383284686436	2175	5476	14062	4.92918985286021	0.0380635763432126
91497.4.30.19	181463	177937	6817	137853	76.0288092380979	124702	68.822144923509	1718	3922	31974	17.5997071294195	0.0473404065062925
91497.4.30.1	137162	134259	5301	120294	87.871640896517	108398	79.2031515484594	1294	3149	27054	19.7835818107367	0.0445799266853304
91497.4.30.30	174379	170171	7777	131710	75.6262156925857	116527	66.9542242525015	1857	4047	10574	6.07249430033847	0.0540625904695336
91497.4.30.34	211181	207034	7117	166143	78.6704838636902	151111	71.555810466098	1529	3936	19986	9.49414407531833	0.0399865299110958
91497.4.30.39	127784	124530	4361	101351	79.3971131955586	91785	71.909977303159	1067	2564	21000	16.4085363934238	0.0422682335947985
91497.4.30.42	172636	169115	6067	140094	81.2602751690372	127632	74.088164676264	1445	3607	14941	8.65687344954085	0.0435200172403979
91497.4.30.45	425042	417576	16517	351342	82.7013758327342	306790	72.2606320895489	3397	9054	15456	3.63490136166336	0.0445397486455953
91497.4.30.46	94787	91384	3434	65000	68.7663748052058	55069	58.3340576391222	976	1922	1018	1.06880823820932	0.0486844705507253
91497.4.30.52	878007	863450	30307	773241	88.1387577892332	664053	75.7391995749472	5321	17597	42990	4.91095219038925	0.0383730491612565
91497.4.30.54	276019	271895	9880	222671	80.7375963321291	199683	72.4400515185705	2152	5491	20352	7.38185132012887	0.0417432656009583
91497.4.30.64	233964	230639	10309	174271	74.5869687728722	153564	65.7617559190383	2325	5185	36118	15.4435147424145	0.0523098222915942
91497.4.30.65	507517	499244	16127	359689	70.8899609182079	318723	62.8523039734082	3003	8498	37818	7.46064578870014	0.0387786432770968
91497.4.30.69	783205	771356	23539	571780	73.0352092622275	505752	64.6584448183019	4039	12855	72218	9.22011143916778	0.0365633408163452
91497.4.31.10	168188	164407	5853	146326	87.1868718703205	130124	77.5957610096767	1445	3562	19567	11.7128178650251	0.0401996126196229
91497.4.31.12	250479	246878	8862	207895	82.9982066775712	185460	74.063940011189	1748	4756	20437	8.20741616363554	0.0390678788715892
91497.4.31.18	261000	256030	9093	223694	85.797928244985	196187	75.2883934835134	2068	5147	12273	4.71866272372899	0.0390161658478705
91497.4.31.19	317217	311208	11241	263982	83.3137765261663	241576	76.3167387716836	2693	6860	23898	7.5430700381655	0.0436300508936346
91497.4.31.20	448470	435677	18009	389486	87.0094499496662	322901	72.1848521376371	4107	10125	16053	3.5837927881698	0.0441688941063791
91497.4.31.31	176632	173234	6097	144697	82.0092322034507	125248	71.0541136863138	1533	3411	7731	4.37494235645549	0.0398455197595106
91497.4.31.40	973235	950784	32101	850156	87.4542089550029	748836	77.0735695076004	6017	19293	31042	3.19720075511317	0.0373202436073279
91497.4.31.41	169085	165738	5914	140893	83.4335194062645	129544	76.7210700330523	1374	3349	12339	7.35124590906329	0.0400662460419354
91497.4.31.43	174467	172124	6058	126082	72.2893329197635	117435	67.3836599617875	1281	3253	22844	13.0917608591913	0.0434127641302097
91497.4.31.4	92049	89880	3418	79127	86.1848042069663	66927	72.9227628828558	924	1983	8294	9.06596448615334	0.0421469327875049
91497.4.31.56	334508	329625	12543	260395	77.8550178431645	228531	68.3437308798749	2455	6347	20888	6.25995595213377	0.0418992689192175
91497.4.31.5	203947	201283	7766	181979	89.3057504444479	163310	80.1659975588989	1585	4339	25470	12.537489108222	0.0415175259218796
91497.4.31.61	637273	629286	21082	531373	83.4115677591027	437390	68.6907873628509	3789	11099	24567	3.86355642779023	0.0348551154687501
91497.4.31.65	658698	647329	22099	568042	86.298130804067	486490	73.9826446031054	4147	12579	50290	7.63526251677333	0.036828456991624
91497.4.31.6	86960	85332	3237	74278	85.4530141859902	67825	78.0743181868824	807	1876	7179	8.219279059212	0.0429114326769747
91497.4.32.10	26953	25675	1348	21616	80.4780247141529	18245	68.0368246729073	551	842	1354	5.06539417595092	0.064834936230909
91497.4.32.11	1292497	1264407	47708	1163785	90.2003078061539	1038537	80.5408521068308	7657	28636	55486	4.29611487837671	0.0418787418171039
91497.4.32.13	99973	97035	3631	87980	88.170659816189	80920	81.1678663833176	1040	2268	8286	8.28077941949309	0.0421248026757844
91497.4.32.23	177373	173736	6452	143228	80.8117248334471	124973	70.5397296811271	1587	3603	11179	6.35464344782152	0.0427938259210609
91497.4.32.2	77047	75740	2740	67256	87.3151538979249	61713	80.1686792047193	729	1670	10423	13.5416023475723	0.0412613002457353
91497.4.32.30	219449	215461	9285	183515	83.7310380020387	149947	68.470702983412	2091	4722	10795	4.92539592949695	0.045031324056849
91497.4.32.42	168050	165210	6051	140285	83.5572744472896	126190	75.1557913839515	1363	3333	13722	8.18183492464787	0.0405445150829178
91497.4.32.43	376180	371035	14465	317217	84.3810728424065	262421	69.8333542539673	2983	7794	39624	10.5438756897129	0.0424038697391792
91497.4.32.51	254100	248629	9220	216988	85.4883041463276	177500	69.9935746065551	2268	5197	12761	5.02723334854689	0.0405636927380052
91497.4.32.57	186610	182710	6680	126749	67.9623567150348	114219	61.3004981366209	1485	3493	14754	7.90586181523251	0.0467105456659659
91497.4.32.62	78158	76749	3002	54665	69.9489346715657	49361	63.2502896984932	692	1488	7994	10.2826900783169	0.0466394450806744
91497.4.32.9	60481	59232	2484	54285	89.8699526834978	45989	76.1566456214817	673	1384	4791	7.91018377617786	0.043594861729061
91497.4.33.14	460919	449683	18300	390151	84.7629490472074	336850	73.2442160516529	3832	10187	41239	8.95495003304175	0.0438104433124101
91497.4.33.19	170946	168362	7209	134290	78.5891347394246	117763	69.0108749418672	1732	3806	14887	8.66590011374625	0.0495522541643539
91497.4.33.20	119515	115889	4303	90190	75.623078284241	78734	66.0872397969762	1253	2448	4925	4.12637454153138	0.0454668832015696
91497.4.33.22	438057	432046	18567	347602	79.3987175927568	295197	67.464188759633	3834	9534	38098	8.67280920969123	0.0477860280889703
91497.4.33.29	245552	240171	9070	212012	86.4958907228074	184034	75.1155273272517	2198	5165	9386	3.81698710562693	0.0407017053043874
91497.4.33.37	66577	64709	2815	54356	81.7164409737815	48527	73.0032643692809	723	1497	3616	5.46116218749715	0.0466834842046522
91497.4.33.38	133309	129632	5023	112484	84.4996730160743	102348	76.9452988728849	1340	3019	8756	6.58896299964955	0.0450963411240337
91497.4.33.3	46933	45716	2237	39909	85.3173895890946	35691	76.426849835276	794	1353	9655	20.5751319769968	0.0567643666962064
91497.4.33.52	193362	189100	6865	167833	86.9314832819154	147659	76.4899761974083	1801	4163	12976	6.70034486495611	0.0411894113013107
91497.4.33.69	310361	303787	12283	206117	66.4449313159709	184252	59.4366443340894	2374	6022	48091	15.5259459863305	0.0498735978812091
91497.4.33.6	116141	114120	4343	106748	91.9868821403304	94282	81.2591894197236	1160	2611	9866	8.51096899841883	0.0413775014103984
91497.4.33.71	1762324	1735978	49458	1135671	64.4544290164102	1033179	58.675294335782	5941	25880	300164	17.0697960293509	0.0364378038678308
91497.4.33.8	97128	94843	3839	83303	85.8708659452015	77303	79.7682829772691	969	2271	7778	8.07287132988217	0.045964937800048
91497.4.33.9	208589	201165	8996	169226	81.3330000391773	150075	72.1978169962682	1998	4750	21073	10.1511611835103	0.0483027307090714
91497.4.34.0	586639	575587	21146	514666	87.8485614634928	425027	72.5931151051812	4184	11729	22467	3.82374094206001	0.0375769354777321
91497.4.34.15	273876	270789	9308	252987	92.4400674492729	214698	78.4856342538364	1981	5232	14168	5.20567430097605	0.0354370034458222
91497.4.34.18	207648	203530	9011	166628	80.3242623073928	143045	69.0252888263858	2142	4867	12413	5.97413856890394	0.0502835363940837
91497.4.34.21	119930	115703	5105	86946	72.5984842428808	73798	61.6757788009338	1282	2594	6912	5.77093376868369	0.049216421080777
91497.4.34.2	253519	249594	8792	227494	89.8365889709821	205286	81.0850513114399	1962	5185	27047	10.6628523533492	0.0382258270938234
91497.4.34.30	61794	60162	2458	52417	85.0121040890145	48771	79.1867451384104	732	1485	6144	9.96686634070918	0.0488695100724556
91497.4.34.32	78562	77496	2981	68939	87.8683715590746	62544	79.7757603468628	684	1689	8025	10.2488409125527	0.0423120548836869
91497.4.34.33	215011	210782	7936	168523	78.4352961679572	153901	71.6640963553528	1621	4428	27310	12.7254772984956	0.045044428980886
