raw_reads	filt_reads	filt_UMI	mapped_reads	pct_mapped_reads	reads_in_gene	pct_reads_in_gene	genes_detected	UMI_in_gene	MT_reads	pct_MT_reads	UMI_in_gene_per_mapped_reads
94576.1.43.24	371003	363726	10312	338652	91.3306141903277	303544	81.9076248762919	2367	7082	19380	5.20696918898109	0.0328471388458319
94576.1.43.26	90333	85936	3477	66738	74.0416781027701	54088	60.05011181233	1295	2359	3848	4.25595597193554	0.0519793340630442
94576.1.43.27	332116	321893	9828	261591	78.8439927884974	163569	49.3266059137745	2935	6194	8787	2.64359843408363	0.0341976909580639
94576.1.43.35	204581	198458	6443	180855	88.5100159771974	156437	76.5552612747462	1872	4472	8784	4.28879361134927	0.0375333085837886
94576.1.43.36	260144	252538	7978	236077	90.8373025038105	212224	81.6530413327042	2032	5511	11589	4.43772048513795	0.0351928599218695
94576.1.43.3	913289	883302	24074	775432	85.0391233995836	673203	73.8367348765315	5882	18763	73042	7.99859680755631	0.0364035468103269
94576.1.43.42	197737	194133	6288	183466	92.8310446440817	150029	75.9080443999453	1518	3926	9539	4.80694730154322	0.0330754786327156
94576.1.43.43	152917	148233	5565	134850	88.2526774438061	120428	78.8293697415145	1425	3616	7366	4.82001681989168	0.0420104553396867
94576.1.43.44	741361	714688	21933	648354	87.5638442791742	569209	76.8920443710239	5538	16759	18122	2.44614704586089	0.0388920632999275
94576.1.43.47	170623	163935	8582	141111	82.8191760638199	122312	71.8074677899487	2434	5258	21238	12.45259903308	0.0594941680925628
94576.1.4.34	347571	334141	9653	291857	84.0192757101951	269042	77.4508152562717	2915	7463	17373	5.00687948496167	0.0374041173058579
94576.1.43.4	501474	483346	13542	399352	79.8063842752486	356219	71.2041363110033	3678	10153	38521	7.68424035082102	0.0386151691073348
94576.1.43.53	54515	53174	2380	47238	86.7634593213648	40867	75.0973286345362	773	1460	4445	8.14863511402425	0.0481625575690288
94576.1.43.54	576783	558612	16002	501519	87.0360041554205	435090	75.5028252286336	4125	11759	13955	2.41773164850929	0.035783776615735
94576.1.43.55	4048	3985	550	3652	90.3084381712873	3078	76.1974692734963	242	310	46	1.16895405793401	0.123782576083281
94576.1.4.35	499482	478688	13148	422425	84.6210066560841	384660	77.054867825417	3688	10353	29175	5.84533279339309	0.0350674041353179
94576.1.43.61	1799	1657	580	1400	78.3195531334305	1157	64.6839759406764	252	303	265	14.8312954224211	0.335181897067177
94576.1.43.62	698548	680867	17716	628965	90.1317482380694	574393	82.3193988327843	4188	13149	24072	3.44570064336794	0.0323083409855873
94576.1.43.64	250371	241677	7467	218848	87.5551609429086	188163	75.2753499615703	2180	5332	17611	7.04605460956886	0.0371140629898346
94576.1.43.65	424167	407066	14124	357140	84.3420463263157	319914	75.5619176445052	3841	10125	40321	9.51072942792755	0.0440338958402593
94576.1.4.37	275470	268132	7563	228917	83.1393347659199	202485	73.5384761968147	2116	5533	9533	3.46709135948269	0.0356763797503537
94576.1.43.7	1108856	1070528	29880	941797	85.0603959396415	822752	74.3233721728921	6956	23524	79482	7.18876299100701	0.0375540379368924
94576.1.43.8	815769	798926	23438	713646	87.5507914310107	604792	74.1894484060744	4110	14855	52162	6.37908779226387	0.0329566019427437
94576.1.43.9	549427	534933	14743	476535	86.8530182613979	397306	72.4217934134915	3538	10115	26608	4.84073988788737	0.0325118158455949
94576.1.44.14	939455	918868	25982	854570	91.0231409895419	706785	75.2941616251771	4917	17548	37541	3.99846489281941	0.0311905411886592
94576.1.44.27	87614	84207	3397	71731	82.0591193891007	63215	72.3514765508478	1322	2556	5043	5.75116795742633	0.0534182673907707
94576.1.44.33	134319	131993	4788	120614	89.8467992164881	98770	73.5701955649887	1310	2973	1815	1.35434926000657	0.0382008988214245
94576.1.44.43	46422	44476	1758	37397	80.6352515490851	31733	68.4599404337178	709	1240	5540	11.9745981764254	0.049354070812609
94576.1.44.46	171615	164869	5666	148150	86.4793352407014	125631	73.3816076252085	1935	4153	11334	6.61728444511604	0.0422008305172665
94576.1.44.47	35140	34188	1558	30180	86.0124261470008	27855	79.4559143857316	548	1024	2328	6.61276732182858	0.0521294057829349
94576.1.44.48	3669	3574	971	3228	88.2525226693151	2098	57.2463024681425	390	495	245	6.6001137186507	0.232655289495483
94576.1.4.44	201451	193394	5976	167839	83.3486991251397	140531	69.7921900789533	1678	3944	1608	0.796338178266713	0.0344932947482632
94576.1.44.58	79655	77147	3019	70111	88.1278121513713	62630	78.7574498012665	988	2008	3124	3.93968652172916	0.0446605615923811
94576.1.44.59	200783	193652	6273	172091	85.8599723614045	157348	78.5044179930771	1919	4546	7658	3.82400667388359	0.0402318590423903
94576.1.44.61	11976	11379	986	9260	77.3720636003664	8757	73.1852710592772	400	606	1660	13.7900157586579	0.0983300734486259
94576.1.44.62	711501	686182	19211	623750	87.7534215175433	539155	75.8698991022151	4782	14784	19058	2.67998059336233	0.0350502435698629
94576.1.44.67	392	377	238	317	81.2488572742792	260	66.9110896840015	100	115	26	6.74796779261637	0.551233570351218
94576.1.44.70	968810	931907	26305	834661	86.2303308195531	718323	74.2233035922261	6180	20022	18641	1.92634140880525	0.0350382536567594
94576.1.4.47	837314	818682	20427	750877	89.7037701276589	617144	73.7298405857429	4137	13981	59600	7.12518379808924	0.0273204806139663
94576.1.4.55	589718	565094	16078	508104	86.208947874174	425682	72.2332314750167	4530	12236	25776	4.37371485670204	0.0339367627179143
94576.1.4.56	176124	170783	5227	143391	81.4635684153611	126670	71.9718913481625	1650	3734	14022	7.96509140655877	0.0375112650009176
94576.1.4.60	312490	306967	8564	269527	86.2642330256492	244667	78.3103183697841	1936	5673	12331	3.94578469519359	0.0309099587905223
94576.1.4.66	1244013	1222488	28547	1148197	92.313389227039	971846	78.1406820063729	4960	19644	34542	2.77779982841767	0.0248741353900182
94576.1.4.67	535	510	173	442	82.8660734287845	388	72.8006669672557	64	84	64	12.1449765247565	0.303764961819673
94576.1.4.70	481641	463722	12298	409318	85.0182878142966	364511	75.7191628540536	3411	9371	33462	6.95325566859466	0.0332228950927024
94576.1.5.17	618950	596005	16568	538092	86.9953850067528	474638	76.7502480870617	4535	12985	30562	4.95793025772249	0.0349142306582762
94576.1.5.19	169698	165090	5323	149685	88.257839923989	140688	82.96462336673	1578	3891	12362	7.27267869845639	0.0384110336150044
94576.1.5.1	648601	625755	16328	575431	88.7508743109815	480895	74.1707314220727	4011	11864	29592	4.56228423390603	0.0294082867515193
94576.1.5.21	125828	123062	4203	109947	87.4394716699892	99685	79.2904897692546	1186	2798	15744	12.5251259997675	0.0377489775114423
94576.1.5.24	1014053	993345	30082	914526	90.2027372174126	735786	72.5739136790804	5447	19804	50130	4.94305283794003	0.0321503961573421
94576.1.5.28	378146	366152	9999	325231	86.0509302077492	298810	79.0690014765921	2684	7544	56831	15.0313714963636	0.0338488082695827
94576.1.5.32	743418	720767	29114	641870	86.3774628410092	525663	70.7447997568586	6209	19142	67685	9.09287037955559	0.0453300176959127
94576.1.5.33	780283	753129	19459	676387	86.7258534937454	553167	70.9327769786308	5063	14650	29899	3.8375838308932	0.0307804964615133
94576.1.5.34	414108	396380	11232	336744	81.3844004626254	307067	74.2357180865859	3585	9155	42309	10.2357985299428	0.0390270112259834
94576.1.5.39	1003603	976174	24566	896159	89.3266550821979	768934	76.6474286230625	5190	18039	61890	6.16818095141473	0.0291717016687398
94576.1.5.3	380881	368168	14469	306664	80.5446763264855	273655	71.8754132136456	3827	9732	39759	10.4433526257788	0.0480911013732986
94576.1.5.42	93778	89465	3207	72365	77.1922279645103	63654	67.9062667450995	1237	2319	732	0.7822751440995	0.0462927514238692
94576.1.5.44	1327005	1300669	33022	1209965	91.1982151375491	975350	73.5146058834336	5672	22045	60056	4.5225731910067	0.0265196647357678
94576.1.5.47	308382	295972	8194	244252	79.248345834458	223907	72.6503592550042	2389	6266	19212	6.24151308065957	0.0373840192025349
94576.1.5.48	415576	398753	10603	327589	78.8779438038931	291922	70.3009818694415	3330	8863	47582	11.4657685844253	0.039102227622106
94576.1.5.49	36772	35816	1092	30453	82.8462959374339	29406	80.0061404385193	396	820	2969	8.09818138943374	0.041294674127579
94576.1.5.58	230095	220539	6546	189847	82.559891053863	171412	74.5555683397164	2092	4852	23438	10.1983357739646	0.0370627262270349
94576.1.5.63	212001	206728	5950	181149	85.4915810813758	160420	75.6994563942399	1670	4161	19726	9.31905837824345	0.0338667025992321
94576.1.5.65	318819	306571	8721	278260	87.3419951519966	251284	78.8893242727103	2617	6856	14186	4.45940471114328	0.0359914627836574
94576.1.6.12	53147	50687	1865	42784	80.5522880664866	40599	76.4625948361347	742	1405	104	0.197324788940659	0.0470048857183636
94576.1.6.1	152512	144815	4496	119071	78.105208772383	105253	69.0391119685209	1478	3295	19675	12.9111563351577	0.0394005435785446
94576.1.6.21	714059	694908	17976	624873	87.5484288145372	538460	75.4579379840934	4644	13955	41208	5.78730050120584	0.0323811779074238
94576.1.6.22	467943	442570	11948	373915	79.9740250008121	330028	70.5955958637833	4042	10309	24290	5.20834431202513	0.0393126813951377
94576.1.6.23	542548	528570	14296	473803	87.3736333698285	414833	76.4998700712934	3412	10208	41407	7.63470247605134	0.031741190684469
94576.1.6.24	1143877	1126985	30018	1046169	91.4678870876704	857089	74.941103392965	5342	19681	36024	3.15094663715912	0.0276226927362145
94576.1.6.28	607621	585966	16914	536297	88.2883882252279	443262	72.9780854871057	4396	12385	24698	4.06641255293974	0.0332197998173178
94576.1.6.33	968674	949535	26101	880516	90.9229312715145	718684	74.20742846401	5312	17979	54004	5.56908462319494	0.0298749403728044
94576.1.6.39	500508	479089	12932	423950	84.7646107989899	371231	74.234333218487	3872	10383	39111	7.81976654168037	0.0347956401582176
94576.1.6.3	478754	459280	12841	395806	82.73502017711	358958	75.0366448313501	4296	11259	27929	5.83706050170146	0.0411392855468404
94576.1.6.43	224579	215610	6500	191483	85.3130720333727	174685	77.8371578181702	2033	4959	14577	6.49838147045418	0.0369558469369061
94576.1.6.46	121940	118707	3896	104282	85.5590272207369	97006	79.5893292361617	1174	2689	19694	16.1482345451666	0.0381234299126294
94576.1.6.48	658336	642072	17800	592017	89.9543596095389	513275	77.9940296669158	4353	13295	32743	4.98192890959118	0.0329156033507566
94576.1.6.4	372864	359880	9088	303978	81.571372331566	271919	72.9643610680818	2996	7735	41480	11.1372318520739	0.0370273897643254
94576.1.6.52	178321	173272	5226	153015	85.8547454784836	139347	78.1917533408231	1637	3876	15436	8.65652651710602	0.0367659599477172
94576.1.6.55	738650	718617	19087	647132	87.655102393034	568829	77.0544917305488	4635	14332	22601	3.07050448289768	0.0324262310399888
94576.1.6.61	1724948	1666772	40648	1498787	86.9384065788498	1331125	77.2158509180336	8215	33090	101535	5.89444600512149	0.0318288100226783
94576.1.6.63	274170	265218	10037	225858	82.4207948775667	202198	73.7891702472349	2828	6866	33823	12.3315474939489	0.0463105718803872
94576.1.6.64	3193	3102	559	2678	83.9396584970335	2573	80.6869704993943	234	317	62	1.93263095000019	0.172407395334294
94576.1.7.13	234142	224279	6752	195290	83.4653899800367	174378	74.5271494638326	2267	5269	21007	8.97344581089851	0.0388693778628446
94576.1.7.15	156637	151881	4729	134200	85.7282280164484	119706	76.488175801938	1553	3486	13286	8.49217594465828	0.0374583599727464
94576.1.7.16	293978	281564	10165	246752	83.9826511492459	223586	76.0933459624924	2718	6695	13408	4.57222091960859	0.0393808478392261
94576.1.7.19	681285	669602	18376	635666	93.3188686412621	524810	77.049429389689	3402	11799	19659	2.88381557223283	0.0278009672937214
94576.1.7.20	643184	626717	17820	586156	91.1606007226168	479369	74.5483432100081	3770	11837	30462	4.74020277446236	0.0295859221953486
94576.1.7.22	553635	537219	17140	477176	86.2157106616978	431347	77.9359826848837	4256	12515	37155	6.71763430604972	0.0390872019093067
94576.1.7.23	281969	271743	9519	245494	87.103034185022	222480	78.9384571053974	2403	6584	28712	10.1726049919074	0.0403019954504855
94576.1.7.28	223111	214171	11028	176781	79.2709183345608	149088	66.8486547699006	3262	6959	22741	10.1948000535129	0.0600500847272494
94576.1.7.30	457952	441086	11440	383840	83.8614991633863	347787	75.9954347341941	3624	9431	30091	6.58467653289943	0.0349271585353629
94576.1.7.33	1445156	1411971	34694	1313734	90.9322255082422	1110534	76.8679554111898	6399	24945	41733	2.88941465716323	0.0275365857009013
94576.1.7.34	438387	420319	11752	359134	81.9735504906834	320749	73.2131785102154	3499	9208	29003	6.62922880171128	0.037207467316915
94576.1.7.36	246723	238785	6921	202318	82.0432202319905	186451	75.6110503106347	2069	5215	31754	12.8753509293959	0.0370203334992704
94576.1.7.38	268347	256755	7308	219058	81.6875553778237	200366	74.7179090480973	2583	5936	27030	10.0862440801286	0.0383582176048868
94576.1.7.42	570973	548038	15024	484964	84.9924796993597	422902	74.118772151775	4510	12051	32475	5.70292669771783	0.035344495113351
94576.1.7.43	164420	157955	5163	137577	83.7295194776661	125126	76.1607978437595	1834	3952	18247	11.1033246113841	0.0407187286292105
94576.1.7.44	613580	595238	16717	530212	86.4511929584454	467013	76.1486582812343	4229	12301	17306	2.82847590994571	0.0335700527832525
94576.1.7.45	927601	907268	23743	845849	91.2159865648229	690146	74.4239753985895	4671	15837	44207	4.76855121651737	0.0275666818675563
94576.1.7.51	337507	326498	9407	280461	83.1366435217507	256423	76.023205249725	2805	7169	25146	7.46172211719245	0.0370390799858573
94576.1.7.56	245134	238720	6937	202999	82.8284166266543	186794	76.2230480063763	1960	4840	17713	7.23652059441048	0.035033163917326
94576.1.7.57	389423	379331	10961	346979	89.1230422516132	285695	73.3868352123643	2880	7519	12985	3.33675987150922	0.0317144595013804
94576.1.7.63	204438	194962	6915	160304	78.4672824420347	146379	71.6472556881764	2193	4813	7838	3.83857413998405	0.0432561967160318
94576.1.7.66	247238	239600	7208	212966	86.190958060772	195147	78.9889986725912	1972	5040	18738	7.58362175695365	0.0337839039447276
94576.1.7.69	237386	229338	7538	191048	80.5087361965574	167662	70.6540738318096	2109	4936	16285	6.86321974118708	0.0371049456132622
94576.1.7.7	419709	402898	11076	357702	85.2802639545585	306583	73.096587967117	3677	9214	31807	7.59929875002494	0.0364301188649934
94576.1.8.0	407430	392289	10458	330161	81.0833409524352	293272	72.0286526325219	2989	8075	37599	9.24844956821658	0.0350862828779363
94576.1.8.10	284891	271606	7650	237333	83.3565852225868	216973	76.2044594660229	2663	6487	24008	8.42856071231051	0.0392673128035047
94576.1.8.11	298358	287901	8060	257592	86.3661232248754	225343	75.5609445080353	2040	5464	17640	5.91492825401144	0.0308895735506011
94576.1.8.12	1203958	1172975	28859	1081614	89.8677822823272	966927	80.3424947470853	6285	22532	43362	3.60598414453656	0.0298219734433274
94576.1.8.13	1397790	1363221	34240	1238896	88.662183881772	1042255	74.5901551263231	6157	24162	100744	7.20852356150949	0.0283522193567361
94576.1.8.14	350340	333493	12447	281896	80.4999213028218	237852	67.925305148243	3362	8076	46062	13.1572075470821	0.0414580868232085
94576.1.8.15	254957	244081	7442	211952	83.1745890051122	186451	73.1700782952145	2451	5612	30156	11.8335606952541	0.0376434058912024
94576.1.8.17	550729	534400	14574	468277	85.0667996950719	423565	76.9455113936326	3487	10678	56503	10.2780609130953	0.0334134639095351
94576.1.8.31	432419	418768	11333	352507	81.5651963194282	313493	72.5487115884061	3365	8948	18183	4.21141571789332	0.0370379856997442
94576.1.8.32	831187	809108	28014	721566	86.8333298225914	564099	67.8851069736141	5705	17666	38392	4.61796260836674	0.0365443677476621
94576.1.8.34	290658	280966	10742	247954	85.3335020234818	217120	74.7279515745485	2901	7012	20640	7.09979820838036	0.0423528101585727
94576.1.8.36	656835	637377	17562	570042	86.8332696344232	499316	76.0572876281325	4270	13141	36870	5.62407858182749	0.0337375077839253
94576.1.8.38	596068	578646	19162	525638	88.2141205504208	474435	79.6217323871815	4647	13753	38953	6.53355199106212	0.0381753346372804
94576.1.8.39	221963	215863	6350	192637	86.8249102053227	172213	77.6428449543863	1778	4402	8637	3.90124471368393	0.0340016365266644
94576.1.8.3	267142	259511	7259	207110	77.5641956181689	190262	71.2639472916223	1978	5203	55356	20.7370275330276	0.0368025368997535
94576.1.8.42	404440	393206	11119	349232	86.3758237588789	312273	77.2369964492311	2944	8166	24892	6.16524317113396	0.0341162280387654
94576.1.8.44	110592	106861	3782	94399	85.4036296493152	85871	77.6823551747796	1206	2567	7386	6.67802413015969	0.0401487781153278
94576.1.8.47	186691	181358	5724	155883	83.5402507814301	141579	75.8895706348405	1633	4084	16774	9.00721512049033	0.0391710451846967
94576.1.8.51	459937	437661	11966	391743	85.2292490298964	344877	75.0360377981338	3836	9620	11108	2.41775341639143	0.0343519490194296
94576.1.8.53	388510	377757	10562	343887	88.5365381565605	297693	76.6410058690365	2707	7362	14179	3.6480168980561	0.0308442074698711
94576.1.8.64	490481	474042	13159	427517	87.1978615702135	385869	78.7003367811879	3805	10337	16866	3.44496288469199	0.0347606009792833
94576.1.8.67	915651	895791	28697	822062	89.7894849529336	652406	71.2680473407069	5260	18419	21619	2.36053518074239	0.0333286703205628
94576.1.8.68	384616	374391	10090	343036	89.2251182299683	306325	79.681384716689	2588	7430	23983	6.24717964413672	0.0313833322434924
94576.1.8.9	163667	159255	4648	134094	81.9572766937497	122268	74.7265969702612	1432	3330	17755	10.8584377001654	0.0364935515588753
94576.2.10.11	426498	409249	10828	364938	85.6526895441342	326266	76.5897892524871	3329	8779	20182	4.73976776764069	0.035120311432248
94576.2.10.19	104243	99928	3510	87700	84.1955557935566	78850	75.6946917703832	1192	2504	10070	9.68641369711373	0.0410578035380807
94576.2.10.25	216445	208380	6091	176508	81.5902814953143	163720	75.69719429719	2007	4836	15815	7.32957939545285	0.0400135490424727
94576.2.10.26	336002	326689	8959	297677	88.6254902601051	266455	79.3368045771309	2362	6407	20210	6.01847579037624	0.0310744537980421
94576.2.10.29	372456	361084	9770	315784	84.8140729468229	283011	76.0070633909094	2800	7461	43014	11.5566859566119	0.0340125282373694
94576.2.10.2	917179	891944	22347	802737	87.5869587055207	711170	77.6016818995102	5160	16889	70611	7.71573371805204	0.0313734421245978
94576.2.10.30	152966	147054	4740	120568	78.8655168452592	105856	69.2611044402644	1669	3483	17319	11.3339247308354	0.0425074714414343
94576.2.10.31	274219	263712	7709	232087	84.698510050385	207380	75.6942840821986	2531	6067	12552	4.580594737556	0.0382519629116024
94576.2.10.32	560817	540579	16576	475319	84.7902668674526	418731	74.6930952499634	4324	12086	45729	8.15350189028836	0.0365666810768889
94576.2.10.35	591662	565979	16648	508775	86.030889649858	463226	78.3400934183973	4523	12904	21387	3.61359973544209	0.0361555668044973
94576.2.10.36	194134	186225	5390	158820	81.8512824155117	141825	73.0903043478646	2061	4406	18635	9.61138873331569	0.0393184094739645
94576.2.10.44	65749	63587	2660	53390	81.2595474651448	46424	70.6880288685806	927	1690	5675	8.61853512364399	0.0460960548694472
94576.2.10.48	278728	271828	7520	245364	88.0567827145712	208177	74.7015293715996	1988	5171	21578	7.74438346940646	0.030569115162613
94576.2.10.50	83634	79255	3749	63064	75.4459960772149	58148	69.5667185896022	1370	2532	5862	7.0166378836368	0.0594999268106166
94576.2.10.57	170344	162746	5571	136805	80.3306365702238	120431	70.7202535519258	1739	3845	10545	6.19922541722284	0.0407406943796004
94576.2.10.62	167672	163145	5081	138201	82.4507567571831	122639	73.1786586621054	1433	3345	12649	7.55619496652533	0.0349802177232422
94576.2.10.63	164162	158821	5200	134585	82.0431575594501	122491	74.6730277342273	1515	3639	25497	15.557243932683	0.0395763286773221
94576.2.10.69	468852	443595	12719	375086	80.0587702115015	344515	73.5515020430566	4151	10747	28727	6.13483832058685	0.0407857204297217
94576.2.10.6	803409	786288	20412	721856	89.8838348249083	644548	80.2678110461688	4225	14461	25382	3.1584351788891	0.0300075467029243
94576.2.11.12	800539	787022	20161	724489	90.5209758474039	602413	75.270766792496	4048	13764	59630	7.44976150215783	0.0281563670163484
94576.2.11.14	194120	187691	5335	158221	81.5462715047637	148060	76.3246570649727	1831	4262	28472	14.6861669123693	0.0392350329274299
94576.2.11.27	292231	283359	8013	254713	87.2166191526569	224277	76.8053230866059	2294	6068	27028	9.24812742851806	0.0355893520314305
94576.2.11.29	345011	335725	11281	300041	87.0080999894902	265320	76.9370793931893	2913	7816	31350	9.08325966310311	0.039609421250722
94576.2.11.2	365122	348629	9945	302587	83.0000693263387	270510	74.2174781993634	3566	8508	32321	8.87671139321584	0.0407279799633121
94576.2.11.33	493425	485003	13369	452836	91.8068461191376	370387	75.1126975917028	2893	8913	23360	4.7354563558994	0.0289879073539002
94576.2.11.34	939117	915131	24192	834683	88.9322520599608	691218	73.6471222061798	5355	17602	35832	3.81899455574466	0.030983089071857
94576.2.11.41	443911	428799	11897	384809	86.7291751017555	337820	76.1412412964598	3462	9007	22299	5.02748465950679	0.0335452598094632
94576.2.11.46	101725	97301	3290	86068	84.6579036099615	77641	76.373040796035	1045	2214	9748	9.58456240313369	0.0374272732595011
94576.2.11.50	252152	242175	7546	207898	82.5355222058724	182048	72.3047358811203	2505	5636	24771	9.83744045264893	0.0405668210590586
94576.2.11.55	167752	159012	4835	142133	84.8464425130776	128643	76.8229416996359	2040	4109	4413	2.62905992590565	0.0414201994615556
94576.2.11.57	283095	274474	7603	247562	87.5034630399274	212033	74.9898925525477	2268	5482	16040	5.66507925762669	0.0325476275404692
94576.2.11.59	97860	95496	3179	83288	85.1923756406355	77947	79.7317427930609	1066	2301	8332	8.50827394598852	0.0413760108901883
94576.2.11.60	72394	70562	2387	58802	81.2788212885659	53998	74.6474175891308	725	1588	5200	7.18998685098407	0.040957182578382
94576.2.11.69	158706	152103	4884	135372	85.3465732126044	113268	71.4234932350434	1701	3583	8246	5.19714689051382	0.037558504519957
94576.2.11.6	207831	201134	5852	180770	87.0752064526218	167312	80.6222205401507	1693	4388	27347	13.1572745239963	0.0365009204555081
94576.2.11.71	476	435	270	368	77.2265644793302	326	68.4544081459938	112	132	55	11.5923248088853	0.550336506283929
94576.2.11.9	288006	277270	7760	247559	86.0363673749429	218280	75.8800234042765	2622	6159	19078	6.62509485061261	0.0368124579766878
94576.2.12.18	447971	435258	13887	398907	89.0685595916676	358166	79.9696437159839	3215	9451	19128	4.26370536683976	0.0348156674955031
94576.2.12.22	391838	379688	16911	339778	86.7324077186518	289583	73.9224754490838	4023	10595	41118	10.488392131999	0.047393509518765
94576.2.12.31	623948	611415	16049	571403	91.6096203936902	468351	75.1132667012047	3341	10651	27803	4.44459906868648	0.0281876704940952
94576.2.12.34	500463	490193	17110	452999	90.5579073310506	384336	76.8507650239731	3705	11074	28818	5.74184013518249	0.0383253435499425
94576.2.12.37	253385	247016	11458	217857	86.0189025741012	188724	74.5251797814993	3050	7178	34520	13.617043070758	0.051581041031403
94576.2.12.39	95626	93291	2615	80659	84.4043808345767	75291	78.7940948205471	782	1891	8900	9.31701780676247	0.0351561832497318
94576.2.12.45	264859	257454	7573	228574	86.3359261250982	207200	78.2731057158209	1876	5092	17038	6.44335498750133	0.0323681477286254
94576.2.12.47	624721	592664	17326	529480	84.8033287215685	476640	76.3418989427246	5057	13867	26252	4.20327500711783	0.0373697992434653
94576.2.12.50	36780	34290	2125	29784	81.130311739055	24743	67.4228006661022	840	1382	915	2.49533301671513	0.0697952984656558
94576.2.12.59	55207	53442	2067	45197	81.9813810250918	41435	75.2008215996663	785	1434	8061	14.6239239852584	0.0474294334158067
94576.2.12.64	233319	225062	6614	194385	83.3593636457688	174409	74.7971106038284	1947	4795	17118	7.33776144394648	0.0364176237137387
94576.2.12.8	219178	210757	6053	182425	83.3420293099691	164589	75.2239272017835	1991	4682	6388	2.9059794774386	0.0386486053437893
94576.2.12.9	212106	205372	5843	172834	81.5867926502071	160298	75.6767139976592	1708	4332	36409	17.2178779739703	0.0381081619775074
94576.2.13.17	911753	877082	22582	796488	87.4009497962389	670164	73.5441624837958	5843	17641	32409	3.55647770205431	0.0312833230726784
94576.2.13.28	457999	440053	11938	384223	83.9773959611388	351432	76.8166800174782	3444	9388	28774	6.29086155560119	0.0364652560485743
94576.2.13.30	620962	608988	18613	563073	90.7182966697363	467046	75.2690352099426	4053	12448	31423	5.06065081807447	0.0337846384782726
94576.2.13.35	94436	91475	2807	74842	79.3787772507899	69901	74.1481022837724	1034	2210	12775	13.5559373743929	0.0442319567466546
94576.2.13.39	21560	20293	1216	17793	82.6132907841823	15663	72.7362481846458	505	777	67	0.306417522370214	0.0638089507174437
94576.2.13.47	208598	205232	7052	188974	90.6174726728116	165253	79.2421219269576	1567	4339	9102	4.3632523267038	0.0341353388037483
94576.2.13.49	102196	98314	3123	83516	81.841522838069	71061	69.6588765553474	1094	2238	7660	7.51199390101376	0.0402349376487312
94576.2.13.4	1099095	1048642	28558	919992	83.8212714849079	806372	73.4863866114493	7415	24222	86599	7.88152263745776	0.0382510621727575
94576.2.13.55	85447	83570	2948	75096	87.982144460096	70517	82.6404987037714	910	1997	15762	18.4612537531811	0.0395306394048544
94576.2.13.60	428133	417853	14526	382117	89.28480858365	311187	72.7122375539285	3600	9710	19352	4.51689941287796	0.0382430614083702
94576.2.13.67	221750	214703	5683	196286	88.5438175781898	176563	79.6478219662206	1661	4245	2934	1.3254054432349	0.0316493016554502
94576.2.13.70	511581	495669	12478	454310	88.8398954824135	415959	81.3372727186295	3677	10163	15545	3.04338745633739	0.0324831854706484
94576.2.13.71	2455	2408	296	2234	91.0823062908683	2142	87.4028855209635	131	177	963	39.4771703374457	0.117608065222637
94576.2.14.0	1190105	1148621	27962	1018983	85.7144419492333	899252	75.6478108523294	6770	23066	61323	5.15984638296195	0.033360224179682
94576.2.14.10	490199	481372	13233	446077	91.0369843427097	365645	74.6300338880656	2957	8709	20896	4.25994492083351	0.0300413471572693
94576.2.14.13	425625	413256	11411	347414	81.668655226074	313477	73.7037595362962	3479	9467	38765	9.12199908636537	0.0401148135125272
94576.2.14.14	512250	494566	13916	439328	85.8113712589448	369632	72.2075235699497	4109	10834	34966	6.82807458950442	0.0353555416280347
94576.2.14.18	552290	532295	14378	470206	85.1852563184041	423385	76.702783874836	3960	11425	23383	4.24040524543804	0.0352491962701725
94576.2.14.19	243513	231434	7152	195020	80.1499787270093	176712	72.6290888993764	2467	5802	15382	6.32903085629556	0.0432941243203773
94576.2.14.1	144178	138819	3834	118186	82.0721496465667	94622	65.6790660648192	1300	2827	2062	1.42821395111414	0.0353818981778805
94576.2.14.26	295580	282777	7934	249226	84.4087893553228	221492	75.0286681679752	2632	6203	7096	2.39401705962679	0.0362997367613908
94576.2.14.27	210593	200808	6338	162082	77.0979173625289	147669	70.2790467136491	2507	5336	10107	4.79995385535772	0.0476805788220834
94576.2.14.28	252227	244676	7086	215542	85.5238879318415	197098	78.2087834015869	1989	5042	23648	9.3595871845735	0.0352996254553452
94576.2.14.30	134582	128161	5217	108233	80.4954079314288	95986	71.404991641663	1952	3719	22408	16.6816146723495	0.0521438826150518
94576.2.14.34	877954	848901	23339	772869	88.1060777647862	660234	75.2749165690897	5498	17259	41410	4.72589897443161	0.0331899259567418
94576.2.14.35	577408	553331	16212	497305	86.2195363940395	433158	75.1010067486457	4633	12312	34063	5.89147122682978	0.0357813506318073
94576.2.14.36	283680	270979	7799	228653	80.6413533844925	208458	73.5210817275674	2666	6478	40001	14.1227062649112	0.0408703721844973
94576.2.14.38	287275	278233	8225	240709	83.8187870063081	212218	73.9041727179486	2227	5784	33664	11.7234492898944	0.0343364931211553
94576.2.14.40	695856	684857	17977	635339	91.318418118072	536215	77.0730031683198	3629	12073	46337	6.6586472457509	0.0281546045300191
94576.2.14.42	165037	161111	4916	142366	86.2981704047452	129718	78.635528651871	1375	3359	18431	11.1694792480687	0.0345029010975985
94576.2.14.47	263663	259063	6940	235723	89.4222570495083	212278	80.5385714171096	1839	4937	15607	5.92442619609672	0.0307690965990393
