gene	module	cor
FAM127C	grey	-0.109318578410005
FAM129A	grey	0.0718139476604063
FAM129B	salmon	0.838448521019937
FAM129C	grey	0.374094764075156
FAM131A	turquoise	0.648842737399108
FAM131B	yellow	0.485116445946677
FAM131C	grey	-0.400722835772572
FAM132A	grey	0.235085023809977
FAM133B	grey	-0.0185139076673849
FAM133CP	grey	-0.260080268237509
FAM133DP	grey	0.0757124196025652
FAM134A	brown	0.815477803053219
FAM134B	turquoise	0.744002597661022
FAM134C	blue	0.640242081013658
FAM135A	grey	0.791050810341328
FAM136A	grey	0.178547454979451
FAM13A	turquoise	0.659576288110569
FAM13A-AS1	green	0.83727122356241
FAM13B	grey	0.486451222815884
FAM13C	turquoise	0.858865104265457
FAM149A	turquoise	0.805189131725819
FAM149B1	turquoise	0.512094089021387
FAM150A	grey	0.17459116714641
FAM151B	turquoise	0.556558876542029
FAM153A	grey	-0.245111358937263
FAM153B	grey	-0.245606581260118
FAM155B	grey	0.051704299449602
FAM157A	grey	0.517635835221618
FAM157C	grey	0.554665725829368
FAM159A	grey	0.43816126781344
FAM160A1	grey	0.355149468075733
FAM160A2	turquoise	0.448429533733015
FAM160B1	grey	0.441887159433274
FAM160B2	grey	0.0360198173612796
FAM161A	turquoise	0.882205248197173
FAM161B	turquoise	0.70501423828629
FAM162A	darkred	0.76190175740439
FAM163A	grey	-0.112813169390821
FAM166A	turquoise	0.379637814912024
FAM166B	turquoise	0.894973917772438
FAM167A	turquoise	0.508352050566868
FAM167B	grey	-0.353399382122772
FAM168A	grey	-0.338041390206189
FAM168B	grey	-0.33081546528696
FAM169A	turquoise	0.382958116463849
FAM169B	grey	0.63940691324245
FAM171A1	grey	-0.393282114340837
FAM171A2	grey	0.0266297980310699
FAM171B	grey	-0.3741420858266
FAM172A	turquoise	0.771496413377057
FAM172BP	lightyellow	0.729819220416479
FAM173A	grey	0.329776370348924
FAM173B	turquoise	0.481652570565586
FAM174A	turquoise	0.913921883204801
FAM174B	darkred	0.754573903393226
FAM175A	turquoise	0.875930009347917
FAM175B	lightyellow	0.764406389352738
FAM177A1	grey	0.0480803451789505
FAM177B	grey	-0.221734714459442
FAM178B	turquoise	0.771417573026051
FAM179A	turquoise	0.886529004161578
FAM179B	turquoise	0.902297186408707
FAM181A	turquoise	0.828190097152397
FAM181A-AS1	turquoise	0.85728907579427
FAM181B	turquoise	0.622076472500255
FAM182A	turquoise	0.39282298438023
FAM182B	turquoise	0.724424659242336
FAM183A	turquoise	0.904174818049395
FAM183B	turquoise	0.783306618360399
FAM183CP	turquoise	0.799180092063296
FAM184A	turquoise	0.861387574211289
FAM185A	brown	0.30810834472721
FAM186B	turquoise	0.707101860862952
FAM188A	grey	-0.213892230159334
FAM188B	turquoise	0.76115076742515
FAM189A2	grey	-0.424997559390751
FAM189B	grey	0.504883011325119
FAM192A	grey	-0.167360108276229
FAM193A	grey	0.299392272243707
FAM193B	green	0.92494224613166
FAM195A	purple	0.805201429277934
FAM195B	grey	-0.0999596310953313
FAM196A	grey	0.162460770947388
FAM198A	grey	0.226107962552315
FAM198B	grey	0.515040919401299
FAM199X	royalblue	0.804671869956938
FAM19A2	turquoise	0.303991350976987
FAM19A5	grey	-0.296752751779085
FAM200A	steelblue	0.715748622787488
FAM200B	turquoise	0.600153640336004
FAM201A	turquoise	0.848426010746843
FAM204A	grey	0.139509975314265
FAM206A	turquoise	0.755937852780095
FAM207A	blue	0.679242224096021
FAM208A	darkturquoise	0.731186884570826
FAM208B	lightcyan	0.765141242363598
FAM209A	grey	0.221990655729415
FAM209B	grey	0.255779266233052
FAM20A	grey	0.66897485584178
FAM20B	grey	0.20874542983187
FAM20C	grey	0.59593373272993
FAM210A	grey	0.516112757366279
FAM210B	turquoise	0.56191360084917
FAM212A	red	0.617880184521317
FAM212B	grey	0.110166688128207
FAM213A	turquoise	0.554363583842747
FAM213B	brown	0.647375159134459
FAM214A	grey	0.215945496762838
FAM214B	black	0.779641902357052
FAM216A	orangered4	0.837232584783583
FAM216B	turquoise	0.919081905315977
FAM217B	grey	0.220582361314007
FAM218A	turquoise	0.549152832546034
FAM219A	sienna3	0.773368036351244
FAM219B	turquoise	0.625180358963699
FAM21A	turquoise	0.470992909625287
FAM21C	grey	0.0835407501215728
FAM21EP	turquoise	0.49843939235291
FAM220A	grey	0.133797819894131
FAM221A	turquoise	0.492628402287664
FAM221B	grey	-0.0939991122800436
FAM222A	salmon	0.845839903653005
FAM222B	grey	0.396087882957278
FAM227A	turquoise	0.836284102829563
FAM227B	turquoise	0.908682785262422
FAM228A	grey	0.120220772579978
FAM228B	turquoise	0.8120527957006
FAM229A	green	0.678261790342722
FAM229B	turquoise	0.842840666311
FAM24B	grey	0.00535068115685305
FAM25A	lightcyan1	0.848692930673877
FAM26F	greenyellow	0.883417741467365
FAM27B	turquoise	0.48600310084733
FAM27C	turquoise	0.543366868855091
FAM27E3	turquoise	0.533495301521588
FAM32A	salmon	0.801319151124018
FAM35A	grey	0.26481205959449
FAM35BP	grey	0.0999875611928398
FAM35DP	grey	-0.0244294137424505
FAM3A	grey	-0.257683550195859
FAM3B	grey	-0.230249064324616
FAM3C	grey	0.0415951123246641
FAM3D	grey	0.281003499425284
FAM41C	red	0.847473406473597
FAM43A	grey	0.0787358872998628
FAM45A	grey	-0.203378162394628
FAM45B	brown	0.496058544286481
FAM46A	grey	0.782029470063304
FAM46B	grey	0.295170964092356
FAM46C	turquoise	0.505283345947253
FAM47E	turquoise	0.858899621905639
FAM49A	grey	0.668575670041263
FAM49B	grey	0.900142394060066
FAM50A	grey	0.391877919680451
FAM50B	turquoise	0.664199528948259
FAM53A	grey	-0.285051723821983
FAM53B	grey	-0.329953513391587
FAM53C	grey	0.545589375797785
FAM57A	darkred	0.761834536902487
FAM57B	orangered4	0.717999116209646
FAM58A	purple	0.781412885135353
FAM60A	turquoise	0.441165296981244
FAM63A	grey	0.408792942415248
FAM63B	grey	0.0198201887561363
FAM64A	grey	-0.0485620222007147
FAM65A	grey	0.345805838690445
FAM65B	turquoise	0.529659894488972
FAM65C	grey	0.279526887534728
FAM66A	turquoise	0.39241572477945
FAM66B	turquoise	0.380836660931003
FAM66C	turquoise	0.746439858555077
FAM66D	turquoise	0.429817921863886
FAM69A	turquoise	0.377347766311543
FAM69B	grey	-0.158082227543624
FAM71E1	turquoise	0.535873973052101
FAM71E2	white	0.772337894412177
FAM71F2	green	0.788738057073239
FAM72A	grey	0.278192318082874
FAM72B	grey	0.134787962156308
FAM72D	grey	0.0444758178769798
FAM73A	grey	-0.312292752644881
FAM73B	grey	0.329348667686725
FAM74A3	turquoise	0.427900339694447
FAM76A	turquoise	0.661430754185375
FAM76B	darkgreen	0.802354430427804
FAM78A	midnightblue	0.957922496621666
FAM78B	grey	0.0195043693100605
FAM81A	turquoise	0.810034426434063
FAM81B	turquoise	0.914735541652107
FAM83A	black	0.659755745568404
FAM83B	grey	0.403651839889938
FAM83C	grey	0.0992840331752372
FAM83D	orange	0.82563965287825
FAM83E	grey	0.0629130769434859
FAM83F	grey	0.272922034327683
FAM83G	black	0.746052785162035
FAM83H	magenta	0.800625766595448
FAM83H-AS1	turquoise	0.772394872114184
FAM84A	grey	-0.105635317493878
FAM84B	grey	0.366345360532199
FAM86B1	turquoise	0.720730112254721
FAM86B2	turquoise	0.680538969796757
FAM86B3P	turquoise	0.558483203776822
FAM86C1	grey	-0.274908643178691
FAM86C2P	turquoise	0.755361202636603
FAM86DP	turquoise	0.410595081887939
FAM86EP	turquoise	0.757693174557663
FAM86FP	turquoise	0.540544001216714
FAM86HP	turquoise	0.606070068506528
FAM86JP	turquoise	0.726183672013011
FAM89A	grey	0.665318675844145
FAM89B	blue	0.695345537781907
FAM8A1	turquoise	0.411018357516252
FAM90A1	grey	0.108070771672368
FAM91A1	violet	0.909603405979704
FAM92A1	turquoise	0.736748223939976
FAM92B	turquoise	0.895605637341691
FAM95A	grey	-0.308938220787521
FAM95C	white	0.871236155401242
FAM96A	grey	-0.132436075239145
FAM96B	purple	0.680431879802136
FAM98A	pink	0.684848629865391
FAM98B	grey	-0.240570134072681
FAM98C	tan	0.761950118964693
FAN1	grey	-0.4966534973548
FANCA	grey	0.500308898190194
FANCB	grey	-0.0432450305582293
FANCC	grey	0.23151621302193
FANCD2	grey	0.332118658796153
FANCE	grey	-0.0263803193315669
FANCF	turquoise	0.747511269778463
FANCG	grey	0.132074083851262
FANCI	darkgrey	0.950647909049789
FANCL	grey	-0.041187195271898
FANCM	grey	0.208595694861706
FANK1	turquoise	0.873611492947205
FAP	grey	0.114946826016383
FAR1	violet	0.846162875401538
FAR2	grey	0.644514632570639
FARP1	grey	-0.303631131984748
FARP2	turquoise	0.495554381060751
FARS2	turquoise	0.600583761407775
FARSA	grey	0.409002598628418
FARSB	turquoise	0.347157644120164
FAS	grey	0.688995140471161
FASLG	midnightblue	0.931259699225318
FASN	grey	-0.0625097048587189
FASTK	grey	-0.151219257053796
FASTKD1	darkgreen	0.684661323572656
FASTKD2	grey	-0.137103278899117
FASTKD3	grey	0.539894392229835
FASTKD5	grey	0.391856204402632
FAT1	grey	0.332332130154376
FAT2	red	0.633419518842161
FAT3	grey	-0.376617102032974
FAT4	red	0.696828808717116
FATE1	grey	-0.068484921315991
FAU	purple	0.855271303180535
FAXC	grey	0.0911462937057207
FAXDC2	turquoise	0.852143246482839
FBF1	turquoise	0.81838875408971
FBL	cyan	0.767574029644532
FBLIM1	lightgreen	0.874993750501563
FBLL1	grey	-0.112850841096684
FBLN1	brown	0.669241097553432
FBLN2	grey	0.0459487094252967
FBLN5	turquoise	0.322910197955755
FBLN7	grey	-0.0118973266896561
FBN1	red	0.837783266149294
FBN2	grey	-0.0363617668263096
FBN3	grey	-0.00419836383405503
FBP1	grey	0.173775596887579
FBP2	grey	-0.142090194452021
FBRS	grey	0.152301989469595
FBRSL1	grey	-0.279077534136505
FBXL12	grey	0.150820689849534
FBXL13	turquoise	0.842151266689055
FBXL14	brown	0.650443608344306
FBXL15	purple	0.752893350628879
FBXL16	red	0.654889810521656
FBXL17	grey	-0.335413332872693
FBXL18	grey	0.195828920229346
FBXL19	sienna3	0.832752812781592
FBXL19-AS1	grey	0.136236802354969
FBXL2	turquoise	0.823569568772004
FBXL20	turquoise	0.327824038496273
FBXL22	turquoise	0.52140264098533
FBXL3	royalblue	0.722866703000598
FBXL4	turquoise	0.393149717669366
FBXL5	turquoise	0.511059287031129
FBXL6	grey	0.309839487817764
FBXL7	grey	-0.438829053318523
FBXL8	turquoise	0.487453793182945
FBXO10	grey	0.427480567441533
FBXO11	grey	0.0452957509368488
FBXO15	turquoise	0.929931949572492
FBXO16	turquoise	0.581454118425754
FBXO17	turquoise	0.482224238304391
FBXO18	grey	0.0839888506903415
FBXO2	grey	0.119473638856105
FBXO21	brown	0.642217674576339
FBXO22	grey	-0.183858849256567
FBXO24	grey	-0.36222392376825
FBXO25	grey	-0.138259379481714
FBXO27	turquoise	0.439186906770055
FBXO28	violet	0.853138654803244
FBXO3	turquoise	0.6638248179898
FBXO30	grey	0.552431290752051
FBXO31	turquoise	0.297545069716359
FBXO32	grey	0.331545352208244
FBXO33	grey	0.22268508240391
FBXO34	black	0.646936267954025
FBXO36	turquoise	0.946867065570844
FBXO38	grey	0.468518111130368
FBXO39	grey	0.38530838489971
FBXO4	grey	-0.582451031250115
FBXO41	grey	0.382294781755378
FBXO42	magenta	0.630866573849051
FBXO43	grey	-0.042923775763685
FBXO44	grey	-0.0991758848066686
FBXO45	grey	0.504567276720333
FBXO46	grey	0.353507879475336
FBXO48	grey	-0.0332641370913787
FBXO5	grey	0.284445920989907
FBXO6	greenyellow	0.869383350428148
FBXO7	black	0.781447789089118
FBXO8	turquoise	0.511254698588244
FBXO9	yellow	0.418738704394378
FBXW10	turquoise	0.777325215210403
FBXW11	grey	0.470820202718289
FBXW2	grey	0.228474279301756
FBXW4	brown	0.770035013522091
FBXW4P1	magenta	0.619618928451103
FBXW5	lightsteelblue1	0.827640657936414
FBXW7	grey	0.74592765890196
FBXW8	grey	-0.306693272131477
FBXW9	turquoise	0.79912308112797
FCAMR	turquoise	0.261875700504876
FCAR	grey60	0.925513818748683
FCER1A	turquoise	0.377948775770787
FCER1G	darkolivegreen	0.88450474893287
FCER2	grey	0.509666718188888
FCF1	turquoise	0.79797759281843
FCGBP	grey	0.190986030169151
FCGR1A	midnightblue	0.844192052266544
FCGR1B	grey	0.813135270657208
FCGR1C	grey	0.795276593356522
FCGR2A	grey60	0.978094682495709
FCGR2B	grey	0.729138829470812
FCGR2C	grey	0.592485151944952
FCGR3A	midnightblue	0.891858442885518
FCGR3B	grey60	0.912732823858052
FCGRT	grey	-0.0259136485853761
FCHO1	grey	0.694580679021331
FCHO2	violet	0.888390328796495
FCHSD1	grey	0.299205971231416
FCHSD2	grey	0.629669859294473
FCMR	grey	0.618234211418977
FCN1	grey	0.748628442318884
FCN3	turquoise	0.682798293273627
FCRL1	grey	0.527991172402707
FCRL2	grey	0.615469194625772
FCRL3	grey	0.593938621860089
FCRL4	grey	0.459901388088701
FCRL5	grey	0.5314523992723
FCRL6	grey	0.363731498711165
FCRLA	grey	0.514871065496082
FCRLB	grey	0.586529646184495
FDCSP	grey	0.338470265435148
FDFT1	turquoise	0.534497106106435
FDPS	grey	-0.116301805944046
FDX1	grey	0.173862825210331
FDX1L	grey	-0.307123876249644
FDXACB1	grey	0.156048949446087
FDXR	turquoise	0.826334010327493
FECH	yellow	0.722368077544866
FEM1A	grey	0.348151694448279
FEM1B	grey	0.266487135854728
FEM1C	grey	0.377599941236159
FEN1	magenta	0.72867450603279
FER	turquoise	0.682006829883435
FER1L4	green	0.916690531766352
FER1L5	turquoise	0.717839177785127
FER1L6	grey	0.123371315287343
FERMT1	grey	0.0382519831567836
FERMT2	grey	0.164810182115341
FERMT3	skyblue3	0.961766512675105
FES	grey	0.652962636978882
FETUB	skyblue	0.973420275931923
FEZ1	grey	0.213424374129358
FEZ2	grey	0.583023306037795
FEZF1	turquoise	0.347596762587796
FEZF1-AS1	grey	-0.152585920502901
FFAR2	grey	0.688876081640518
FFAR3	grey	0.501484685230311
FFAR4	grey	0.434847278088233
FGD1	grey	0.1139547499318
FGD2	greenyellow	0.891211757700951
FGD3	grey	0.790401800734362
FGD4	grey	0.043042949284956
FGD5	grey	0.389751986517787
FGD5-AS1	turquoise	0.635527741598329
FGD5P1	grey	-0.014811334825408
FGD6	lightyellow	0.792595032513805
FGF1	grey	-0.196745743042039
FGF11	grey	0.101083935155007
FGF12	turquoise	0.527574216846552
FGF13	grey	-0.0113874784489094
FGF14	turquoise	0.689186458774475
FGF14-AS2	turquoise	0.835092854741264
FGF14-IT1	turquoise	0.563460518123582
FGF17	green	0.752901443829989
FGF18	grey	-0.154851686230749
FGF2	grey	0.258514503224928
FGF20	turquoise	0.385217902713808
FGF9	red	0.715197170810097
FGFBP1	grey	0.24827959185533
FGFBP2	grey	-0.221710836455959
FGFBP3	turquoise	0.722515868054305
FGFR1	grey	-0.130635035586045
FGFR1OP	turquoise	0.376621304364383
FGFR1OP2	plum1	0.876507476099976
FGFR2	grey	0.090208753741461
FGFR3	grey	0.0810807275668542
FGFR4	turquoise	0.392168638391288
FGFRL1	grey	-0.128838478103191
FGGY	turquoise	0.833405280220488
FGL2	darkolivegreen	0.909641712289659
FGR	grey60	0.959893726248214
FH	brown	0.556406040496048
FHAD1	turquoise	0.86240578321105
FHDC1	grey	0.545855839716607
FHIT	turquoise	0.387733506471981
FHL1	turquoise	0.383349910659789
FHL2	black	0.680092509540084
FHL3	sienna3	0.799117642797038
FHOD1	grey	0.544932891683445
FHOD3	turquoise	0.698792089908927
FIBCD1	grey	-0.0209430371642694
FIBIN	grey	-0.259827821092577
FIBP	grey	-0.307284362222713
FICD	grey	0.238574918018502
FIG4	turquoise	0.328068313636899
FIGN	grey	-0.153866629811429
FIGNL1	grey	0.0406474618100036
FIGNL2	grey	0.106509084936862
FILIP1	turquoise	0.915929386203643
FILIP1L	grey	0.41429002689729
FIP1L1	yellow	0.343590382644954
FIS1	tan	0.863788987143027
FITM1	grey	-0.0554234559969646
FITM2	brown	0.533584985091345
FIZ1	brown	0.509084696997937
FJX1	red	0.792196775075037
FKBP10	red	0.791297636461295
FKBP11	grey	0.173836117570034
FKBP14	pink	0.745283706004161
FKBP15	grey	0.642383668458679
FKBP1A	grey	0.333378728925169
FKBP1B	grey	0.202886612694184
FKBP2	grey	-0.0513650040439502
FKBP3	grey	0.15411330106864
FKBP4	grey	0.303744224280235
FKBP5	yellow	0.407294181301343
FKBP7	grey	-0.376676756781317
FKBP8	blue	0.671318977059549
FKBP9	darkorange	0.851508123930543
FKBP9P1	turquoise	0.348785645362144
FKBPL	grey	0.206115893884981
FKRP	turquoise	0.484208861470792
FKTN	grey	-0.379310515205186
FLAD1	blue	0.634280517467233
FLCN	grey	0.039066541284851
FLG	grey	0.0197563041056468
FLG-AS1	grey	-0.0823085256169414
FLI1	darkolivegreen	0.95382796842923
FLII	salmon	0.810082000497676
FLJ10038	turquoise	0.414417608039304
FLJ13224	turquoise	0.487954164694353
FLJ20021	grey	-0.379016967984439
FLJ21408	grey	-0.110149795239091
FLJ22447	grey	0.244925552132405
FLJ23867	grey	-0.212363317413736
FLJ26850	turquoise	0.851771156775629
FLJ27354	grey	-0.0121735853173906
FLJ30679	grey	-0.182034298826531
FLJ31104	turquoise	0.633925823035085
FLJ31356	turquoise	0.623693162521026
FLJ32255	grey	0.297622982124095
FLJ36777	turquoise	0.584120793932389
FLJ37035	turquoise	0.672321962308037
FLJ37201	turquoise	0.500204345091656
FLJ37453	turquoise	0.457991343092235
FLJ38576	turquoise	0.348328089362244
FLJ42627	grey	-0.21203443789017
FLJ44635	grey	-0.0382778862494583
FLJ45079	turquoise	0.557944570499763
FLJ45513	grey	-0.00204957547356391
FLJ46066	grey	-0.24783870104638
FLJ46906	grey	-0.462161056049655
FLNA	grey	0.369081492649141
FLNB	magenta	0.50463286251512
FLNC	salmon	0.789522283490539
FLOT1	grey	0.49088302121872
FLOT2	grey	0.315543665767634
FLRT3	darkorange	0.731423958605594
FLT1	grey	0.36292943293031
FLT3	grey	0.426588167512875
FLT3LG	grey	0.532464620901437
FLVCR1	turquoise	0.715283680164175
FLVCR1-AS1	turquoise	0.42715647737537
FLVCR2	greenyellow	0.864458566457789
FLYWCH1	grey	-0.354553231137473
FLYWCH2	purple	0.70705107503537
FMN1	turquoise	0.72033205594819
FMN2	turquoise	0.750634625713449
FMNL1	skyblue3	0.980719283068692
FMNL2	grey	0.201901350594115
FMNL3	grey	0.736183873836275
FMO1	turquoise	0.39246965288283
FMO2	grey	-0.225056466033088
FMO3	turquoise	0.434026122405189
FMO4	turquoise	0.700215627005374
FMO5	turquoise	0.358604964843925
FMO6P	grey	-0.469353517302132
FMO9P	grey	0.272880551559225
FMOD	turquoise	0.483747730808935
FMR1	plum1	0.874899857814384
FN1	red	0.744287728964151
FN3K	grey	-0.436485205858145
FN3KRP	grey	-0.0510777353633151
FNBP1	grey	0.813005463261902
FNBP1L	grey	0.138128730285478
FNBP4	green	0.7797435956251
FNDC1	red	0.806859754349603
FNDC3A	grey	0.197843587985148
FNDC3B	grey	0.808596756238738
FNDC4	grey	-0.306965577059498
FNIP1	grey	0.611952694554687
FNIP2	grey	0.482382373080359
FNTA	grey	-0.206978646999688
FNTB	grey	0.202436493594258
FOCAD	turquoise	0.763425599688065
FOLH1	grey	0.0802627695368242
FOLH1B	grey	0.066851457102553
FOLR1	turquoise	0.452449854465776
FOLR2	grey	0.419301530756934
FOPNL	grey	0.220662547231059
FOS	grey	0.526903702226306
FOSB	grey	0.453922923663634
FOSL1	sienna3	0.846596302717897
FOSL2	black	0.782938410182843
FOXA1	yellow	0.266116090761569
FOXA3	grey	-0.0149067760772363
FOXC1	grey	0.0605485817365688
FOXC2	grey	0.227361025947763
FOXCUT	yellow	0.471514318212664
FOXD1	grey	0.2223004889002
FOXD2	yellow	0.431330027473498
FOXD2-AS1	grey	-0.153576494305586
FOXD4	grey	-0.0438657591552829
FOXE1	grey	0.227562211232839
FOXE3	grey	0.122373411937065
FOXG1	grey	-0.282331788335726
FOXG1-AS1	grey	-0.473423068519113
FOXH1	grey	-0.124515685640209
FOXI1	grey	-0.189487239783979
FOXI2	grey	-0.21814868350784
FOXJ1	turquoise	0.864376326422218
FOXJ2	grey	0.431939106462435
FOXJ3	pink	0.686330500108975
FOXK1	lightcyan	0.477171057857509
FOXK2	grey	0.0593553788384139
FOXL1	grey	0.0858111539713138
FOXM1	saddlebrown	0.913087410708732
FOXN1	brown	0.555403108997768
FOXN2	plum1	0.905712141484469
FOXN3	brown	0.467016840524286
FOXN3-AS1	grey	-0.390581460918871
FOXN4	darkgrey	0.844216157884863
FOXO1	grey	-0.0283760210430731
FOXO3	turquoise	0.421856533281089
FOXO3B	grey	-0.240237136674226
FOXO4	grey	-0.00286485407255188
FOXO6	grey	-0.524072229245088
FOXP1	turquoise	0.427516405401906
FOXP2	turquoise	0.763871032448008
FOXP3	grey	0.634474506146328
FOXP4	magenta	0.722731478857452
FOXQ1	magenta	0.575200050790968
FOXRED1	brown	0.531916801770851
FOXRED2	grey	0.0963143168314506
FPGS	blue	0.676295345490245
FPGT	darkturquoise	0.732318669456537
FPR1	grey60	0.968133377977148
FPR2	grey60	0.963247901276597
FPR3	grey	0.816174520391817
FRA10AC1	grey	-0.255920236519242
FRAS1	grey	-0.435053732282516
FRAT1	grey	0.265509787664829
FRAT2	grey	0.314615614649033
FREM1	turquoise	0.443329242812675
FREM2	yellow	0.657428007929238
FRG1	grey	0.360841452674413
FRG1BP	grey	-0.0232791174633912
FRG1CP	grey	0.087222419977318
FRG1HP	grey	-0.0578436749875248
FRG1JP	grey	0.0149754649676345
FRK	grey	0.572154756220828
FRMD3	greenyellow	0.826665298436489
FRMD4A	grey	0.35865584022716
FRMD4B	grey	0.44172848435649
FRMD5	grey	0.491693208149182
FRMD6	grey	0.177393641576221
FRMD6-AS1	grey	-0.274391617026513
FRMD8	salmon	0.821636481928053
FRMD8P1	grey	0.469451326748388
FRMPD2	turquoise	0.897578480249331
FRMPD2B	turquoise	0.75320323979465
FRMPD3	grey	0.114948534667289
FRMPD4	red	0.736410416075531
FRRS1	grey	-0.0722911126776092
FRS2	grey	0.309224160458943
FRS3	turquoise	0.564246339659956
FRY	grey	0.110934427373478
FRY-AS1	turquoise	0.488097657806974
FRYL	grey	0.671252723953219
FRZB	grey	-0.0302105883943321
FSCN1	grey	0.458741643284723
FSCN2	grey	-0.242189149243046
FSD1	grey	0.335631609616501
FSD1L	turquoise	0.904454280062067
FSD2	turquoise	0.358286140841157
FSIP1	turquoise	0.83171256001058
FSIP2	turquoise	0.355728874882239
FST	grey	0.437244227511121
FSTL1	grey	0.097196721149764
FSTL3	grey	0.43591393945541
FSTL4	grey	-0.220901270914411
FTCDNL1	turquoise	0.413977610633878
FTH1	grey	0.24733947298063
FTH1P3	grey	0.137045773615152
FTL	grey	0.412849797890401
FTO	turquoise	0.773932055653118
FTO-IT1	turquoise	0.690507819740587
FTSJ1	grey	0.0904138659977855
FTSJ2	magenta	0.70643988841668
FTSJ3	yellow	0.488388171254579
FTX	grey	0.0779417985682071
FUBP1	grey	0.125065091668484
FUBP3	grey	0.281691054985
FUCA1	brown	0.551784686870483
FUCA2	blue	0.51310798363047
FUK	turquoise	0.304352324455829
FUNDC1	yellow	0.457155001469032
FUNDC2	grey	-0.364045662634282
FUNDC2P2	grey	-0.109332878822938
FUOM	grey	0.705355513346283
FURIN	salmon	0.836622923244912
FUS	grey	0.454954535495241
FUT1	black	0.674994755248973
FUT10	grey	-0.241821613786594
FUT11	grey	0.423236399837253
FUT2	grey	0.406016052469031
FUT3	lightgreen	0.925365167206751
FUT4	grey	0.372384267853412
FUT5	grey	-0.0646584753286617
FUT6	lightgreen	0.832168127281008
FUT7	grey	0.790792322387276
FUT8	grey	-0.207489001399311
FUT8-AS1	turquoise	0.622683696756258
FUT9	grey	-0.00133013072415932
FUZ	turquoise	0.801663107287379
FXN	turquoise	0.548866797918287
FXR1	turquoise	0.657815277728561
FXR2	black	0.730449082428345
FXYD1	turquoise	0.797424906988251
FXYD3	darkred	0.822344791243725
FXYD5	grey	0.553669529836722
FXYD6	red	0.745609737360873
FYB	skyblue3	0.949396889822021
FYCO1	turquoise	0.27526863849357
FYN	grey	0.53304685789762
FYTTD1	grey	0.74016887331035
FZD1	grey	-0.197983840976345
FZD10	grey	-0.125455182238345
FZD2	grey	0.756455604429092
FZD3	grey	-0.171463684054826
FZD4	turquoise	0.324648434632881
FZD5	grey	0.609534801412297
FZD6	turquoise	0.60802518119306
FZD7	red	0.625675049319626
FZD8	grey	0.415525379130658
FZD9	grey	-0.133324151056979
FZR1	grey	0.447903206756213
G0S2	grey60	0.924869524607591
G2E3	steelblue	0.798058195584375
G3BP1	grey	0.453329129022499
G3BP2	grey	-0.0432592433636535
G6PC2	turquoise	0.503707461305843
G6PC3	tan	0.739882150130071
G6PD	black	0.797570338979084
GAA	magenta	0.644267947458204
GAB1	grey	0.0626939391520034
GAB2	grey	0.376306448402243
GAB3	darkolivegreen	0.913621049442428
GABARAP	grey	-0.0546700637891824
GABARAPL1	grey	0.488516028934201
GABARAPL2	turquoise	0.398364946777582
GABARAPL3	grey	0.308152577823376
GABBR1	green	0.841939144928101
GABPA	yellowgreen	0.891935763138659
GABPB1	grey	0.559118084475142
GABPB1-AS1	grey	-0.459401343448703
GABPB2	turquoise	0.379810764401261
GABRA3	grey	-0.0812035253158731
GABRB2	turquoise	0.392155064094197
GABRB3	turquoise	0.211039996052044
GABRE	green	0.786198347611461
GABRP	grey	0.318447098437023
GAD1	grey	-0.0476115349414025
GADD45A	grey	0.26011675223275
GADD45B	grey	0.702016860028654
GADD45G	grey	-0.123975530583794
GADD45GIP1	tan	0.661905581922065
GAK	grey	0.475270404801721
GAL3ST2	grey	-0.34451886151622
GAL3ST4	grey	0.382015579868055
GALC	turquoise	0.833808512895919
GALE	orange	0.888001594944154
GALK1	lightgreen	0.835306550754588
GALK2	turquoise	0.373560328947547
GALM	turquoise	0.568483487311812
GALNS	turquoise	0.803380687285922
GALNT1	grey	0.0286247719427498
GALNT10	lightgreen	0.808116448704215
GALNT11	turquoise	0.877742552894063
GALNT12	grey	0.0379262919325546
GALNT13	turquoise	0.36535447873129
GALNT14	black	0.745512790676421
GALNT16	grey	0.00442269215791535
GALNT18	grey	-0.278058872234294
GALNT2	grey	0.544043573199931
GALNT3	grey	0.215583936882149
GALNT4	orange	0.891703150877586
GALNT5	darkmagenta	0.881413337209657
GALNT6	grey	-0.0964899919215595
GALNT7	grey	0.271887837202656
GALR2	grey	0.189064994116296
GALT	grey	-0.126791303251729
GAMT	grey	-0.403250563973604
GAN	grey	0.224398544178319
GANAB	grey	-0.00459739679974852
GANC	grey	0.378768212584262
GAPDH	grey	0.491524903831555
GAPLINC	grey	0.240025642043461
GAPT	grey	0.594314913835711
GAPVD1	turquoise	0.757375613347346
GAR1	grey	-0.137367205094066
GAREM	grey	0.310167976778574
GAREML	grey	0.110641236956724
GARNL3	grey	-0.434637110499444
GARS	grey	0.461531357926679
GART	grey	0.181656484254789
GAS1	red	0.576471813446551
GAS2	turquoise	0.498865620735146
GAS2L1	grey	-0.323849499681315
GAS2L2	turquoise	0.929824326591439
GAS2L3	grey	0.583106946449329
GAS5	grey	-0.074219743596324
GAS5-AS1	turquoise	0.627094313404671
GAS6	red	0.797559367799467
GAS6-AS1	turquoise	0.457537362982971
GAS6-AS2	red	0.604761774277563
GAS7	turquoise	0.589919714364992
GAS8	turquoise	0.843560557519404
GATA1	skyblue	0.872094825901659
GATA2	grey	0.0578329948637167
