gene	module	cor
LOC102723824	grey	0.724674566071429
LOC102723885	grey	-0.193807718101688
LOC102723927	grey	-0.0978206724462867
LOC102724009	grey	0.0646780534612568
LOC102724094	turquoise	0.375897569861297
LOC102724163	grey	0.161929209593209
LOC102724190	grey	-0.0966233095382172
LOC102724297	grey	0.745046269453517
LOC102724301	grey	-0.132239728509395
LOC102724312	grey	-0.324683129503882
LOC102724450	grey	-0.399651522364396
LOC102724814	green	0.826661755132595
LOC102724927	grey	0.0974146139689742
LOC103021296	grey	0.187032834724731
LOC103091866	grey	-0.0126527702637064
LOC103344931	turquoise	0.336662790678814
LOC103611081	turquoise	0.478587542180951
LOC103908605	grey	-0.217749877659087
LOC104968399	grey	0.119568728476086
LOC105274304	turquoise	0.608627238956355
LOC105372795	turquoise	0.674282749567563
LOC105373383	turquoise	0.65492454196056
LOC105375734	grey	-0.118228995640821
LOC105376671	turquoise	0.579928938437298
LOC105377348	grey	-0.0744375405918421
LOC105447645	grey	0.306193221042343
LOC105747689	grey	0.559446285933564
LOC113230	turquoise	0.467017239650669
LOC115110	grey	-0.0178504510969573
LOC143666	grey	-0.403592995464311
LOC145474	grey	0.122767779170296
LOC145783	grey	-0.0275562764674694
LOC146880	green	0.956416367104123
LOC148413	turquoise	0.484826174735727
LOC148709	grey	-0.202061110844897
LOC150776	green	0.863122508411881
LOC151174	grey	-0.13230329543345
LOC151475	turquoise	0.519598256147537
LOC152225	grey	0.478500720212203
LOC153684	turquoise	0.62583964473907
LOC154761	grey	0.402060762084927
LOC155060	green	0.879801021864251
LOC171391	turquoise	0.614855825680431
LOC200772	turquoise	0.547857271111421
LOC202181	turquoise	0.378176390863426
LOC220729	green	0.71968970477333
LOC254896	grey	0.484496524702652
LOC257396	turquoise	0.840837328711119
LOC283140	turquoise	0.405935937827637
LOC283335	turquoise	0.476307694331935
LOC283575	turquoise	0.71724291769245
LOC283788	grey	-0.0233213326889157
LOC283922	grey	0.0893798407136045
LOC284009	grey	-0.0755934997032396
LOC284023	turquoise	0.677479769173681
LOC284080	turquoise	0.599833881208356
LOC284412	turquoise	0.424358096332592
LOC284454	grey	0.35148991238097
LOC284578	grey	-0.528641320211061
LOC284581	grey	-0.00870253286366198
LOC284825	turquoise	0.65424296497095
LOC285074	grey	0.0564171474800166
LOC285629	grey	0.312175900894205
LOC285696	turquoise	0.599232971706381
LOC286437	turquoise	0.457583331672336
LOC339260	grey	0.212086851555246
LOC339803	turquoise	0.358711641528098
LOC339807	turquoise	0.506405445808094
LOC339874	turquoise	0.366406323376049
LOC341056	blue	0.495141689772925
LOC344887	grey	0.303584559922374
LOC344967	grey	-0.00465598421132181
LOC374443	grey	0.350414741248625
LOC375196	grey	-0.0634095935156476
LOC388780	turquoise	0.854583720212518
LOC389247	turquoise	0.293181796493934
LOC389641	grey	0.702142432681334
LOC389765	turquoise	0.372932132171306
LOC389831	grey	-0.133202709449547
LOC389834	grey	-0.0679938600437612
LOC389906	grey	0.136686096892722
LOC400684	turquoise	0.503916029198676
LOC400685	grey	-0.211323402317285
LOC400867	grey	0.10660655171412
LOC400927	turquoise	0.553997809992342
LOC400927-CSNK1E	turquoise	0.432208039129508
LOC400997	turquoise	0.60002220767373
LOC401010	grey	0.144600691115051
LOC401052	turquoise	0.823376245585706
LOC401127	grey	-0.104634480943746
LOC401320	green	0.900068192015293
LOC403323	grey	-0.0465916314585508
LOC407835	blue	0.787219778154504
LOC414300	turquoise	0.34969168991933
LOC439994	grey	-0.249205726191485
LOC440028	turquoise	0.497301821272402
LOC440173	grey	-0.138017750365736
LOC440311	cyan	0.764231424384705
LOC440434	grey	0.0968466665335425
LOC440461	grey	-0.0488090275229801
LOC440600	grey	0.0447608044466073
LOC441081	grey	0.53256475836839
LOC441155	grey	0.0827555116242375
LOC441242	turquoise	0.676487420072317
LOC441454	grey	0.179931292564109
LOC441455	grey	0.0268811316252948
LOC441666	grey	-0.00505757790593218
LOC442497	turquoise	0.367905326409343
LOC494127	grey	0.247304603905817
LOC541473	turquoise	0.611636386546816
LOC553103	turquoise	0.492554838812525
LOC554206	grey	-0.246925515842311
LOC554223	grey	0.286848399940201
LOC613037	grey	-0.0557719984034713
LOC641367	grey	0.413707083558066
LOC642361	turquoise	0.423681147017008
LOC642366	grey	-0.346133273489954
LOC642423	turquoise	0.275651852061095
LOC642846	grey	-0.0641389066048372
LOC642852	turquoise	0.749995313438601
LOC643072	turquoise	0.73339326293409
LOC643201	grey	-0.0467494007466268
LOC643339	turquoise	0.561625933797744
LOC643387	grey	0.22148352094353
LOC643733	grey	0.346521634459822
LOC643770	turquoise	0.462408782346673
LOC643802	grey60	0.80919234493635
LOC644145	grey	0.0171394504273921
LOC644172	turquoise	0.745624197004376
LOC644285	grey	-0.0288264476931944
LOC644554	turquoise	0.614305795534537
LOC644656	grey	-0.127096906458318
LOC644762	grey	0.264455371923949
LOC644936	grey	0.324743460769833
LOC645513	turquoise	0.288510476958931
LOC646214	grey	0.462066146725525
LOC646471	grey	-0.251600665275815
LOC646626	grey	0.370768611868292
LOC646762	grey	-0.241133532167159
LOC646903	turquoise	0.870628718604072
LOC647323	turquoise	0.697567798124702
LOC647859	grey	0.448405566479911
LOC648987	turquoise	0.376556531625622
LOC652276	grey	-0.0408898719717409
LOC653160	grey	-0.263973432135077
LOC653513	turquoise	0.686819612317361
LOC653602	grey	-0.32262659582081
LOC653653	grey	0.474717264513509
LOC653712	grey	-0.224996800340565
LOC654342	grey	-0.0583819916157399
LOC654841	grey	-0.0132487263314527
LOC727896	grey	0.201178133110758
LOC728024	turquoise	0.649519128144744
LOC728175	turquoise	0.730478823310749
LOC728323	grey	0.0402421796145233
LOC728392	turquoise	0.898732813215933
LOC728485	grey	-0.336991291420015
LOC728554	grey	-0.0505499120419582
LOC728613	turquoise	0.64098369761428
LOC728673	turquoise	0.348068246163277
LOC728730	grey	-0.52251219180584
LOC728739	grey	-0.115386911316996
LOC728743	turquoise	0.431271361899875
LOC728752	grey	-0.209220732522438
LOC729083	turquoise	0.260154062619882
LOC729218	grey	0.0543498766001633
LOC729603	grey	0.369063106364362
LOC729683	grey	0.574539228322218
LOC729732	grey	0.095502101492645
LOC729737	grey	0.445289794933778
LOC729739	turquoise	0.597160893291072
LOC729867	grey	0.413428194800676
LOC729930	turquoise	0.716704677716162
LOC729966	grey	0.22634893399488
LOC729970	turquoise	0.58147508643089
LOC730101	turquoise	0.751556424188321
LOC730102	grey	-0.601222893693919
LOC730183	turquoise	0.329950498598537
LOC730202	turquoise	0.83169396764277
LOC731424	grey60	0.925328743066974
LOC81691	orangered4	0.795570981316689
LOC90784	grey	0.0088464293841076
LOC93622	brown	0.482559957723629
LOH12CR1	grey	0.0396322625018956
LOH12CR2	turquoise	0.546087186002401
LONP1	grey	-0.110759074980058
LONP2	lightcyan	0.514295523890915
LONRF1	grey	0.125547013902817
LONRF2	grey	-0.465407460346774
LONRF3	turquoise	0.366047587227201
LOX	lightyellow	0.827645266204299
LOXHD1	turquoise	0.54919331326897
LOXL1	black	0.690430887574349
LOXL1-AS1	grey	0.140623949606357
LOXL2	grey	0.678537411549221
LOXL3	grey	0.314912281965555
LOXL4	grey	-0.0343834794111255
LPA	grey	-0.330083847954688
LPAL2	grey	0.173402670847466
LPAR1	grey	0.463104569691451
LPAR2	grey	0.424342813116359
LPAR3	turquoise	0.831591078991938
LPAR5	grey	0.362783876132671
LPAR6	grey	0.468348624365902
LPCAT1	grey	0.723730272856472
LPCAT2	grey	0.626536792835986
LPCAT3	grey	0.365384637943558
LPCAT4	grey	0.314900179230406
LPGAT1	turquoise	0.519309589787446
LPIN1	grey	0.249390418080266
LPIN2	grey	0.324348093462535
LPIN3	green	0.854206324850774
LPL	grey	0.0523306920696472
LPO	turquoise	0.463087405202029
LPP	grey	0.101717444612715
LPP-AS2	grey	-0.410931075214705
LPPR1	red	0.707811687935027
LPPR2	grey	0.254153305166008
LPPR3	turquoise	0.671259389127066
LPXN	midnightblue	0.949662989070719
LRAT	grey	0.00672225283746822
LRBA	turquoise	0.735314266659006
LRCH1	grey	0.575690616094468
LRCH2	grey	0.367389181630816
LRCH3	grey	0.0837546542351977
LRCH4	grey	0.487924833214711
LRFN1	grey	0.592696592334748
LRFN2	grey	-0.0138688771656395
LRFN3	grey	0.160391937615219
LRFN4	grey	-0.225602489526274
LRG1	grey	0.593260166460526
LRGUK	turquoise	0.896098379992967
LRIF1	grey	0.317708942570649
LRIG1	turquoise	0.474139437211608
LRIG2	grey	-0.115220489367065
LRIG3	darkorange	0.743598190850971
LRMP	grey	0.62240591147027
LRP1	turquoise	0.393468929078818
LRP10	salmon	0.901295510519713
LRP11	turquoise	0.780243660824098
LRP12	yellow	0.631739095889102
LRP1B	grey	-0.197033313735307
LRP2	turquoise	0.434152372861676
LRP2BP	turquoise	0.87276969389353
LRP3	darkred	0.858397788722986
LRP4	grey	-0.487817391073616
LRP5	grey	0.232399798478795
LRP5L	green	0.78942121103148
LRP6	grey	0.236538110308143
LRP8	grey	0.00860012581914567
LRPAP1	blue	0.515607638716038
LRPPRC	grey	-0.195772361084965
LRR1	grey	0.453079816716321
LRRC1	grey	0.073653633958911
LRRC10B	turquoise	0.902059873691368
LRRC14	brown	0.655593498061603
LRRC16A	grey	0.645012907898116
LRRC16B	grey	-0.119490965049252
LRRC17	grey	-0.210855344186339
LRRC18	turquoise	0.924540947161685
LRRC2	red	0.895781260319188
LRRC2-AS1	turquoise	0.712702159686256
LRRC20	turquoise	0.429980811121758
LRRC23	turquoise	0.877886114743194
LRRC24	grey	-0.383441718580889
LRRC25	grey60	0.936437447251871
LRRC26	grey	-0.302364389178604
LRRC27	turquoise	0.912941986743878
LRRC28	blue	0.538137163284779
LRRC29	turquoise	0.423516279391744
LRRC3	grey	0.719957519350421
LRRC31	skyblue	0.831881468677976
LRRC32	grey	0.652932845044899
LRRC34	turquoise	0.857402219170975
LRRC36	turquoise	0.829673470001627
LRRC37A	grey	-0.0924443088760673
LRRC37A11P	yellow	0.709229741655301
LRRC37A2	grey	-0.131437309873566
LRRC37A3	turquoise	0.548591464236691
LRRC37A4P	grey	-0.159751781535203
LRRC37A6P	turquoise	0.370953466141035
LRRC37A8P	grey	-0.0160176114931704
LRRC37B	turquoise	0.584273605242045
LRRC37BP1	turquoise	0.757661185349118
LRRC39	green	0.679040527922971
LRRC4	grey	0.00312742475008402
LRRC40	grey	0.477713316993154
LRRC41	blue	0.651622756220475
LRRC42	grey	0.325505226058974
LRRC43	turquoise	0.917780233564898
LRRC45	turquoise	0.863512969839671
LRRC46	turquoise	0.867352718355858
LRRC47	brown	0.726514202867609
LRRC48	turquoise	0.941070228662118
LRRC49	turquoise	0.921722958717608
LRRC4B	grey	0.0367148435155126
LRRC4C	grey	-0.0134270848561697
LRRC55	grey	0.455406081022163
LRRC56	turquoise	0.841282852898609
LRRC57	turquoise	0.338650761103843
LRRC58	royalblue	0.846316986459939
LRRC59	lightgreen	0.881955642402183
LRRC6	turquoise	0.897931346409456
LRRC61	turquoise	0.867791966090093
LRRC63	turquoise	0.574555604569933
LRRC66	turquoise	0.287437836019129
LRRC69	turquoise	0.372252184066201
LRRC70	turquoise	0.422077401581913
LRRC71	turquoise	0.888051165763362
LRRC73	turquoise	0.859400356256761
LRRC74B	turquoise	0.732187598536861
LRRC75A	grey	0.354941406480923
LRRC75A-AS1	cyan	0.806145446152567
LRRC75B	grey	-0.194721281278566
LRRC8A	orange	0.883863734260985
LRRC8B	pink	0.643913144263218
LRRC8C	grey	0.80811778305407
LRRC8D	orange	0.914719428867034
LRRC8E	grey	-0.145312504533207
LRRCC1	turquoise	0.610681172981073
LRRFIP1	grey	0.0360810552779864
LRRFIP2	grey	0.212577307977155
LRRIQ1	turquoise	0.907594536191954
LRRIQ3	turquoise	0.827051637463024
LRRIQ4	turquoise	0.585955041322178
LRRK1	grey	0.0317508388104872
LRRK2	grey	0.574007179749622
LRRN1	grey	0.578979189072429
LRRN2	grey	-0.075913246622034
LRRN3	grey	-0.0298651329603892
LRRN4CL	grey	-0.202005595643132
LRRTM2	grey	0.227471672077175
LRSAM1	grey	0.128175005916076
LRTOMT	turquoise	0.911401436485558
LRWD1	turquoise	0.717147414993287
LSAMP	red	0.627032706285314
LSG1	grey	0.00186756306759583
LSM1	grey	0.285174578387788
LSM10	grey	0.410177432967717
LSM11	grey	0.197113067401422
LSM12	grey	0.64403105946107
LSM14A	grey	-0.0426826806237923
LSM14B	turquoise	0.499534107625355
LSM2	blue	0.661602475160378
LSM3	grey	-0.0252118387175349
LSM4	tan	0.915668147684986
LSM5	turquoise	0.390940244894949
LSM6	grey	0.108195542549159
LSM7	purple	0.811292531707019
LSM8	grey	0.00195626690600431
LSMEM1	grey	0.366664695164579
LSP1	grey	0.46299958702245
LSP1P3	grey	0.563732762783531
LSR	salmon	0.914287929091276
LSS	turquoise	0.3923887990798
LST1	grey60	0.907052157055802
LTA	grey	0.681831062435069
LTA4H	grey	0.377245865635916
LTB	grey	0.717272633090937
LTB4R	red	0.668823811095083
LTB4R2	turquoise	0.558300267651802
LTBP1	grey	0.367668667278616
LTBP2	red	0.815918489463726
LTBP3	red	0.701011954606258
LTBP4	red	0.705237611155835
LTBR	salmon	0.784087607231588
LTC4S	grey	-0.507384363422774
LTF	grey	0.0020516046710496
LTK	turquoise	0.395664471755547
LTN1	violet	0.830656005038821
LTV1	yellow	0.55236425705355
LUC7L	green	0.868630628305173
LUC7L2	grey	0.0148133350128375
LUC7L3	green	0.762536526973354
LUCAT1	grey	0.333805115528635
LUM	grey	0.00913530572496566
LURAP1	grey	-0.544567090760034
LURAP1L	grey	0.101464821949519
LUZP1	grey	0.343827580552215
LUZP2	grey	-0.151580008727087
LXN	turquoise	0.598250726346806
LY6D	grey	0.330514871904228
LY6E	black	0.76784831143562
LY6G5B	green	0.77768680520813
LY6G5C	turquoise	0.841406862019525
LY6G6C	grey	0.0630508126809181
LY6H	turquoise	0.756576398491053
LY6K	grey	0.158107566156307
LY75	turquoise	0.751323894762912
LY86	grey	0.492776416766354
LY9	grey	0.381863909518207
LY96	grey	0.71553760149814
LYAR	grey	0.39148391620091
LYG1	grey	0.131001559559555
LYL1	grey	0.448421973948468
LYN	grey	0.772399113975951
LYNX1	grey	0.401317662087885
LYPD1	grey	-0.114038747274329
LYPD2	grey	0.214966826459326
LYPD3	grey	0.385519849201802
LYPD5	grey	0.677231331786452
LYPD6	grey	-0.122551584698484
LYPD6B	grey	-0.145854421943761
LYPLA1	pink	0.754087307225033
LYPLA2	grey	0.199787372417834
LYPLA2P2	grey	0.227516250782935
LYPLAL1	grey	-0.296399691381743
LYPLAL1-AS1	turquoise	0.414712495717135
LYRM1	grey	0.103895824349563
LYRM2	turquoise	0.743014354114622
LYRM4	turquoise	0.534362039708336
LYRM5	royalblue	0.816100569573018
LYRM7	turquoise	0.825941594432478
LYRM9	turquoise	0.687222138287484
LYSMD1	grey	0.0928549102399523
LYSMD2	grey	0.468461885058163
LYSMD3	violet	0.857451666098238
LYSMD4	grey	-0.216314640698825
LYST	grey	0.393917847362563
LYZ	grey	0.14660740147828
LZIC	turquoise	0.566989272201092
LZTFL1	turquoise	0.934775286015553
LZTR1	grey	0.230708069815311
LZTS1	grey	-0.159727087711059
LZTS2	grey	0.476363820051534
LZTS3	grey	0.024066943470222
M1AP	turquoise	0.502155188832781
M6PR	grey	0.423311694928186
MAATS1	turquoise	0.890821844187868
MAB21L1	grey	-0.0503603181857806
MAB21L2	grey	0.351659992053859
MAB21L3	grey	0.202184164745512
MACC1	lightyellow	0.765428624762783
MACF1	lightcyan	0.856875702869431
MACROD1	tan	0.748958800018483
MACROD2	turquoise	0.770359271984833
MAD1L1	magenta	0.661937806891435
MAD2L1	darkgrey	0.848819383746675
MAD2L1BP	grey	0.486305709305328
MAD2L2	black	0.699085322228704
MADD	grey	0.474272429760545
MAEA	grey	0.367332883669399
MAF	grey	0.722073392217208
MAF1	lightsteelblue1	0.864406339251768
MAFA	grey	0.210969358205247
MAFB	greenyellow	0.828751174390739
MAFF	paleturquoise	0.832663079191065
MAFG	black	0.723364243941964
MAFG-AS1	turquoise	0.723795349466646
MAFIP	grey	-0.130270873280373
MAFK	sienna3	0.849857918042424
MAFTRR	turquoise	0.298964871214412
MAGED1	darkred	0.766686331934716
MAGED2	turquoise	0.48035560727255
MAGEE1	darkorange	0.749500289854878
MAGEF1	grey	-0.461057444259963
MAGEH1	grey	-0.615583607504385
MAGI1	turquoise	0.664675520441497
MAGI2	turquoise	0.889285145367841
MAGI2-AS3	turquoise	0.748050742493127
MAGI3	grey	0.40356938356691
MAGIX	turquoise	0.595557281541959
MAGOH	grey	-0.0874624804652076
MAGOH2P	grey	-0.111818650452535
MAGOHB	pink	0.738705522221312
MAGT1	grey	0.532851231817603
MAK	turquoise	0.810403166596916
MAK16	grey	0.469500693513452
MAL	lightcyan1	0.818797243890626
MAL2	grey	0.374618326762823
MALAT1	grey	0.148652191193004
MALL	black	0.699653737286189
MALSU1	tan	0.70156087535879
MALT1	grey	0.704489225663113
MAMDC2	turquoise	0.749391579547494
MAMDC4	green	0.754651296335014
MAML1	grey	0.588827232221139
MAML2	turquoise	0.534123701674524
MAML3	darkorange	0.72426063795769
MAMLD1	grey	-0.168440532367446
MAMSTR	grey	-0.353116436353672
MAN1A1	grey	0.492757573456761
MAN1A2	grey	-0.25582963795147
MAN1B1	tan	0.719993720560138
MAN1B1-AS1	turquoise	0.629623287522224
MAN1C1	yellow	0.704591891693502
MAN2A1	pink	0.803271417881645
MAN2A2	green	0.775116142172509
MAN2B1	grey	0.414813650136918
MAN2B2	brown	0.560521159611433
MAN2C1	green	0.774286082455483
MANBA	grey	-0.226675258032178
MANBAL	tan	0.829520029837017
MANEA	darkturquoise	0.767968322898627
MANEA-AS1	turquoise	0.790043801307622
MANEAL	grey	0.214645894560646
MANF	lightgreen	0.82690923119812
MANSC1	yellow	0.55831765637348
MAOA	lightgreen	0.821705249661537
MAOB	turquoise	0.805620657578437
MAP10	grey	-0.132555314906281
MAP1A	turquoise	0.830346917727
MAP1B	turquoise	0.650448666839789
MAP1LC3A	turquoise	0.7517502967362
MAP1LC3B	grey	0.376110152782429
MAP1LC3B2	grey	0.372760703507274
MAP1S	black	0.738364536610058
MAP2	grey	-0.0348790109518255
MAP2K1	sienna3	0.752478482392651
MAP2K2	blue	0.833740751810253
MAP2K3	black	0.774930127281167
MAP2K4	lightyellow	0.748565424102399
MAP2K4P1	pink	0.610856966832933
MAP2K5	grey	-0.228700257728541
MAP2K6	grey	0.364631088153592
MAP2K7	grey	0.298173708039362
MAP3K1	grey	0.442054326895623
MAP3K10	grey	0.392165436691916
MAP3K11	paleturquoise	0.869629035045471
MAP3K12	turquoise	0.57648246467438
MAP3K13	turquoise	0.410278450558284
MAP3K14	grey	0.63604007011219
MAP3K14-AS1	turquoise	0.618882068942985
MAP3K19	turquoise	0.910817600010576
MAP3K2	grey	0.0382988441913994
MAP3K3	grey	0.397968727864653
MAP3K4	grey	-0.021620690938771
MAP3K5	grey	0.549464961463952
MAP3K6	grey	0.5674624630623
MAP3K7	grey	0.203104497768938
MAP3K7CL	grey	0.274783122893832
MAP3K8	grey	0.496234678617058
MAP3K9	salmon	0.806837067833645
MAP4	turquoise	0.380894473921011
MAP4K1	midnightblue	0.907875432449381
MAP4K2	grey	-0.208217995639025
MAP4K3	grey	0.152051178495073
MAP4K4	grey	0.516280983342919
MAP4K5	grey	0.350926545012172
MAP6	turquoise	0.921036983620271
MAP6D1	grey	0.193693879438222
MAP7	turquoise	0.433542422557279
MAP7D1	black	0.911588026868015
MAP7D2	turquoise	0.492618812024343
MAP7D3	turquoise	0.426462325374036
MAP9	turquoise	0.873544096004199
MAPK1	grey	-0.0860323806480381
MAPK10	turquoise	0.873310404355867
MAPK11	grey	0.386673232836302
MAPK12	grey	0.296318931560458
MAPK13	grey	0.208357452773308
MAPK14	grey	0.317882352880021
MAPK15	turquoise	0.822421103916917
MAPK1IP1L	pink	0.673018695837403
MAPK3	brown	0.570027239696205
MAPK4	red	0.698487139732842
MAPK6	lightyellow	0.917950570692045
MAPK7	sienna3	0.731990919126113
MAPK8	grey	0.172887846142781
MAPK8IP1	turquoise	0.790732882336221
MAPK8IP2	grey	0.121170716752136
MAPK8IP3	green	0.806689745238942
MAPK9	turquoise	0.330795294466424
MAPKAP1	brown	0.693095312934123
MAPKAPK2	salmon	0.90044956160729
MAPKAPK3	lightgreen	0.840084443550935
MAPKAPK5	grey	-0.156255557130365
MAPKAPK5-AS1	grey	-0.468457858858955
MAPKBP1	turquoise	0.612335296133503
MAPRE1	grey	0.811240844044624
MAPRE2	grey	0.274440282027147
MAPRE3	turquoise	0.95904276328466
MAPT	grey	-0.217656491190668
MARC1	darkorange	0.713809606525644
MARC2	turquoise	0.709664877699053
MARCH1	midnightblue	0.88077964775126
MARCH10	turquoise	0.912586031621657
MARCH2	darkred	0.746196782769878
MARCH3	grey	-0.0971866964597564
MARCH4	turquoise	0.51952671162187
MARCH5	pink	0.657403863816585
MARCH6	turquoise	0.748584025029839
MARCH7	grey	0.275496883571181
MARCH8	grey	0.402664923771772
MARCH9	grey	-0.284221687814185
MARCKS	grey	0.485165113624225
MARCKSL1	grey	0.72918896208346
MARK1	grey	0.342353322337781
MARK2	black	0.869951949493583
MARK3	grey	0.323104810283702
MARK4	black	0.710683531696486
MARS	grey	0.516339282210682
MARS2	brown	0.602402240559854
MARVELD1	red	0.919091512445904
MARVELD2	grey	0.146650026381745
MARVELD3	grey	0.460203742892808
MAST1	grey	-0.0795233476797813
MAST2	turquoise	0.258993814608715
MAST3	grey	0.528429958956435
MAST4	grey	0.370236581985795
MASTL	grey	0.532443226182496
MAT1A	turquoise	0.63753448001174
MAT2A	grey	0.413070988664653
MAT2B	grey	0.0512619300379608
MATK	grey	0.393657209580189
MATN1-AS1	grey	-0.215044798956634
MATN2	brown	0.602926432064937
MATN3	grey	0.0871731379679927
MATN4	grey	-0.0574617689712444
MATR3	darkturquoise	0.803698197435649
MAU2	grey	0.406589300780391
MAVS	grey	-0.11176409026681
MAX	grey	0.514361642306566
MAZ	turquoise	0.406808961752702
MB	turquoise	0.810118706035526
MB21D1	greenyellow	0.842186536349612
MB21D2	grey	0.60899058450897
MBD1	grey	0.347743049171737
MBD2	black	0.743475673744698
MBD3	blue	0.714059529787193
MBD4	grey	0.393686904303045
MBD5	lightcyan	0.487479722668753
MBD6	mediumpurple3	0.613548803141042
MBIP	grey	0.29322112229582
MBL1P	grey	-0.248575786442344
MBLAC1	grey	0.144730277889304
MBLAC2	grey	-0.338368607162628
MBNL1	plum1	0.875277002328028
MBNL1-AS1	turquoise	0.374758982469991
MBNL2	grey	-0.235748308746879
MBNL3	grey	-0.12478101528055
MBOAT1	grey	0.12765885881538
MBOAT2	grey	0.487289754648644
MBOAT7	grey	0.404198916087537
MBP	grey	0.529221322094634
MBTD1	darkgreen	0.767051191573676
MBTPS1	turquoise	0.599558493339616
MBTPS2	grey	0.471566252641186
MC1R	green	0.852142880053673
MCAM	red	0.703105639529028
MCAT	turquoise	0.764014046729094
MCC	red	0.695705926984896
MCCC1	grey	-0.119880157012667
MCCC2	grey	0.161067906510151
MCEE	grey	-0.343492465376934
MCEMP1	grey60	0.924765814743398
MCF2L	grey	-0.415200720636317
MCF2L-AS1	turquoise	0.629780963343251
MCF2L2	turquoise	0.567723962700192
MCFD2	grey	0.690075026782846
MCIDAS	darkgrey	0.86452530496771
MCL1	grey	0.835829404124016
MCM10	grey	0.433223212498113
MCM2	turquoise	0.390005865681927
MCM3	grey	0.280300740595148
MCM3AP	grey	0.0558271566927328
MCM3AP-AS1	turquoise	0.328732786134175
MCM4	grey	-0.146498136995059
MCM5	grey	0.363890481588318
MCM6	grey	0.290984146119796
MCM7	grey	0.169015935516677
MCM8	grey	-0.218053190169666
MCM9	turquoise	0.713423953039542
MCMBP	grey	0.632215936470752
MCMDC2	turquoise	0.850497398435673
MCOLN1	salmon	0.802883822481666
MCOLN2	grey	0.598983612269817
MCOLN3	grey	-0.370439912891389
MCPH1	turquoise	0.485318302244989
MCPH1-AS1	turquoise	0.512753375818229
MCRS1	grey	0.0470029398919432
MCTP1	grey	0.542401695073674
MCTP2	pink	0.749080498895771
MCTS1	grey	0.189704710316951
MCTS2P	grey	-0.191655876740605
MCU	darkmagenta	0.881036015427114
MCUR1	grey	-0.0534168487894507
MDC1	turquoise	0.65134844234103
MDFI	orange	0.880348526725304
MDFIC	yellow	0.732855010512311
MDGA1	grey	0.0837319086328498
MDH1	grey	-0.264189423983946
MDH1B	turquoise	0.922551189053977
MDH2	blue	0.79403036862129
MDK	grey	0.514408837546848
MDM1	turquoise	0.882514989427663
MDM2	grey	0.174834977834144
MDM4	green	0.854457928698298
MDN1	lightcyan	0.709035709332545
MDP1	turquoise	0.422291121393213
ME1	grey	0.348914430319475
ME2	grey	0.484290850409586
ME3	grey	-0.13722280490081
MEA1	blue	0.590646115712691
MEAF6	turquoise	0.872581972565477
MECOM	grey	0.146996595368637
MECP2	turquoise	0.583998937110237
MECR	blue	0.607936802537683
MED1	grey	0.374012480145432
MED10	grey	0.174646445204774
MED11	tan	0.702927295777723
MED12	lightcyan	0.726275813952763
MED12L	grey	-0.184399435513214
MED13	grey	0.762988976545248
MED13L	grey	0.429804916135375
MED14	grey	0.369030473461995
MED14OS	grey	-0.0693644359443783
MED15	grey	0.594809134569201
MED16	grey	0.28781721179159
MED17	grey	0.135756010643471
MED18	grey	0.0666102220726633
MED19	blue	0.637052380150174
MED20	grey	-0.202105422751458
MED21	violet	0.782141143573973
MED22	grey	0.413450724594588
MED23	steelblue	0.652624600737655
MED24	grey	0.165940502665949
MED25	turquoise	0.548341884644057
MED26	magenta	0.660491116892077
MED27	black	0.734084372698854
MED28	grey	0.340514300473343
MED29	grey	-0.388519275241078
MED30	turquoise	0.505679538252344
MED31	turquoise	0.637801114361484
MED4	grey	0.269122445631897
MED6	grey	0.443219296109902
MED7	turquoise	0.313384211182408
MED8	lightgreen	0.845506122825551
MED9	brown	0.540997273896327
MEF2A	grey	0.173489360760874
MEF2BNB	grey	-0.00733463365410822
MEF2BNB-MEF2B	turquoise	0.264574220585519
MEF2C	grey	0.419165235917851
MEF2D	grey	0.403714051583744
MEFV	grey60	0.970718628038256
MEGF10	turquoise	0.41418206285782
MEGF6	red	0.783969180946208
MEGF8	turquoise	0.555488315930917
MEGF9	grey	0.339992615662977
MEI1	grey	0.494415910888974
MEI4	grey	-0.109627691686888
MEIG1	turquoise	0.86998615240016
MEIS1	grey	-0.200328387011125
MEIS1-AS3	grey	-0.0197707567106655
MEIS2	turquoise	0.574662567823301
MEIS3	grey	-0.0607685543886856
MEIS3P1	grey	-0.285842620220759
MELK	darkgrey	0.947795604373041
MEMO1	grey	0.351823486165911
MEN1	grey	-0.293985715242572
MEOX1	grey	0.140855661589436
MEP1A	turquoise	0.386902470229515
MEPCE	brown	0.574439890909684
MERTK	turquoise	0.322798885473072
MESDC1	black	0.689116503338191
MESDC2	grey	0.493690649641831
MESP1	grey	0.191021112096835
MESP2	brown	0.459725237779342
MEST	grey	0.0683595572585973
MET	lightyellow	0.843711776194162
METAP1	grey	-0.233040716152073
METAP1D	turquoise	0.548196536852497
METAP2	grey	0.320197519425292
METRN	turquoise	0.486122833255279
METRNL	paleturquoise	0.898844041145944
METTL1	grey	0.226511140399494
METTL10	turquoise	0.52599553778916
METTL12	grey	0.125273586308007
METTL13	grey	0.369320640734472
METTL14	grey	0.130352030411802
METTL15	grey	-0.352708072251458
METTL16	turquoise	0.640080105749217
METTL17	green	0.800625734398548
METTL18	grey	-0.146421542694808
METTL20	turquoise	0.79214373088933
METTL21A	turquoise	0.548345565965026
